"time_steps","fancy-sweep-9 - _step","fancy-sweep-9 - _step__MIN","fancy-sweep-9 - _step__MAX","fancy-sweep-9 - agent_eval_episode_waypoints_percent_mean","fancy-sweep-9 - agent_eval_episode_waypoints_percent_mean__MIN","fancy-sweep-9 - agent_eval_episode_waypoints_percent_mean__MAX","fragrant-sweep-8 - _step","fragrant-sweep-8 - _step__MIN","fragrant-sweep-8 - _step__MAX","fragrant-sweep-8 - agent_eval_episode_waypoints_percent_mean","fragrant-sweep-8 - agent_eval_episode_waypoints_percent_mean__MIN","fragrant-sweep-8 - agent_eval_episode_waypoints_percent_mean__MAX","deft-sweep-7 - _step","deft-sweep-7 - _step__MIN","deft-sweep-7 - _step__MAX","deft-sweep-7 - agent_eval_episode_waypoints_percent_mean","deft-sweep-7 - agent_eval_episode_waypoints_percent_mean__MIN","deft-sweep-7 - agent_eval_episode_waypoints_percent_mean__MAX","treasured-sweep-6 - _step","treasured-sweep-6 - _step__MIN","treasured-sweep-6 - _step__MAX","treasured-sweep-6 - agent_eval_episode_waypoints_percent_mean","treasured-sweep-6 - agent_eval_episode_waypoints_percent_mean__MIN","treasured-sweep-6 - agent_eval_episode_waypoints_percent_mean__MAX","pleasant-sweep-5 - _step","pleasant-sweep-5 - _step__MIN","pleasant-sweep-5 - _step__MAX","pleasant-sweep-5 - agent_eval_episode_waypoints_percent_mean","pleasant-sweep-5 - agent_eval_episode_waypoints_percent_mean__MIN","pleasant-sweep-5 - agent_eval_episode_waypoints_percent_mean__MAX","scarlet-sweep-4 - _step","scarlet-sweep-4 - _step__MIN","scarlet-sweep-4 - _step__MAX","scarlet-sweep-4 - agent_eval_episode_waypoints_percent_mean","scarlet-sweep-4 - agent_eval_episode_waypoints_percent_mean__MIN","scarlet-sweep-4 - agent_eval_episode_waypoints_percent_mean__MAX","serene-sweep-2 - _step","serene-sweep-2 - _step__MIN","serene-sweep-2 - _step__MAX","serene-sweep-2 - agent_eval_episode_waypoints_percent_mean","serene-sweep-2 - agent_eval_episode_waypoints_percent_mean__MIN","serene-sweep-2 - agent_eval_episode_waypoints_percent_mean__MAX","zesty-sweep-3 - _step","zesty-sweep-3 - _step__MIN","zesty-sweep-3 - _step__MAX","zesty-sweep-3 - agent_eval_episode_waypoints_percent_mean","zesty-sweep-3 - agent_eval_episode_waypoints_percent_mean__MIN","zesty-sweep-3 - agent_eval_episode_waypoints_percent_mean__MAX","gentle-sweep-1 - _step","gentle-sweep-1 - _step__MIN","gentle-sweep-1 - _step__MAX","gentle-sweep-1 - agent_eval_episode_waypoints_percent_mean","gentle-sweep-1 - agent_eval_episode_waypoints_percent_mean__MIN","gentle-sweep-1 - agent_eval_episode_waypoints_percent_mean__MAX","helpful-sweep-3 - _step","helpful-sweep-3 - _step__MIN","helpful-sweep-3 - _step__MAX","helpful-sweep-3 - agent_eval_episode_waypoints_percent_mean","helpful-sweep-3 - agent_eval_episode_waypoints_percent_mean__MIN","helpful-sweep-3 - agent_eval_episode_waypoints_percent_mean__MAX"
"96900","57","57","57","0.7575757575757575","0.7575757575757575","0.7575757575757575","57","57","57","0.787878787878788","0.787878787878788","0.787878787878788","57","57","57","0.5454545454545454","0.5454545454545454","0.5454545454545454","57","57","57","0.7878787878787877","0.7878787878787877","0.7878787878787877","57","57","57","0.5757575757575757","0.5757575757575757","0.5757575757575757","57","57","57","0.30303030303030304","0.30303030303030304","0.30303030303030304","57","57","57","0.5757575757575758","0.5757575757575758","0.5757575757575758","57","57","57","0.5757575757575757","0.5757575757575757","0.5757575757575757","57","57","57","0.8181818181818182","0.8181818181818182","0.8181818181818182","57","57","57","0.5151515151515151","0.5151515151515151","0.5151515151515151"
"98600","58","58","58","0.8484848484848485","0.8484848484848485","0.8484848484848485","58","58","58","0.6666666666666666","0.6666666666666666","0.6666666666666666","58","58","58","0.8484848484848485","0.8484848484848485","0.8484848484848485","58","58","58","0.4545454545454546","0.4545454545454546","0.4545454545454546","58","58","58","0.7272727272727274","0.7272727272727274","0.7272727272727274","58","58","58","0.8484848484848485","0.8484848484848485","0.8484848484848485","58","58","58","0.9090909090909091","0.9090909090909091","0.9090909090909091","58","58","58","0.5151515151515151","0.5151515151515151","0.5151515151515151","58","58","58","0.787878787878788","0.787878787878788","0.787878787878788","58","58","58","0.8484848484848485","0.8484848484848485","0.8484848484848485"
"100300","59","59","59","0.30303030303030304","0.30303030303030304","0.30303030303030304","59","59","59","0.6969696969696969","0.6969696969696969","0.6969696969696969","59","59","59","0.8484848484848485","0.8484848484848485","0.8484848484848485","59","59","59","0.606060606060606","0.606060606060606","0.606060606060606","59","59","59","0.30303030303030304","0.30303030303030304","0.30303030303030304","59","59","59","0.787878787878788","0.787878787878788","0.787878787878788","59","59","59","0.6060606060606061","0.6060606060606061","0.6060606060606061","59","59","59","0.6363636363636364","0.6363636363636364","0.6363636363636364","59","59","59","0.5757575757575758","0.5757575757575758","0.5757575757575758","59","59","59","0.6969696969696969","0.6969696969696969","0.6969696969696969"
"102000","60","60","60","0.6969696969696969","0.6969696969696969","0.6969696969696969","60","60","60","0.7575757575757577","0.7575757575757577","0.7575757575757577","60","60","60","0.5454545454545455","0.5454545454545455","0.5454545454545455","60","60","60","0.5151515151515151","0.5151515151515151","0.5151515151515151","60","60","60","0.6363636363636364","0.6363636363636364","0.6363636363636364","60","60","60","0.6666666666666666","0.6666666666666666","0.6666666666666666","60","60","60","0.6363636363636364","0.6363636363636364","0.6363636363636364","60","60","60","0.7272727272727272","0.7272727272727272","0.7272727272727272","60","60","60","0.7575757575757577","0.7575757575757577","0.7575757575757577","60","60","60","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"103700","61","61","61","0.8181818181818182","0.8181818181818182","0.8181818181818182","61","61","61","0.8484848484848485","0.8484848484848485","0.8484848484848485","61","61","61","0.606060606060606","0.606060606060606","0.606060606060606","61","61","61","0.6666666666666666","0.6666666666666666","0.6666666666666666","61","61","61","0.4545454545454546","0.4545454545454546","0.4545454545454546","61","61","61","0.5757575757575758","0.5757575757575758","0.5757575757575758","61","61","61","0.42424242424242425","0.42424242424242425","0.42424242424242425","61","61","61","0.45454545454545453","0.45454545454545453","0.45454545454545453","61","61","61","0.6969696969696969","0.6969696969696969","0.6969696969696969","61","61","61","0.8484848484848485","0.8484848484848485","0.8484848484848485"
"105400","62","62","62","0.7878787878787877","0.7878787878787877","0.7878787878787877","62","62","62","0.42424242424242425","0.42424242424242425","0.42424242424242425","62","62","62","0.5757575757575758","0.5757575757575758","0.5757575757575758","62","62","62","0.787878787878788","0.787878787878788","0.787878787878788","62","62","62","0.5757575757575758","0.5757575757575758","0.5757575757575758","62","62","62","0.7272727272727272","0.7272727272727272","0.7272727272727272","62","62","62","0.5757575757575757","0.5757575757575757","0.5757575757575757","62","62","62","0.6060606060606061","0.6060606060606061","0.6060606060606061","62","62","62","0.7575757575757577","0.7575757575757577","0.7575757575757577","62","62","62","0.4545454545454546","0.4545454545454546","0.4545454545454546"
"107100","63","63","63","0.7272727272727272","0.7272727272727272","0.7272727272727272","63","63","63","0.6363636363636364","0.6363636363636364","0.6363636363636364","63","63","63","0.7575757575757577","0.7575757575757577","0.7575757575757577","63","63","63","0.6969696969696969","0.6969696969696969","0.6969696969696969","63","63","63","0.4545454545454546","0.4545454545454546","0.4545454545454546","63","63","63","0.8181818181818182","0.8181818181818182","0.8181818181818182","63","63","63","0.9090909090909091","0.9090909090909091","0.9090909090909091","63","63","63","0.6363636363636364","0.6363636363636364","0.6363636363636364","63","63","63","0.8484848484848485","0.8484848484848485","0.8484848484848485","63","63","63","0.7575757575757575","0.7575757575757575","0.7575757575757575"
"108800","64","64","64","0.7272727272727272","0.7272727272727272","0.7272727272727272","64","64","64","0.6363636363636364","0.6363636363636364","0.6363636363636364","64","64","64","0.6969696969696969","0.6969696969696969","0.6969696969696969","64","64","64","0.48484848484848486","0.48484848484848486","0.48484848484848486","64","64","64","0.7272727272727272","0.7272727272727272","0.7272727272727272","64","64","64","0.8484848484848485","0.8484848484848485","0.8484848484848485","64","64","64","0.6969696969696969","0.6969696969696969","0.6969696969696969","64","64","64","0.8181818181818182","0.8181818181818182","0.8181818181818182","64","64","64","0.5454545454545455","0.5454545454545455","0.5454545454545455","64","64","64","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"110500","65","65","65","0.6060606060606061","0.6060606060606061","0.6060606060606061","65","65","65","0.5757575757575758","0.5757575757575758","0.5757575757575758","65","65","65","0.787878787878788","0.787878787878788","0.787878787878788","65","65","65","0.5757575757575757","0.5757575757575757","0.5757575757575757","65","65","65","0.6666666666666666","0.6666666666666666","0.6666666666666666","65","65","65","0.8181818181818182","0.8181818181818182","0.8181818181818182","65","65","65","0.5454545454545454","0.5454545454545454","0.5454545454545454","65","65","65","0.4545454545454546","0.4545454545454546","0.4545454545454546","65","65","65","0.6666666666666666","0.6666666666666666","0.6666666666666666","65","65","65","0.7575757575757575","0.7575757575757575","0.7575757575757575"
"112200","66","66","66","0.6363636363636364","0.6363636363636364","0.6363636363636364","66","66","66","0.7272727272727272","0.7272727272727272","0.7272727272727272","66","66","66","0.7272727272727272","0.7272727272727272","0.7272727272727272","66","66","66","0.6060606060606061","0.6060606060606061","0.6060606060606061","66","66","66","0.5757575757575758","0.5757575757575758","0.5757575757575758","66","66","66","0.9090909090909091","0.9090909090909091","0.9090909090909091","66","66","66","0.42424242424242425","0.42424242424242425","0.42424242424242425","66","66","66","0.6060606060606061","0.6060606060606061","0.6060606060606061","66","66","66","0.7575757575757575","0.7575757575757575","0.7575757575757575","66","66","66","0.6363636363636364","0.6363636363636364","0.6363636363636364"
"113900","67","67","67","0.7878787878787877","0.7878787878787877","0.7878787878787877","67","67","67","0.5454545454545454","0.5454545454545454","0.5454545454545454","67","67","67","0.6363636363636364","0.6363636363636364","0.6363636363636364","67","67","67","0.5454545454545455","0.5454545454545455","0.5454545454545455","67","67","67","0.48484848484848486","0.48484848484848486","0.48484848484848486","67","67","67","0.9090909090909091","0.9090909090909091","0.9090909090909091","67","67","67","0.8181818181818182","0.8181818181818182","0.8181818181818182","67","67","67","0.8181818181818182","0.8181818181818182","0.8181818181818182","67","67","67","0.787878787878788","0.787878787878788","0.787878787878788","67","67","67","0.6969696969696969","0.6969696969696969","0.6969696969696969"
"115600","68","68","68","0.787878787878788","0.787878787878788","0.787878787878788","68","68","68","0.8181818181818182","0.8181818181818182","0.8181818181818182","68","68","68","0.7575757575757575","0.7575757575757575","0.7575757575757575","68","68","68","0.7575757575757577","0.7575757575757577","0.7575757575757577","68","68","68","0.7575757575757575","0.7575757575757575","0.7575757575757575","68","68","68","0.7575757575757575","0.7575757575757575","0.7575757575757575","68","68","68","0.8484848484848485","0.8484848484848485","0.8484848484848485","68","68","68","0.9090909090909091","0.9090909090909091","0.9090909090909091","68","68","68","0.6060606060606061","0.6060606060606061","0.6060606060606061","68","68","68","0.48484848484848486","0.48484848484848486","0.48484848484848486"
"117300","69","69","69","0.5454545454545454","0.5454545454545454","0.5454545454545454","69","69","69","0.6060606060606061","0.6060606060606061","0.6060606060606061","69","69","69","0.8787878787878788","0.8787878787878788","0.8787878787878788","69","69","69","0.8484848484848485","0.8484848484848485","0.8484848484848485","69","69","69","0.5151515151515151","0.5151515151515151","0.5151515151515151","69","69","69","0.8787878787878788","0.8787878787878788","0.8787878787878788","69","69","69","0.7272727272727272","0.7272727272727272","0.7272727272727272","69","69","69","0.8787878787878788","0.8787878787878788","0.8787878787878788","69","69","69","0.7575757575757575","0.7575757575757575","0.7575757575757575","69","69","69","0.8484848484848485","0.8484848484848485","0.8484848484848485"
"119000","70","70","70","0.6666666666666666","0.6666666666666666","0.6666666666666666","70","70","70","0.45454545454545453","0.45454545454545453","0.45454545454545453","70","70","70","0.5151515151515152","0.5151515151515152","0.5151515151515152","70","70","70","0.6060606060606061","0.6060606060606061","0.6060606060606061","70","70","70","0.7272727272727274","0.7272727272727274","0.7272727272727274","70","70","70","0.8181818181818182","0.8181818181818182","0.8181818181818182","70","70","70","0.8181818181818182","0.8181818181818182","0.8181818181818182","70","70","70","0.6666666666666666","0.6666666666666666","0.6666666666666666","70","70","70","0.6363636363636364","0.6363636363636364","0.6363636363636364","70","70","70","0.7575757575757575","0.7575757575757575","0.7575757575757575"
"120700","71","71","71","0.5454545454545455","0.5454545454545455","0.5454545454545455","71","71","71","0.5454545454545454","0.5454545454545454","0.5454545454545454","71","71","71","0.8181818181818182","0.8181818181818182","0.8181818181818182","71","71","71","0.6363636363636364","0.6363636363636364","0.6363636363636364","71","71","71","0.7272727272727272","0.7272727272727272","0.7272727272727272","71","71","71","0.8787878787878788","0.8787878787878788","0.8787878787878788","71","71","71","0.8484848484848485","0.8484848484848485","0.8484848484848485","71","71","71","0.3636363636363636","0.3636363636363636","0.3636363636363636","71","71","71","0.8484848484848485","0.8484848484848485","0.8484848484848485","71","71","71","0.7575757575757575","0.7575757575757575","0.7575757575757575"
"122400","72","72","72","0.7575757575757575","0.7575757575757575","0.7575757575757575","72","72","72","0.6969696969696969","0.6969696969696969","0.6969696969696969","72","72","72","0.6060606060606061","0.6060606060606061","0.6060606060606061","72","72","72","0.9090909090909091","0.9090909090909091","0.9090909090909091","72","72","72","0.6666666666666666","0.6666666666666666","0.6666666666666666","72","72","72","0.787878787878788","0.787878787878788","0.787878787878788","72","72","72","0.8181818181818182","0.8181818181818182","0.8181818181818182","72","72","72","0.787878787878788","0.787878787878788","0.787878787878788","72","72","72","0.7272727272727274","0.7272727272727274","0.7272727272727274","72","72","72","0.8787878787878788","0.8787878787878788","0.8787878787878788"
"124100","73","73","73","0.7575757575757575","0.7575757575757575","0.7575757575757575","73","73","73","0.8787878787878788","0.8787878787878788","0.8787878787878788","73","73","73","0.5454545454545455","0.5454545454545455","0.5454545454545455","73","73","73","0.6363636363636364","0.6363636363636364","0.6363636363636364","73","73","73","0.5757575757575758","0.5757575757575758","0.5757575757575758","73","73","73","0.6060606060606061","0.6060606060606061","0.6060606060606061","73","73","73","0.7272727272727272","0.7272727272727272","0.7272727272727272","73","73","73","0.8787878787878788","0.8787878787878788","0.8787878787878788","73","73","73","0.6060606060606061","0.6060606060606061","0.6060606060606061","73","73","73","0.6363636363636364","0.6363636363636364","0.6363636363636364"
"125800","74","74","74","0.7878787878787877","0.7878787878787877","0.7878787878787877","74","74","74","0.6363636363636364","0.6363636363636364","0.6363636363636364","74","74","74","0.6060606060606061","0.6060606060606061","0.6060606060606061","74","74","74","0.6666666666666666","0.6666666666666666","0.6666666666666666","74","74","74","0.7272727272727274","0.7272727272727274","0.7272727272727274","74","74","74","0.9090909090909091","0.9090909090909091","0.9090909090909091","74","74","74","0.7272727272727272","0.7272727272727272","0.7272727272727272","74","74","74","0.7272727272727272","0.7272727272727272","0.7272727272727272","74","74","74","0.7272727272727274","0.7272727272727274","0.7272727272727274","74","74","74","0.45454545454545453","0.45454545454545453","0.45454545454545453"
"127500","75","75","75","0.8181818181818182","0.8181818181818182","0.8181818181818182","75","75","75","0.7575757575757575","0.7575757575757575","0.7575757575757575","75","75","75","0.9090909090909091","0.9090909090909091","0.9090909090909091","75","75","75","0.787878787878788","0.787878787878788","0.787878787878788","75","75","75","0.8181818181818182","0.8181818181818182","0.8181818181818182","75","75","75","0.6969696969696969","0.6969696969696969","0.6969696969696969","75","75","75","0.6969696969696969","0.6969696969696969","0.6969696969696969","75","75","75","0.9090909090909091","0.9090909090909091","0.9090909090909091","75","75","75","0.787878787878788","0.787878787878788","0.787878787878788","75","75","75","0.787878787878788","0.787878787878788","0.787878787878788"
"129200","76","76","76","0.48484848484848486","0.48484848484848486","0.48484848484848486","76","76","76","0.8484848484848485","0.8484848484848485","0.8484848484848485","76","76","76","0.6969696969696969","0.6969696969696969","0.6969696969696969","76","76","76","0.5757575757575757","0.5757575757575757","0.5757575757575757","76","76","76","0.7272727272727274","0.7272727272727274","0.7272727272727274","76","76","76","0.8787878787878788","0.8787878787878788","0.8787878787878788","76","76","76","0.6666666666666666","0.6666666666666666","0.6666666666666666","76","76","76","0.8787878787878788","0.8787878787878788","0.8787878787878788","76","76","76","0.9090909090909091","0.9090909090909091","0.9090909090909091","76","76","76","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"130900","77","77","77","0.8484848484848485","0.8484848484848485","0.8484848484848485","77","77","77","0.6363636363636364","0.6363636363636364","0.6363636363636364","77","77","77","0.6969696969696969","0.6969696969696969","0.6969696969696969","77","77","77","0.8181818181818182","0.8181818181818182","0.8181818181818182","77","77","77","0.42424242424242425","0.42424242424242425","0.42424242424242425","77","77","77","0.9090909090909091","0.9090909090909091","0.9090909090909091","77","77","77","0.6969696969696969","0.6969696969696969","0.6969696969696969","77","77","77","0.7878787878787877","0.7878787878787877","0.7878787878787877","77","77","77","0.7575757575757577","0.7575757575757577","0.7575757575757577","77","77","77","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"132600","78","78","78","0.8787878787878788","0.8787878787878788","0.8787878787878788","78","78","78","0.6666666666666666","0.6666666666666666","0.6666666666666666","78","78","78","0.8787878787878788","0.8787878787878788","0.8787878787878788","78","78","78","0.8787878787878788","0.8787878787878788","0.8787878787878788","78","78","78","0.7575757575757575","0.7575757575757575","0.7575757575757575","78","78","78","0.8484848484848485","0.8484848484848485","0.8484848484848485","78","78","78","0.9090909090909091","0.9090909090909091","0.9090909090909091","78","78","78","0.787878787878788","0.787878787878788","0.787878787878788","78","78","78","0.8181818181818182","0.8181818181818182","0.8181818181818182","78","78","78","0.45454545454545453","0.45454545454545453","0.45454545454545453"
"134300","79","79","79","0.6969696969696969","0.6969696969696969","0.6969696969696969","79","79","79","0.6666666666666666","0.6666666666666666","0.6666666666666666","79","79","79","0.8787878787878788","0.8787878787878788","0.8787878787878788","79","79","79","0.8787878787878788","0.8787878787878788","0.8787878787878788","79","79","79","0.9090909090909091","0.9090909090909091","0.9090909090909091","79","79","79","0.393939393939394","0.393939393939394","0.393939393939394","79","79","79","0.7272727272727272","0.7272727272727272","0.7272727272727272","79","79","79","0.8181818181818182","0.8181818181818182","0.8181818181818182","79","79","79","0.6969696969696969","0.6969696969696969","0.6969696969696969","79","79","79","0.6969696969696969","0.6969696969696969","0.6969696969696969"
"136000","80","80","80","0.7272727272727272","0.7272727272727272","0.7272727272727272","80","80","80","0.8181818181818182","0.8181818181818182","0.8181818181818182","80","80","80","0.6969696969696969","0.6969696969696969","0.6969696969696969","80","80","80","0.6666666666666666","0.6666666666666666","0.6666666666666666","80","80","80","0.6666666666666666","0.6666666666666666","0.6666666666666666","80","80","80","0.9090909090909091","0.9090909090909091","0.9090909090909091","80","80","80","0.9090909090909091","0.9090909090909091","0.9090909090909091","80","80","80","0.6969696969696969","0.6969696969696969","0.6969696969696969","80","80","80","0.8181818181818182","0.8181818181818182","0.8181818181818182","80","80","80","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"137700","81","81","81","0.5757575757575757","0.5757575757575757","0.5757575757575757","81","81","81","0.787878787878788","0.787878787878788","0.787878787878788","81","81","81","0.8787878787878788","0.8787878787878788","0.8787878787878788","81","81","81","0.7575757575757575","0.7575757575757575","0.7575757575757575","81","81","81","0.8484848484848485","0.8484848484848485","0.8484848484848485","81","81","81","0.787878787878788","0.787878787878788","0.787878787878788","81","81","81","0.7575757575757575","0.7575757575757575","0.7575757575757575","81","81","81","0.9090909090909091","0.9090909090909091","0.9090909090909091","81","81","81","0.8484848484848485","0.8484848484848485","0.8484848484848485","81","81","81","0.2727272727272727","0.2727272727272727","0.2727272727272727"
"139400","82","82","82","0.7272727272727272","0.7272727272727272","0.7272727272727272","82","82","82","0.8787878787878788","0.8787878787878788","0.8787878787878788","82","82","82","0.7575757575757575","0.7575757575757575","0.7575757575757575","82","82","82","0.9090909090909091","0.9090909090909091","0.9090909090909091","82","82","82","0.8787878787878788","0.8787878787878788","0.8787878787878788","82","82","82","0.7575757575757575","0.7575757575757575","0.7575757575757575","82","82","82","0.8484848484848485","0.8484848484848485","0.8484848484848485","82","82","82","0.9090909090909091","0.9090909090909091","0.9090909090909091","82","82","82","0.787878787878788","0.787878787878788","0.787878787878788","82","82","82","0.6969696969696969","0.6969696969696969","0.6969696969696969"
"141100","83","83","83","0.7272727272727272","0.7272727272727272","0.7272727272727272","83","83","83","0.7575757575757575","0.7575757575757575","0.7575757575757575","83","83","83","0.6363636363636364","0.6363636363636364","0.6363636363636364","83","83","83","0.6969696969696969","0.6969696969696969","0.6969696969696969","83","83","83","0.9090909090909091","0.9090909090909091","0.9090909090909091","83","83","83","0.6969696969696969","0.6969696969696969","0.6969696969696969","83","83","83","0.4242424242424243","0.4242424242424243","0.4242424242424243","83","83","83","0.9090909090909091","0.9090909090909091","0.9090909090909091","83","83","83","0.8787878787878788","0.8787878787878788","0.8787878787878788","83","83","83","0.8484848484848485","0.8484848484848485","0.8484848484848485"
"142800","84","84","84","0.8181818181818182","0.8181818181818182","0.8181818181818182","84","84","84","0.7272727272727272","0.7272727272727272","0.7272727272727272","84","84","84","0.7575757575757577","0.7575757575757577","0.7575757575757577","84","84","84","0.8787878787878788","0.8787878787878788","0.8787878787878788","84","84","84","0.9090909090909091","0.9090909090909091","0.9090909090909091","84","84","84","0.8787878787878788","0.8787878787878788","0.8787878787878788","84","84","84","0.8181818181818182","0.8181818181818182","0.8181818181818182","84","84","84","0.6666666666666666","0.6666666666666666","0.6666666666666666","84","84","84","0.8787878787878788","0.8787878787878788","0.8787878787878788","84","84","84","0.787878787878788","0.787878787878788","0.787878787878788"
"144500","85","85","85","0.7272727272727272","0.7272727272727272","0.7272727272727272","85","85","85","0.8484848484848485","0.8484848484848485","0.8484848484848485","85","85","85","0.6969696969696969","0.6969696969696969","0.6969696969696969","85","85","85","0.8181818181818182","0.8181818181818182","0.8181818181818182","85","85","85","0.9090909090909091","0.9090909090909091","0.9090909090909091","85","85","85","0.9090909090909091","0.9090909090909091","0.9090909090909091","85","85","85","0.8787878787878788","0.8787878787878788","0.8787878787878788","85","85","85","0.8787878787878788","0.8787878787878788","0.8787878787878788","85","85","85","0.9090909090909091","0.9090909090909091","0.9090909090909091","85","85","85","0.6969696969696969","0.6969696969696969","0.6969696969696969"
"146200","86","86","86","0.9090909090909091","0.9090909090909091","0.9090909090909091","86","86","86","0.8787878787878788","0.8787878787878788","0.8787878787878788","86","86","86","0.8787878787878788","0.8787878787878788","0.8787878787878788","86","86","86","0.6666666666666666","0.6666666666666666","0.6666666666666666","86","86","86","0.3333333333333333","0.3333333333333333","0.3333333333333333","86","86","86","0.5454545454545454","0.5454545454545454","0.5454545454545454","86","86","86","0.9090909090909091","0.9090909090909091","0.9090909090909091","86","86","86","0.7575757575757575","0.7575757575757575","0.7575757575757575","86","86","86","0.6969696969696969","0.6969696969696969","0.6969696969696969","86","86","86","0.8484848484848485","0.8484848484848485","0.8484848484848485"
"147900","87","87","87","0.8787878787878788","0.8787878787878788","0.8787878787878788","87","87","87","0.7575757575757575","0.7575757575757575","0.7575757575757575","87","87","87","0.9090909090909091","0.9090909090909091","0.9090909090909091","87","87","87","0.787878787878788","0.787878787878788","0.787878787878788","87","87","87","0.7575757575757575","0.7575757575757575","0.7575757575757575","87","87","87","0.6363636363636364","0.6363636363636364","0.6363636363636364","87","87","87","0.787878787878788","0.787878787878788","0.787878787878788","87","87","87","0.6969696969696969","0.6969696969696969","0.6969696969696969","87","87","87","0.8787878787878788","0.8787878787878788","0.8787878787878788","87","87","87","0.8787878787878788","0.8787878787878788","0.8787878787878788"
"149600","88","88","88","0.6666666666666666","0.6666666666666666","0.6666666666666666","88","88","88","0.8181818181818182","0.8181818181818182","0.8181818181818182","88","88","88","0.5757575757575758","0.5757575757575758","0.5757575757575758","88","88","88","0.8787878787878788","0.8787878787878788","0.8787878787878788","88","88","88","0.9090909090909091","0.9090909090909091","0.9090909090909091","88","88","88","0.9090909090909091","0.9090909090909091","0.9090909090909091","88","88","88","0.9090909090909091","0.9090909090909091","0.9090909090909091","88","88","88","0.7272727272727272","0.7272727272727272","0.7272727272727272","88","88","88","0.8181818181818182","0.8181818181818182","0.8181818181818182","88","88","88","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"151300","89","89","89","0.9090909090909091","0.9090909090909091","0.9090909090909091","89","89","89","0.7878787878787877","0.7878787878787877","0.7878787878787877","89","89","89","0.9090909090909091","0.9090909090909091","0.9090909090909091","89","89","89","0.7272727272727272","0.7272727272727272","0.7272727272727272","89","89","89","0.7575757575757575","0.7575757575757575","0.7575757575757575","89","89","89","0.9090909090909091","0.9090909090909091","0.9090909090909091","89","89","89","0.7272727272727272","0.7272727272727272","0.7272727272727272","89","89","89","0.8787878787878788","0.8787878787878788","0.8787878787878788","89","89","89","0.5757575757575758","0.5757575757575758","0.5757575757575758","89","89","89","0.8484848484848485","0.8484848484848485","0.8484848484848485"
"153000","90","90","90","0.9090909090909091","0.9090909090909091","0.9090909090909091","90","90","90","0.9090909090909091","0.9090909090909091","0.9090909090909091","90","90","90","0.7575757575757575","0.7575757575757575","0.7575757575757575","90","90","90","0.4545454545454546","0.4545454545454546","0.4545454545454546","90","90","90","0.6666666666666666","0.6666666666666666","0.6666666666666666","90","90","90","0.8787878787878788","0.8787878787878788","0.8787878787878788","90","90","90","0.8484848484848485","0.8484848484848485","0.8484848484848485","90","90","90","0.8484848484848485","0.8484848484848485","0.8484848484848485","90","90","90","0.8181818181818182","0.8181818181818182","0.8181818181818182","90","90","90","0.8484848484848485","0.8484848484848485","0.8484848484848485"
"154700","91","91","91","0.8787878787878788","0.8787878787878788","0.8787878787878788","91","91","91","0.7575757575757575","0.7575757575757575","0.7575757575757575","91","91","91","0.8787878787878788","0.8787878787878788","0.8787878787878788","91","91","91","0.6363636363636364","0.6363636363636364","0.6363636363636364","91","91","91","0.6969696969696969","0.6969696969696969","0.6969696969696969","91","91","91","0.8181818181818182","0.8181818181818182","0.8181818181818182","91","91","91","0.8787878787878788","0.8787878787878788","0.8787878787878788","91","91","91","0.7575757575757575","0.7575757575757575","0.7575757575757575","91","91","91","0.9090909090909091","0.9090909090909091","0.9090909090909091","91","91","91","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"156400","92","92","92","0.8787878787878788","0.8787878787878788","0.8787878787878788","92","92","92","0.9090909090909091","0.9090909090909091","0.9090909090909091","92","92","92","0.787878787878788","0.787878787878788","0.787878787878788","92","92","92","0.787878787878788","0.787878787878788","0.787878787878788","92","92","92","0.8787878787878788","0.8787878787878788","0.8787878787878788","92","92","92","0.5454545454545454","0.5454545454545454","0.5454545454545454","92","92","92","0.5757575757575758","0.5757575757575758","0.5757575757575758","92","92","92","0.8484848484848485","0.8484848484848485","0.8484848484848485","92","92","92","0.9090909090909091","0.9090909090909091","0.9090909090909091","92","92","92","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"158100","93","93","93","0.6060606060606061","0.6060606060606061","0.6060606060606061","93","93","93","0.7272727272727272","0.7272727272727272","0.7272727272727272","93","93","93","0.7575757575757575","0.7575757575757575","0.7575757575757575","93","93","93","0.7272727272727272","0.7272727272727272","0.7272727272727272","93","93","93","0.8787878787878788","0.8787878787878788","0.8787878787878788","93","93","93","0.7272727272727272","0.7272727272727272","0.7272727272727272","93","93","93","0.9090909090909091","0.9090909090909091","0.9090909090909091","93","93","93","0.8787878787878788","0.8787878787878788","0.8787878787878788","93","93","93","0.6666666666666666","0.6666666666666666","0.6666666666666666","93","93","93","0.9090909090909091","0.9090909090909091","0.9090909090909091"
