"time_steps","peach-sweep-10 - _step","peach-sweep-10 - _step__MIN","peach-sweep-10 - _step__MAX","peach-sweep-10 - episode_waypoints_percent_mean","peach-sweep-10 - episode_waypoints_percent_mean__MIN","peach-sweep-10 - episode_waypoints_percent_mean__MAX","exalted-sweep-9 - _step","exalted-sweep-9 - _step__MIN","exalted-sweep-9 - _step__MAX","exalted-sweep-9 - episode_waypoints_percent_mean","exalted-sweep-9 - episode_waypoints_percent_mean__MIN","exalted-sweep-9 - episode_waypoints_percent_mean__MAX","balmy-sweep-8 - _step","balmy-sweep-8 - _step__MIN","balmy-sweep-8 - _step__MAX","balmy-sweep-8 - episode_waypoints_percent_mean","balmy-sweep-8 - episode_waypoints_percent_mean__MIN","balmy-sweep-8 - episode_waypoints_percent_mean__MAX","still-sweep-7 - _step","still-sweep-7 - _step__MIN","still-sweep-7 - _step__MAX","still-sweep-7 - episode_waypoints_percent_mean","still-sweep-7 - episode_waypoints_percent_mean__MIN","still-sweep-7 - episode_waypoints_percent_mean__MAX","graceful-sweep-6 - _step","graceful-sweep-6 - _step__MIN","graceful-sweep-6 - _step__MAX","graceful-sweep-6 - episode_waypoints_percent_mean","graceful-sweep-6 - episode_waypoints_percent_mean__MIN","graceful-sweep-6 - episode_waypoints_percent_mean__MAX","lively-sweep-5 - _step","lively-sweep-5 - _step__MIN","lively-sweep-5 - _step__MAX","lively-sweep-5 - episode_waypoints_percent_mean","lively-sweep-5 - episode_waypoints_percent_mean__MIN","lively-sweep-5 - episode_waypoints_percent_mean__MAX","astral-sweep-4 - _step","astral-sweep-4 - _step__MIN","astral-sweep-4 - _step__MAX","astral-sweep-4 - episode_waypoints_percent_mean","astral-sweep-4 - episode_waypoints_percent_mean__MIN","astral-sweep-4 - episode_waypoints_percent_mean__MAX","light-sweep-3 - _step","light-sweep-3 - _step__MIN","light-sweep-3 - _step__MAX","light-sweep-3 - episode_waypoints_percent_mean","light-sweep-3 - episode_waypoints_percent_mean__MIN","light-sweep-3 - episode_waypoints_percent_mean__MAX","eternal-sweep-2 - _step","eternal-sweep-2 - _step__MIN","eternal-sweep-2 - _step__MAX","eternal-sweep-2 - episode_waypoints_percent_mean","eternal-sweep-2 - episode_waypoints_percent_mean__MIN","eternal-sweep-2 - episode_waypoints_percent_mean__MAX","hardy-sweep-1 - _step","hardy-sweep-1 - _step__MIN","hardy-sweep-1 - _step__MAX","hardy-sweep-1 - episode_waypoints_percent_mean","hardy-sweep-1 - episode_waypoints_percent_mean__MIN","hardy-sweep-1 - episode_waypoints_percent_mean__MAX"
"114500","5725","5725","5725","0.8218181818181819","0.8218181818181819","0.8218181818181819","5725","5725","5725","0.8254545454545454","0.8254545454545454","0.8254545454545454","5725","5725","5725","0.7854545454545455","0.7854545454545455","0.7854545454545455","5725","5725","5725","0.7963636363636364","0.7963636363636364","0.7963636363636364","5725","5725","5725","0.8181818181818182","0.8181818181818182","0.8181818181818182","5725","5725","5725","0.8109090909090909","0.8109090909090909","0.8109090909090909","5725","5725","5725","0.7854545454545455","0.7854545454545455","0.7854545454545455","5725","5725","5725","0.8218181818181818","0.8218181818181818","0.8218181818181818","5725","5725","5725","0.7818181818181819","0.7818181818181819","0.7818181818181819","5725","5725","5725","0.8363636363636364","0.8363636363636364","0.8363636363636364"
"115000","5750","5750","5750","0.8000000000000002","0.8000000000000002","0.8000000000000002","5750","5750","5750","0.8254545454545454","0.8254545454545454","0.8254545454545454","5750","5750","5750","0.7818181818181819","0.7818181818181819","0.7818181818181819","5750","5750","5750","0.8290909090909091","0.8290909090909091","0.8290909090909091","5750","5750","5750","0.8327272727272728","0.8327272727272728","0.8327272727272728","5750","5750","5750","0.8181818181818182","0.8181818181818182","0.8181818181818182","5750","5750","5750","0.7818181818181817","0.7818181818181817","0.7818181818181817","5750","5750","5750","0.8290909090909092","0.8290909090909092","0.8290909090909092","5750","5750","5750","0.8181818181818182","0.8181818181818182","0.8181818181818182","5750","5750","5750","0.8036363636363636","0.8036363636363636","0.8036363636363636"
"115500","5775","5775","5775","0.770909090909091","0.770909090909091","0.770909090909091","5775","5775","5775","0.8327272727272726","0.8327272727272726","0.8327272727272726","5775","5775","5775","0.7927272727272726","0.7927272727272726","0.7927272727272726","5775","5775","5775","0.8254545454545454","0.8254545454545454","0.8254545454545454","5775","5775","5775","0.8218181818181819","0.8218181818181819","0.8218181818181819","5775","5775","5775","0.8072727272727271","0.8072727272727271","0.8072727272727271","5775","5775","5775","0.7781818181818183","0.7781818181818183","0.7781818181818183","5775","5775","5775","0.7963636363636364","0.7963636363636364","0.7963636363636364","5775","5775","5775","0.8254545454545454","0.8254545454545454","0.8254545454545454","5775","5775","5775","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"116000","5800","5800","5800","0.7890909090909092","0.7890909090909092","0.7890909090909092","5800","5800","5800","0.8436363636363636","0.8436363636363636","0.8436363636363636","5800","5800","5800","0.8363636363636364","0.8363636363636364","0.8363636363636364","5800","5800","5800","0.8145454545454546","0.8145454545454546","0.8145454545454546","5800","5800","5800","0.8000000000000002","0.8000000000000002","0.8000000000000002","5800","5800","5800","0.8218181818181818","0.8218181818181818","0.8218181818181818","5800","5800","5800","0.7890909090909091","0.7890909090909091","0.7890909090909091","5800","5800","5800","0.8254545454545454","0.8254545454545454","0.8254545454545454","5800","5800","5800","0.8363636363636364","0.8363636363636364","0.8363636363636364","5800","5800","5800","0.8472727272727273","0.8472727272727273","0.8472727272727273"
"116500","5825","5825","5825","0.8072727272727274","0.8072727272727274","0.8072727272727274","5825","5825","5825","0.8618181818181817","0.8618181818181817","0.8618181818181817","5825","5825","5825","0.8109090909090908","0.8109090909090908","0.8109090909090908","5825","5825","5825","0.8181818181818182","0.8181818181818182","0.8181818181818182","5825","5825","5825","0.8254545454545454","0.8254545454545454","0.8254545454545454","5825","5825","5825","0.8290909090909091","0.8290909090909091","0.8290909090909091","5825","5825","5825","0.7963636363636364","0.7963636363636364","0.7963636363636364","5825","5825","5825","0.8290909090909092","0.8290909090909092","0.8290909090909092","5825","5825","5825","0.8109090909090909","0.8109090909090909","0.8109090909090909","5825","5825","5825","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"117000","5850","5850","5850","0.8327272727272726","0.8327272727272726","0.8327272727272726","5850","5850","5850","0.8509090909090908","0.8509090909090908","0.8509090909090908","5850","5850","5850","0.8145454545454546","0.8145454545454546","0.8145454545454546","5850","5850","5850","0.8327272727272726","0.8327272727272726","0.8327272727272726","5850","5850","5850","0.8254545454545454","0.8254545454545454","0.8254545454545454","5850","5850","5850","0.8290909090909091","0.8290909090909091","0.8290909090909091","5850","5850","5850","0.8","0.8","0.8","5850","5850","5850","0.8181818181818182","0.8181818181818182","0.8181818181818182","5850","5850","5850","0.8109090909090909","0.8109090909090909","0.8109090909090909","5850","5850","5850","0.7963636363636363","0.7963636363636363","0.7963636363636363"
"117500","5875","5875","5875","0.8290909090909091","0.8290909090909091","0.8290909090909091","5875","5875","5875","0.8109090909090908","0.8109090909090908","0.8109090909090908","5875","5875","5875","0.8145454545454546","0.8145454545454546","0.8145454545454546","5875","5875","5875","0.8290909090909092","0.8290909090909092","0.8290909090909092","5875","5875","5875","0.8327272727272726","0.8327272727272726","0.8327272727272726","5875","5875","5875","0.8145454545454544","0.8145454545454544","0.8145454545454544","5875","5875","5875","0.8145454545454546","0.8145454545454546","0.8145454545454546","5875","5875","5875","0.8436363636363636","0.8436363636363636","0.8436363636363636","5875","5875","5875","0.8290909090909091","0.8290909090909091","0.8290909090909091","5875","5875","5875","0.7963636363636364","0.7963636363636364","0.7963636363636364"
"118000","5900","5900","5900","0.8472727272727272","0.8472727272727272","0.8472727272727272","5900","5900","5900","0.8000000000000002","0.8000000000000002","0.8000000000000002","5900","5900","5900","0.8036363636363636","0.8036363636363636","0.8036363636363636","5900","5900","5900","0.8436363636363636","0.8436363636363636","0.8436363636363636","5900","5900","5900","0.8145454545454546","0.8145454545454546","0.8145454545454546","5900","5900","5900","0.8072727272727271","0.8072727272727271","0.8072727272727271","5900","5900","5900","0.8181818181818182","0.8181818181818182","0.8181818181818182","5900","5900","5900","0.8363636363636364","0.8363636363636364","0.8363636363636364","5900","5900","5900","0.8254545454545454","0.8254545454545454","0.8254545454545454","5900","5900","5900","0.7927272727272726","0.7927272727272726","0.7927272727272726"
"118500","5925","5925","5925","0.84","0.84","0.84","5925","5925","5925","0.8072727272727274","0.8072727272727274","0.8072727272727274","5925","5925","5925","0.8218181818181818","0.8218181818181818","0.8218181818181818","5925","5925","5925","0.8436363636363636","0.8436363636363636","0.8436363636363636","5925","5925","5925","0.8072727272727274","0.8072727272727274","0.8072727272727274","5925","5925","5925","0.84","0.84","0.84","5925","5925","5925","0.8254545454545454","0.8254545454545454","0.8254545454545454","5925","5925","5925","0.8072727272727274","0.8072727272727274","0.8072727272727274","5925","5925","5925","0.8181818181818182","0.8181818181818182","0.8181818181818182","5925","5925","5925","0.8","0.8","0.8"
"119000","5950","5950","5950","0.8436363636363636","0.8436363636363636","0.8436363636363636","5950","5950","5950","0.8181818181818182","0.8181818181818182","0.8181818181818182","5950","5950","5950","0.8327272727272726","0.8327272727272726","0.8327272727272726","5950","5950","5950","0.8363636363636364","0.8363636363636364","0.8363636363636364","5950","5950","5950","0.8036363636363636","0.8036363636363636","0.8036363636363636","5950","5950","5950","0.8254545454545454","0.8254545454545454","0.8254545454545454","5950","5950","5950","0.8036363636363636","0.8036363636363636","0.8036363636363636","5950","5950","5950","0.8145454545454544","0.8145454545454544","0.8145454545454544","5950","5950","5950","0.7781818181818183","0.7781818181818183","0.7781818181818183","5950","5950","5950","0.8000000000000002","0.8000000000000002","0.8000000000000002"
"119500","5975","5975","5975","0.8472727272727272","0.8472727272727272","0.8472727272727272","5975","5975","5975","0.8290909090909091","0.8290909090909091","0.8290909090909091","5975","5975","5975","0.8145454545454546","0.8145454545454546","0.8145454545454546","5975","5975","5975","0.84","0.84","0.84","5975","5975","5975","0.8218181818181819","0.8218181818181819","0.8218181818181819","5975","5975","5975","0.7854545454545455","0.7854545454545455","0.7854545454545455","5975","5975","5975","0.7963636363636364","0.7963636363636364","0.7963636363636364","5975","5975","5975","0.8327272727272726","0.8327272727272726","0.8327272727272726","5975","5975","5975","0.7963636363636364","0.7963636363636364","0.7963636363636364","5975","5975","5975","0.7636363636363636","0.7636363636363636","0.7636363636363636"
"120500","6025","6025","6025","0.8472727272727272","0.8472727272727272","0.8472727272727272","6025","6025","6025","0.8654545454545455","0.8654545454545455","0.8654545454545455","6025","6025","6025","0.8072727272727274","0.8072727272727274","0.8072727272727274","6025","6025","6025","0.8181818181818181","0.8181818181818181","0.8181818181818181","6025","6025","6025","0.8218181818181819","0.8218181818181819","0.8218181818181819","6025","6025","6025","0.8254545454545454","0.8254545454545454","0.8254545454545454","6025","6025","6025","0.8181818181818181","0.8181818181818181","0.8181818181818181","6025","6025","6025","0.8436363636363636","0.8436363636363636","0.8436363636363636","6025","6025","6025","0.8072727272727274","0.8072727272727274","0.8072727272727274","6025","6025","6025","0.8072727272727271","0.8072727272727271","0.8072727272727271"
"121000","6050","6050","6050","0.8436363636363636","0.8436363636363636","0.8436363636363636","6050","6050","6050","0.8436363636363636","0.8436363636363636","0.8436363636363636","6050","6050","6050","0.8400000000000002","0.8400000000000002","0.8400000000000002","6050","6050","6050","0.8363636363636363","0.8363636363636363","0.8363636363636363","6050","6050","6050","0.850909090909091","0.850909090909091","0.850909090909091","6050","6050","6050","0.7963636363636364","0.7963636363636364","0.7963636363636364","6050","6050","6050","0.8145454545454546","0.8145454545454546","0.8145454545454546","6050","6050","6050","0.8109090909090909","0.8109090909090909","0.8109090909090909","6050","6050","6050","0.8145454545454546","0.8145454545454546","0.8145454545454546","6050","6050","6050","0.8290909090909091","0.8290909090909091","0.8290909090909091"
"121500","6075","6075","6075","0.8181818181818182","0.8181818181818182","0.8181818181818182","6075","6075","6075","0.8109090909090908","0.8109090909090908","0.8109090909090908","6075","6075","6075","0.8327272727272726","0.8327272727272726","0.8327272727272726","6075","6075","6075","0.8654545454545455","0.8654545454545455","0.8654545454545455","6075","6075","6075","0.8436363636363636","0.8436363636363636","0.8436363636363636","6075","6075","6075","0.7454545454545455","0.7454545454545455","0.7454545454545455","6075","6075","6075","0.8327272727272726","0.8327272727272726","0.8327272727272726","6075","6075","6075","0.8254545454545454","0.8254545454545454","0.8254545454545454","6075","6075","6075","0.7927272727272726","0.7927272727272726","0.7927272727272726","6075","6075","6075","0.8036363636363636","0.8036363636363636","0.8036363636363636"
"122000","6100","6100","6100","0.8181818181818181","0.8181818181818181","0.8181818181818181","6100","6100","6100","0.8254545454545454","0.8254545454545454","0.8254545454545454","6100","6100","6100","0.8363636363636364","0.8363636363636364","0.8363636363636364","6100","6100","6100","0.8181818181818181","0.8181818181818181","0.8181818181818181","6100","6100","6100","0.8472727272727273","0.8472727272727273","0.8472727272727273","6100","6100","6100","0.7963636363636364","0.7963636363636364","0.7963636363636364","6100","6100","6100","0.8399999999999999","0.8399999999999999","0.8399999999999999","6100","6100","6100","0.8181818181818181","0.8181818181818181","0.8181818181818181","6100","6100","6100","0.7927272727272726","0.7927272727272726","0.7927272727272726","6100","6100","6100","0.76","0.76","0.76"
"122500","6125","6125","6125","0.8327272727272728","0.8327272727272728","0.8327272727272728","6125","6125","6125","0.8181818181818181","0.8181818181818181","0.8181818181818181","6125","6125","6125","0.8327272727272726","0.8327272727272726","0.8327272727272726","6125","6125","6125","0.7963636363636364","0.7963636363636364","0.7963636363636364","6125","6125","6125","0.8327272727272728","0.8327272727272728","0.8327272727272728","6125","6125","6125","0.7999999999999998","0.7999999999999998","0.7999999999999998","6125","6125","6125","0.8181818181818181","0.8181818181818181","0.8181818181818181","6125","6125","6125","0.8218181818181818","0.8218181818181818","0.8218181818181818","6125","6125","6125","0.8218181818181819","0.8218181818181819","0.8218181818181819","6125","6125","6125","0.7963636363636364","0.7963636363636364","0.7963636363636364"
"123000","6150","6150","6150","0.850909090909091","0.850909090909091","0.850909090909091","6150","6150","6150","0.8109090909090909","0.8109090909090909","0.8109090909090909","6150","6150","6150","0.8072727272727274","0.8072727272727274","0.8072727272727274","6150","6150","6150","0.850909090909091","0.850909090909091","0.850909090909091","6150","6150","6150","0.8145454545454546","0.8145454545454546","0.8145454545454546","6150","6150","6150","0.8254545454545454","0.8254545454545454","0.8254545454545454","6150","6150","6150","0.8290909090909091","0.8290909090909091","0.8290909090909091","6150","6150","6150","0.8181818181818181","0.8181818181818181","0.8181818181818181","6150","6150","6150","0.8072727272727271","0.8072727272727271","0.8072727272727271","6150","6150","6150","0.8472727272727273","0.8472727272727273","0.8472727272727273"
"123500","6175","6175","6175","0.8472727272727272","0.8472727272727272","0.8472727272727272","6175","6175","6175","0.8436363636363636","0.8436363636363636","0.8436363636363636","6175","6175","6175","0.7927272727272726","0.7927272727272726","0.7927272727272726","6175","6175","6175","0.8327272727272728","0.8327272727272728","0.8327272727272728","6175","6175","6175","0.8036363636363636","0.8036363636363636","0.8036363636363636","6175","6175","6175","0.8145454545454546","0.8145454545454546","0.8145454545454546","6175","6175","6175","0.8363636363636364","0.8363636363636364","0.8363636363636364","6175","6175","6175","0.850909090909091","0.850909090909091","0.850909090909091","6175","6175","6175","0.8109090909090909","0.8109090909090909","0.8109090909090909","6175","6175","6175","0.850909090909091","0.850909090909091","0.850909090909091"
"124000","6200","6200","6200","0.8218181818181819","0.8218181818181819","0.8218181818181819","6200","6200","6200","0.8472727272727273","0.8472727272727273","0.8472727272727273","6200","6200","6200","0.8036363636363637","0.8036363636363637","0.8036363636363637","6200","6200","6200","0.8472727272727273","0.8472727272727273","0.8472727272727273","6200","6200","6200","0.8072727272727274","0.8072727272727274","0.8072727272727274","6200","6200","6200","0.8145454545454546","0.8145454545454546","0.8145454545454546","6200","6200","6200","0.8036363636363636","0.8036363636363636","0.8036363636363636","6200","6200","6200","0.869090909090909","0.869090909090909","0.869090909090909","6200","6200","6200","0.84","0.84","0.84","6200","6200","6200","0.8400000000000002","0.8400000000000002","0.8400000000000002"
"124500","6225","6225","6225","0.7963636363636364","0.7963636363636364","0.7963636363636364","6225","6225","6225","0.8181818181818182","0.8181818181818182","0.8181818181818182","6225","6225","6225","0.8327272727272728","0.8327272727272728","0.8327272727272728","6225","6225","6225","0.8545454545454545","0.8545454545454545","0.8545454545454545","6225","6225","6225","0.8072727272727274","0.8072727272727274","0.8072727272727274","6225","6225","6225","0.8290909090909091","0.8290909090909091","0.8290909090909091","6225","6225","6225","0.8181818181818181","0.8181818181818181","0.8181818181818181","6225","6225","6225","0.8436363636363637","0.8436363636363637","0.8436363636363637","6225","6225","6225","0.8254545454545454","0.8254545454545454","0.8254545454545454","6225","6225","6225","0.8254545454545454","0.8254545454545454","0.8254545454545454"
"125000","6250","6250","6250","0.8036363636363636","0.8036363636363636","0.8036363636363636","6250","6250","6250","0.7963636363636364","0.7963636363636364","0.7963636363636364","6250","6250","6250","0.84","0.84","0.84","6250","6250","6250","0.8763636363636365","0.8763636363636365","0.8763636363636365","6250","6250","6250","0.8","0.8","0.8","6250","6250","6250","0.8218181818181819","0.8218181818181819","0.8218181818181819","6250","6250","6250","0.8472727272727272","0.8472727272727272","0.8472727272727272","6250","6250","6250","0.8109090909090909","0.8109090909090909","0.8109090909090909","6250","6250","6250","0.8036363636363637","0.8036363636363637","0.8036363636363637","6250","6250","6250","0.8072727272727271","0.8072727272727271","0.8072727272727271"
"125500","6275","6275","6275","0.7890909090909091","0.7890909090909091","0.7890909090909091","6275","6275","6275","0.8145454545454546","0.8145454545454546","0.8145454545454546","6275","6275","6275","0.8072727272727271","0.8072727272727271","0.8072727272727271","6275","6275","6275","0.8545454545454545","0.8545454545454545","0.8545454545454545","6275","6275","6275","0.8072727272727271","0.8072727272727271","0.8072727272727271","6275","6275","6275","0.8290909090909091","0.8290909090909091","0.8290909090909091","6275","6275","6275","0.8072727272727274","0.8072727272727274","0.8072727272727274","6275","6275","6275","0.8109090909090909","0.8109090909090909","0.8109090909090909","6275","6275","6275","0.7672727272727272","0.7672727272727272","0.7672727272727272","6275","6275","6275","0.8036363636363636","0.8036363636363636","0.8036363636363636"
"126000","6300","6300","6300","0.8","0.8","0.8","6300","6300","6300","0.8436363636363636","0.8436363636363636","0.8436363636363636","6300","6300","6300","0.8254545454545454","0.8254545454545454","0.8254545454545454","6300","6300","6300","0.8618181818181817","0.8618181818181817","0.8618181818181817","6300","6300","6300","0.8327272727272726","0.8327272727272726","0.8327272727272726","6300","6300","6300","0.8618181818181818","0.8618181818181818","0.8618181818181818","6300","6300","6300","0.7781818181818183","0.7781818181818183","0.7781818181818183","6300","6300","6300","0.8181818181818181","0.8181818181818181","0.8181818181818181","6300","6300","6300","0.789090909090909","0.789090909090909","0.789090909090909","6300","6300","6300","0.8181818181818181","0.8181818181818181","0.8181818181818181"
"126500","6325","6325","6325","0.8145454545454546","0.8145454545454546","0.8145454545454546","6325","6325","6325","0.8254545454545454","0.8254545454545454","0.8254545454545454","6325","6325","6325","0.8254545454545454","0.8254545454545454","0.8254545454545454","6325","6325","6325","0.8436363636363636","0.8436363636363636","0.8436363636363636","6325","6325","6325","0.8109090909090909","0.8109090909090909","0.8109090909090909","6325","6325","6325","0.8545454545454545","0.8545454545454545","0.8545454545454545","6325","6325","6325","0.770909090909091","0.770909090909091","0.770909090909091","6325","6325","6325","0.8254545454545454","0.8254545454545454","0.8254545454545454","6325","6325","6325","0.8363636363636364","0.8363636363636364","0.8363636363636364","6325","6325","6325","0.8145454545454546","0.8145454545454546","0.8145454545454546"
"127000","6350","6350","6350","0.8218181818181819","0.8218181818181819","0.8218181818181819","6350","6350","6350","0.8218181818181819","0.8218181818181819","0.8218181818181819","6350","6350","6350","0.8363636363636364","0.8363636363636364","0.8363636363636364","6350","6350","6350","0.8181818181818181","0.8181818181818181","0.8181818181818181","6350","6350","6350","0.7818181818181817","0.7818181818181817","0.7818181818181817","6350","6350","6350","0.8618181818181818","0.8618181818181818","0.8618181818181818","6350","6350","6350","0.8109090909090908","0.8109090909090908","0.8109090909090908","6350","6350","6350","0.8254545454545454","0.8254545454545454","0.8254545454545454","6350","6350","6350","0.8363636363636364","0.8363636363636364","0.8363636363636364","6350","6350","6350","0.7818181818181819","0.7818181818181819","0.7818181818181819"
"127500","6375","6375","6375","0.7963636363636364","0.7963636363636364","0.7963636363636364","6375","6375","6375","0.8218181818181818","0.8218181818181818","0.8218181818181818","6375","6375","6375","0.8290909090909092","0.8290909090909092","0.8290909090909092","6375","6375","6375","0.8072727272727271","0.8072727272727271","0.8072727272727271","6375","6375","6375","0.7745454545454545","0.7745454545454545","0.7745454545454545","6375","6375","6375","0.8436363636363636","0.8436363636363636","0.8436363636363636","6375","6375","6375","0.8254545454545454","0.8254545454545454","0.8254545454545454","6375","6375","6375","0.8436363636363636","0.8436363636363636","0.8436363636363636","6375","6375","6375","0.8290909090909092","0.8290909090909092","0.8290909090909092","6375","6375","6375","0.7927272727272726","0.7927272727272726","0.7927272727272726"
"128000","6400","6400","6400","0.8290909090909089","0.8290909090909089","0.8290909090909089","6400","6400","6400","0.8145454545454546","0.8145454545454546","0.8145454545454546","6400","6400","6400","0.8181818181818181","0.8181818181818181","0.8181818181818181","6400","6400","6400","0.8327272727272726","0.8327272727272726","0.8327272727272726","6400","6400","6400","0.8109090909090909","0.8109090909090909","0.8109090909090909","6400","6400","6400","0.8327272727272726","0.8327272727272726","0.8327272727272726","6400","6400","6400","0.7963636363636364","0.7963636363636364","0.7963636363636364","6400","6400","6400","0.84","0.84","0.84","6400","6400","6400","0.8290909090909091","0.8290909090909091","0.8290909090909091","6400","6400","6400","0.8218181818181818","0.8218181818181818","0.8218181818181818"
"128500","6425","6425","6425","0.8145454545454546","0.8145454545454546","0.8145454545454546","6425","6425","6425","0.8436363636363636","0.8436363636363636","0.8436363636363636","6425","6425","6425","0.8218181818181819","0.8218181818181819","0.8218181818181819","6425","6425","6425","0.8218181818181819","0.8218181818181819","0.8218181818181819","6425","6425","6425","0.8363636363636364","0.8363636363636364","0.8363636363636364","6425","6425","6425","0.8218181818181818","0.8218181818181818","0.8218181818181818","6425","6425","6425","0.7890909090909091","0.7890909090909091","0.7890909090909091","6425","6425","6425","0.8363636363636364","0.8363636363636364","0.8363636363636364","6425","6425","6425","0.8145454545454544","0.8145454545454544","0.8145454545454544","6425","6425","6425","0.850909090909091","0.850909090909091","0.850909090909091"
"129000","6450","6450","6450","0.8218181818181819","0.8218181818181819","0.8218181818181819","6450","6450","6450","0.8472727272727273","0.8472727272727273","0.8472727272727273","6450","6450","6450","0.7854545454545455","0.7854545454545455","0.7854545454545455","6450","6450","6450","0.8181818181818182","0.8181818181818182","0.8181818181818182","6450","6450","6450","0.8327272727272726","0.8327272727272726","0.8327272727272726","6450","6450","6450","0.8218181818181819","0.8218181818181819","0.8218181818181819","6450","6450","6450","0.8072727272727271","0.8072727272727271","0.8072727272727271","6450","6450","6450","0.8218181818181819","0.8218181818181819","0.8218181818181819","6450","6450","6450","0.8145454545454546","0.8145454545454546","0.8145454545454546","6450","6450","6450","0.8472727272727273","0.8472727272727273","0.8472727272727273"
"129500","6475","6475","6475","0.8","0.8","0.8","6475","6475","6475","0.8145454545454546","0.8145454545454546","0.8145454545454546","6475","6475","6475","0.8109090909090909","0.8109090909090909","0.8109090909090909","6475","6475","6475","0.8290909090909091","0.8290909090909091","0.8290909090909091","6475","6475","6475","0.8218181818181818","0.8218181818181818","0.8218181818181818","6475","6475","6475","0.8436363636363637","0.8436363636363637","0.8436363636363637","6475","6475","6475","0.8363636363636364","0.8363636363636364","0.8363636363636364","6475","6475","6475","0.8327272727272726","0.8327272727272726","0.8327272727272726","6475","6475","6475","0.8181818181818182","0.8181818181818182","0.8181818181818182","6475","6475","6475","0.8472727272727273","0.8472727272727273","0.8472727272727273"
"130000","6500","6500","6500","0.8145454545454547","0.8145454545454547","0.8145454545454547","6500","6500","6500","0.8290909090909091","0.8290909090909091","0.8290909090909091","6500","6500","6500","0.84","0.84","0.84","6500","6500","6500","0.8072727272727274","0.8072727272727274","0.8072727272727274","6500","6500","6500","0.84","0.84","0.84","6500","6500","6500","0.8581818181818182","0.8581818181818182","0.8581818181818182","6500","6500","6500","0.8581818181818182","0.8581818181818182","0.8581818181818182","6500","6500","6500","0.8363636363636364","0.8363636363636364","0.8363636363636364","6500","6500","6500","0.8290909090909092","0.8290909090909092","0.8290909090909092","6500","6500","6500","0.8654545454545455","0.8654545454545455","0.8654545454545455"
"130500","6525","6525","6525","0.8218181818181819","0.8218181818181819","0.8218181818181819","6525","6525","6525","0.84","0.84","0.84","6525","6525","6525","0.850909090909091","0.850909090909091","0.850909090909091","6525","6525","6525","0.7890909090909091","0.7890909090909091","0.7890909090909091","6525","6525","6525","0.8290909090909091","0.8290909090909091","0.8290909090909091","6525","6525","6525","0.8327272727272728","0.8327272727272728","0.8327272727272728","6525","6525","6525","0.8109090909090909","0.8109090909090909","0.8109090909090909","6525","6525","6525","0.8","0.8","0.8","6525","6525","6525","0.8327272727272726","0.8327272727272726","0.8327272727272726","6525","6525","6525","0.8327272727272726","0.8327272727272726","0.8327272727272726"
"131000","6550","6550","6550","0.8218181818181818","0.8218181818181818","0.8218181818181818","6550","6550","6550","0.8509090909090908","0.8509090909090908","0.8509090909090908","6550","6550","6550","0.8327272727272726","0.8327272727272726","0.8327272727272726","6550","6550","6550","0.8","0.8","0.8","6550","6550","6550","0.8327272727272726","0.8327272727272726","0.8327272727272726","6550","6550","6550","0.850909090909091","0.850909090909091","0.850909090909091","6550","6550","6550","0.8181818181818181","0.8181818181818181","0.8181818181818181","6550","6550","6550","0.7745454545454545","0.7745454545454545","0.7745454545454545","6550","6550","6550","0.8363636363636364","0.8363636363636364","0.8363636363636364","6550","6550","6550","0.8363636363636364","0.8363636363636364","0.8363636363636364"
"131500","6575","6575","6575","0.8109090909090909","0.8109090909090909","0.8109090909090909","6575","6575","6575","0.8218181818181819","0.8218181818181819","0.8218181818181819","6575","6575","6575","0.8181818181818181","0.8181818181818181","0.8181818181818181","6575","6575","6575","0.818181818181818","0.818181818181818","0.818181818181818","6575","6575","6575","0.84","0.84","0.84","6575","6575","6575","0.8472727272727273","0.8472727272727273","0.8472727272727273","6575","6575","6575","0.8181818181818182","0.8181818181818182","0.8181818181818182","6575","6575","6575","0.8072727272727274","0.8072727272727274","0.8072727272727274","6575","6575","6575","0.8472727272727273","0.8472727272727273","0.8472727272727273","6575","6575","6575","0.8145454545454546","0.8145454545454546","0.8145454545454546"
"132000","6600","6600","6600","0.8109090909090909","0.8109090909090909","0.8109090909090909","6600","6600","6600","0.8218181818181819","0.8218181818181819","0.8218181818181819","6600","6600","6600","0.8218181818181819","0.8218181818181819","0.8218181818181819","6600","6600","6600","0.8290909090909091","0.8290909090909091","0.8290909090909091","6600","6600","6600","0.84","0.84","0.84","6600","6600","6600","0.8218181818181819","0.8218181818181819","0.8218181818181819","6600","6600","6600","0.8290909090909092","0.8290909090909092","0.8290909090909092","6600","6600","6600","0.8145454545454546","0.8145454545454546","0.8145454545454546","6600","6600","6600","0.8545454545454545","0.8545454545454545","0.8545454545454545","6600","6600","6600","0.8181818181818182","0.8181818181818182","0.8181818181818182"
