"time_steps","snowy-sweep-2 - _step","snowy-sweep-2 - _step__MIN","snowy-sweep-2 - _step__MAX","snowy-sweep-2 - expert_eval_episode_waypoints_percent_mean","snowy-sweep-2 - expert_eval_episode_waypoints_percent_mean__MIN","snowy-sweep-2 - expert_eval_episode_waypoints_percent_mean__MAX","sweet-sweep-9 - _step","sweet-sweep-9 - _step__MIN","sweet-sweep-9 - _step__MAX","sweet-sweep-9 - expert_eval_episode_waypoints_percent_mean","sweet-sweep-9 - expert_eval_episode_waypoints_percent_mean__MIN","sweet-sweep-9 - expert_eval_episode_waypoints_percent_mean__MAX","pleasant-sweep-8 - _step","pleasant-sweep-8 - _step__MIN","pleasant-sweep-8 - _step__MAX","pleasant-sweep-8 - expert_eval_episode_waypoints_percent_mean","pleasant-sweep-8 - expert_eval_episode_waypoints_percent_mean__MIN","pleasant-sweep-8 - expert_eval_episode_waypoints_percent_mean__MAX","apricot-sweep-7 - _step","apricot-sweep-7 - _step__MIN","apricot-sweep-7 - _step__MAX","apricot-sweep-7 - expert_eval_episode_waypoints_percent_mean","apricot-sweep-7 - expert_eval_episode_waypoints_percent_mean__MIN","apricot-sweep-7 - expert_eval_episode_waypoints_percent_mean__MAX","fanciful-sweep-6 - _step","fanciful-sweep-6 - _step__MIN","fanciful-sweep-6 - _step__MAX","fanciful-sweep-6 - expert_eval_episode_waypoints_percent_mean","fanciful-sweep-6 - expert_eval_episode_waypoints_percent_mean__MIN","fanciful-sweep-6 - expert_eval_episode_waypoints_percent_mean__MAX","polished-sweep-5 - _step","polished-sweep-5 - _step__MIN","polished-sweep-5 - _step__MAX","polished-sweep-5 - expert_eval_episode_waypoints_percent_mean","polished-sweep-5 - expert_eval_episode_waypoints_percent_mean__MIN","polished-sweep-5 - expert_eval_episode_waypoints_percent_mean__MAX","sunny-sweep-4 - _step","sunny-sweep-4 - _step__MIN","sunny-sweep-4 - _step__MAX","sunny-sweep-4 - expert_eval_episode_waypoints_percent_mean","sunny-sweep-4 - expert_eval_episode_waypoints_percent_mean__MIN","sunny-sweep-4 - expert_eval_episode_waypoints_percent_mean__MAX","earthy-sweep-3 - _step","earthy-sweep-3 - _step__MIN","earthy-sweep-3 - _step__MAX","earthy-sweep-3 - expert_eval_episode_waypoints_percent_mean","earthy-sweep-3 - expert_eval_episode_waypoints_percent_mean__MIN","earthy-sweep-3 - expert_eval_episode_waypoints_percent_mean__MAX","pious-sweep-2 - _step","pious-sweep-2 - _step__MIN","pious-sweep-2 - _step__MAX","pious-sweep-2 - expert_eval_episode_waypoints_percent_mean","pious-sweep-2 - expert_eval_episode_waypoints_percent_mean__MIN","pious-sweep-2 - expert_eval_episode_waypoints_percent_mean__MAX","rich-sweep-1 - _step","rich-sweep-1 - _step__MIN","rich-sweep-1 - _step__MAX","rich-sweep-1 - expert_eval_episode_waypoints_percent_mean","rich-sweep-1 - expert_eval_episode_waypoints_percent_mean__MIN","rich-sweep-1 - expert_eval_episode_waypoints_percent_mean__MAX"
"100800","126","126","126","0.8181818181818182","0.8181818181818182","0.8181818181818182","126","126","126","0.7575757575757575","0.7575757575757575","0.7575757575757575","126","126","126","0.8181818181818182","0.8181818181818182","0.8181818181818182","126","126","126","0.8181818181818182","0.8181818181818182","0.8181818181818182","126","126","126","0.7575757575757575","0.7575757575757575","0.7575757575757575","126","126","126","0.6969696969696969","0.6969696969696969","0.6969696969696969","126","126","126","0.8181818181818182","0.8181818181818182","0.8181818181818182","126","126","126","0.7272727272727272","0.7272727272727272","0.7272727272727272","126","126","126","0.7272727272727272","0.7272727272727272","0.7272727272727272","126","126","126","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"102400","128","128","128","0.7575757575757575","0.7575757575757575","0.7575757575757575","128","128","128","0.9090909090909091","0.9090909090909091","0.9090909090909091","128","128","128","0.9090909090909091","0.9090909090909091","0.9090909090909091","128","128","128","0.787878787878788","0.787878787878788","0.787878787878788","128","128","128","0.6666666666666666","0.6666666666666666","0.6666666666666666","128","128","128","0.8181818181818182","0.8181818181818182","0.8181818181818182","128","128","128","0.9090909090909091","0.9090909090909091","0.9090909090909091","128","128","128","0.6969696969696969","0.6969696969696969","0.6969696969696969","128","128","128","0.7272727272727272","0.7272727272727272","0.7272727272727272","128","128","128","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"104000","130","130","130","0.8181818181818182","0.8181818181818182","0.8181818181818182","130","130","130","0.8181818181818182","0.8181818181818182","0.8181818181818182","130","130","130","0.9090909090909091","0.9090909090909091","0.9090909090909091","130","130","130","0.9090909090909091","0.9090909090909091","0.9090909090909091","130","130","130","0.9090909090909091","0.9090909090909091","0.9090909090909091","130","130","130","0.8181818181818182","0.8181818181818182","0.8181818181818182","130","130","130","0.7575757575757577","0.7575757575757577","0.7575757575757577","130","130","130","0.7272727272727272","0.7272727272727272","0.7272727272727272","130","130","130","0.7272727272727272","0.7272727272727272","0.7272727272727272","130","130","130","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"105600","132","132","132","0.9090909090909091","0.9090909090909091","0.9090909090909091","132","132","132","0.8181818181818182","0.8181818181818182","0.8181818181818182","132","132","132","0.8484848484848485","0.8484848484848485","0.8484848484848485","132","132","132","0.7272727272727272","0.7272727272727272","0.7272727272727272","132","132","132","0.6363636363636364","0.6363636363636364","0.6363636363636364","132","132","132","0.9090909090909091","0.9090909090909091","0.9090909090909091","132","132","132","0.8181818181818182","0.8181818181818182","0.8181818181818182","132","132","132","0.7878787878787877","0.7878787878787877","0.7878787878787877","132","132","132","0.8181818181818182","0.8181818181818182","0.8181818181818182","132","132","132","0.5757575757575757","0.5757575757575757","0.5757575757575757"
"107200","134","134","134","0.8181818181818182","0.8181818181818182","0.8181818181818182","134","134","134","0.9090909090909091","0.9090909090909091","0.9090909090909091","134","134","134","0.7272727272727272","0.7272727272727272","0.7272727272727272","134","134","134","0.9090909090909091","0.9090909090909091","0.9090909090909091","134","134","134","0.5757575757575758","0.5757575757575758","0.5757575757575758","134","134","134","0.9090909090909091","0.9090909090909091","0.9090909090909091","134","134","134","0.9090909090909091","0.9090909090909091","0.9090909090909091","134","134","134","0.8181818181818182","0.8181818181818182","0.8181818181818182","134","134","134","0.8787878787878788","0.8787878787878788","0.8787878787878788","134","134","134","0.8484848484848485","0.8484848484848485","0.8484848484848485"
"108800","136","136","136","0.48484848484848486","0.48484848484848486","0.48484848484848486","136","136","136","0.8181818181818182","0.8181818181818182","0.8181818181818182","136","136","136","0.6363636363636364","0.6363636363636364","0.6363636363636364","136","136","136","0.7878787878787877","0.7878787878787877","0.7878787878787877","136","136","136","0.9090909090909091","0.9090909090909091","0.9090909090909091","136","136","136","0.9090909090909091","0.9090909090909091","0.9090909090909091","136","136","136","0.9090909090909091","0.9090909090909091","0.9090909090909091","136","136","136","0.8484848484848485","0.8484848484848485","0.8484848484848485","136","136","136","0.7272727272727272","0.7272727272727272","0.7272727272727272","136","136","136","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"110400","138","138","138","0.6666666666666666","0.6666666666666666","0.6666666666666666","138","138","138","0.8484848484848485","0.8484848484848485","0.8484848484848485","138","138","138","0.9090909090909091","0.9090909090909091","0.9090909090909091","138","138","138","0.9090909090909091","0.9090909090909091","0.9090909090909091","138","138","138","0.787878787878788","0.787878787878788","0.787878787878788","138","138","138","0.7575757575757575","0.7575757575757575","0.7575757575757575","138","138","138","0.8181818181818182","0.8181818181818182","0.8181818181818182","138","138","138","0.7272727272727272","0.7272727272727272","0.7272727272727272","138","138","138","0.8181818181818182","0.8181818181818182","0.8181818181818182","138","138","138","0.787878787878788","0.787878787878788","0.787878787878788"
"112000","140","140","140","0.8484848484848485","0.8484848484848485","0.8484848484848485","140","140","140","0.6363636363636364","0.6363636363636364","0.6363636363636364","140","140","140","0.8181818181818182","0.8181818181818182","0.8181818181818182","140","140","140","0.9090909090909091","0.9090909090909091","0.9090909090909091","140","140","140","0.8181818181818182","0.8181818181818182","0.8181818181818182","140","140","140","0.8484848484848485","0.8484848484848485","0.8484848484848485","140","140","140","0.7272727272727272","0.7272727272727272","0.7272727272727272","140","140","140","0.9090909090909091","0.9090909090909091","0.9090909090909091","140","140","140","0.8787878787878788","0.8787878787878788","0.8787878787878788","140","140","140","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"113600","142","142","142","0.8181818181818182","0.8181818181818182","0.8181818181818182","142","142","142","0.9090909090909091","0.9090909090909091","0.9090909090909091","142","142","142","0.9090909090909091","0.9090909090909091","0.9090909090909091","142","142","142","0.9090909090909091","0.9090909090909091","0.9090909090909091","142","142","142","0.9090909090909091","0.9090909090909091","0.9090909090909091","142","142","142","0.8484848484848485","0.8484848484848485","0.8484848484848485","142","142","142","0.8181818181818182","0.8181818181818182","0.8181818181818182","142","142","142","0.8181818181818182","0.8181818181818182","0.8181818181818182","142","142","142","0.7575757575757577","0.7575757575757577","0.7575757575757577","142","142","142","0.7575757575757575","0.7575757575757575","0.7575757575757575"
"115200","144","144","144","0.8181818181818182","0.8181818181818182","0.8181818181818182","144","144","144","0.6969696969696969","0.6969696969696969","0.6969696969696969","144","144","144","0.9090909090909091","0.9090909090909091","0.9090909090909091","144","144","144","0.9090909090909091","0.9090909090909091","0.9090909090909091","144","144","144","0.8181818181818182","0.8181818181818182","0.8181818181818182","144","144","144","0.7878787878787877","0.7878787878787877","0.7878787878787877","144","144","144","0.9090909090909091","0.9090909090909091","0.9090909090909091","144","144","144","0.9090909090909091","0.9090909090909091","0.9090909090909091","144","144","144","0.9090909090909091","0.9090909090909091","0.9090909090909091","144","144","144","0.7878787878787877","0.7878787878787877","0.7878787878787877"
"116800","146","146","146","0.9090909090909091","0.9090909090909091","0.9090909090909091","146","146","146","0.9090909090909091","0.9090909090909091","0.9090909090909091","146","146","146","0.9090909090909091","0.9090909090909091","0.9090909090909091","146","146","146","0.7575757575757575","0.7575757575757575","0.7575757575757575","146","146","146","0.9090909090909091","0.9090909090909091","0.9090909090909091","146","146","146","0.6060606060606061","0.6060606060606061","0.6060606060606061","146","146","146","0.8181818181818182","0.8181818181818182","0.8181818181818182","146","146","146","0.8181818181818182","0.8181818181818182","0.8181818181818182","146","146","146","0.7575757575757577","0.7575757575757577","0.7575757575757577","146","146","146","0.8787878787878788","0.8787878787878788","0.8787878787878788"
"118400","148","148","148","0.9090909090909091","0.9090909090909091","0.9090909090909091","148","148","148","0.9090909090909091","0.9090909090909091","0.9090909090909091","148","148","148","0.9090909090909091","0.9090909090909091","0.9090909090909091","148","148","148","0.9090909090909091","0.9090909090909091","0.9090909090909091","148","148","148","0.8181818181818182","0.8181818181818182","0.8181818181818182","148","148","148","0.9090909090909091","0.9090909090909091","0.9090909090909091","148","148","148","0.9090909090909091","0.9090909090909091","0.9090909090909091","148","148","148","0.9090909090909091","0.9090909090909091","0.9090909090909091","148","148","148","0.8181818181818182","0.8181818181818182","0.8181818181818182","148","148","148","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"120000","150","150","150","0.8181818181818182","0.8181818181818182","0.8181818181818182","150","150","150","0.9090909090909091","0.9090909090909091","0.9090909090909091","150","150","150","0.9090909090909091","0.9090909090909091","0.9090909090909091","150","150","150","0.8181818181818182","0.8181818181818182","0.8181818181818182","150","150","150","0.9090909090909091","0.9090909090909091","0.9090909090909091","150","150","150","0.9090909090909091","0.9090909090909091","0.9090909090909091","150","150","150","0.9090909090909091","0.9090909090909091","0.9090909090909091","150","150","150","0.8181818181818182","0.8181818181818182","0.8181818181818182","150","150","150","0.8787878787878788","0.8787878787878788","0.8787878787878788","150","150","150","0.8787878787878788","0.8787878787878788","0.8787878787878788"
"121600","152","152","152","0.9090909090909091","0.9090909090909091","0.9090909090909091","152","152","152","0.8181818181818182","0.8181818181818182","0.8181818181818182","152","152","152","0.8181818181818182","0.8181818181818182","0.8181818181818182","152","152","152","0.9090909090909091","0.9090909090909091","0.9090909090909091","152","152","152","0.8181818181818182","0.8181818181818182","0.8181818181818182","152","152","152","0.9090909090909091","0.9090909090909091","0.9090909090909091","152","152","152","0.8181818181818182","0.8181818181818182","0.8181818181818182","152","152","152","0.787878787878788","0.787878787878788","0.787878787878788","152","152","152","0.8181818181818182","0.8181818181818182","0.8181818181818182","152","152","152","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"123200","154","154","154","0.9090909090909091","0.9090909090909091","0.9090909090909091","154","154","154","0.8787878787878788","0.8787878787878788","0.8787878787878788","154","154","154","0.8181818181818182","0.8181818181818182","0.8181818181818182","154","154","154","0.9090909090909091","0.9090909090909091","0.9090909090909091","154","154","154","0.9090909090909091","0.9090909090909091","0.9090909090909091","154","154","154","0.8181818181818182","0.8181818181818182","0.8181818181818182","154","154","154","0.9090909090909091","0.9090909090909091","0.9090909090909091","154","154","154","0.9090909090909091","0.9090909090909091","0.9090909090909091","154","154","154","0.7272727272727272","0.7272727272727272","0.7272727272727272","154","154","154","0.6969696969696969","0.6969696969696969","0.6969696969696969"
"124800","156","156","156","0.9090909090909091","0.9090909090909091","0.9090909090909091","156","156","156","0.9090909090909091","0.9090909090909091","0.9090909090909091","156","156","156","0.9090909090909091","0.9090909090909091","0.9090909090909091","156","156","156","0.9090909090909091","0.9090909090909091","0.9090909090909091","156","156","156","0.6666666666666666","0.6666666666666666","0.6666666666666666","156","156","156","0.9090909090909091","0.9090909090909091","0.9090909090909091","156","156","156","0.6666666666666666","0.6666666666666666","0.6666666666666666","156","156","156","0.8181818181818182","0.8181818181818182","0.8181818181818182","156","156","156","0.8181818181818182","0.8181818181818182","0.8181818181818182","156","156","156","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"126400","158","158","158","0.9090909090909091","0.9090909090909091","0.9090909090909091","158","158","158","0.9090909090909091","0.9090909090909091","0.9090909090909091","158","158","158","0.9090909090909091","0.9090909090909091","0.9090909090909091","158","158","158","0.787878787878788","0.787878787878788","0.787878787878788","158","158","158","0.9090909090909091","0.9090909090909091","0.9090909090909091","158","158","158","0.8484848484848485","0.8484848484848485","0.8484848484848485","158","158","158","0.9090909090909091","0.9090909090909091","0.9090909090909091","158","158","158","0.8181818181818182","0.8181818181818182","0.8181818181818182","158","158","158","0.7575757575757575","0.7575757575757575","0.7575757575757575","158","158","158","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"128000","160","160","160","0.9090909090909091","0.9090909090909091","0.9090909090909091","160","160","160","0.9090909090909091","0.9090909090909091","0.9090909090909091","160","160","160","0.9090909090909091","0.9090909090909091","0.9090909090909091","160","160","160","0.9090909090909091","0.9090909090909091","0.9090909090909091","160","160","160","0.9090909090909091","0.9090909090909091","0.9090909090909091","160","160","160","0.7272727272727272","0.7272727272727272","0.7272727272727272","160","160","160","0.9090909090909091","0.9090909090909091","0.9090909090909091","160","160","160","0.9090909090909091","0.9090909090909091","0.9090909090909091","160","160","160","0.8181818181818182","0.8181818181818182","0.8181818181818182","160","160","160","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"129600","162","162","162","0.9090909090909091","0.9090909090909091","0.9090909090909091","162","162","162","0.8181818181818182","0.8181818181818182","0.8181818181818182","162","162","162","0.9090909090909091","0.9090909090909091","0.9090909090909091","162","162","162","0.4848484848484848","0.4848484848484848","0.4848484848484848","162","162","162","0.9090909090909091","0.9090909090909091","0.9090909090909091","162","162","162","0.6969696969696969","0.6969696969696969","0.6969696969696969","162","162","162","0.9090909090909091","0.9090909090909091","0.9090909090909091","162","162","162","0.9090909090909091","0.9090909090909091","0.9090909090909091","162","162","162","0.8484848484848485","0.8484848484848485","0.8484848484848485","162","162","162","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"131200","164","164","164","0.9090909090909091","0.9090909090909091","0.9090909090909091","164","164","164","0.9090909090909091","0.9090909090909091","0.9090909090909091","164","164","164","0.9090909090909091","0.9090909090909091","0.9090909090909091","164","164","164","0.9090909090909091","0.9090909090909091","0.9090909090909091","164","164","164","0.9090909090909091","0.9090909090909091","0.9090909090909091","164","164","164","0.9090909090909091","0.9090909090909091","0.9090909090909091","164","164","164","0.9090909090909091","0.9090909090909091","0.9090909090909091","164","164","164","0.9090909090909091","0.9090909090909091","0.9090909090909091","164","164","164","0.787878787878788","0.787878787878788","0.787878787878788","164","164","164","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"132800","166","166","166","0.9090909090909091","0.9090909090909091","0.9090909090909091","166","166","166","0.8181818181818182","0.8181818181818182","0.8181818181818182","166","166","166","0.8181818181818182","0.8181818181818182","0.8181818181818182","166","166","166","0.9090909090909091","0.9090909090909091","0.9090909090909091","166","166","166","0.9090909090909091","0.9090909090909091","0.9090909090909091","166","166","166","0.9090909090909091","0.9090909090909091","0.9090909090909091","166","166","166","0.7575757575757575","0.7575757575757575","0.7575757575757575","166","166","166","0.7272727272727272","0.7272727272727272","0.7272727272727272","166","166","166","0.7575757575757575","0.7575757575757575","0.7575757575757575","166","166","166","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"134400","168","168","168","0.9090909090909091","0.9090909090909091","0.9090909090909091","168","168","168","0.9090909090909091","0.9090909090909091","0.9090909090909091","168","168","168","0.8181818181818182","0.8181818181818182","0.8181818181818182","168","168","168","0.9090909090909091","0.9090909090909091","0.9090909090909091","168","168","168","0.9090909090909091","0.9090909090909091","0.9090909090909091","168","168","168","0.9090909090909091","0.9090909090909091","0.9090909090909091","168","168","168","0.7272727272727272","0.7272727272727272","0.7272727272727272","168","168","168","0.7272727272727272","0.7272727272727272","0.7272727272727272","168","168","168","0.7878787878787877","0.7878787878787877","0.7878787878787877","168","168","168","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"136000","170","170","170","0.9090909090909091","0.9090909090909091","0.9090909090909091","170","170","170","0.9090909090909091","0.9090909090909091","0.9090909090909091","170","170","170","0.8181818181818182","0.8181818181818182","0.8181818181818182","170","170","170","0.9090909090909091","0.9090909090909091","0.9090909090909091","170","170","170","0.9090909090909091","0.9090909090909091","0.9090909090909091","170","170","170","0.9090909090909091","0.9090909090909091","0.9090909090909091","170","170","170","0.9090909090909091","0.9090909090909091","0.9090909090909091","170","170","170","0.9090909090909091","0.9090909090909091","0.9090909090909091","170","170","170","0.8787878787878788","0.8787878787878788","0.8787878787878788","170","170","170","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"137600","172","172","172","0.9090909090909091","0.9090909090909091","0.9090909090909091","172","172","172","0.9090909090909091","0.9090909090909091","0.9090909090909091","172","172","172","0.9090909090909091","0.9090909090909091","0.9090909090909091","172","172","172","0.9090909090909091","0.9090909090909091","0.9090909090909091","172","172","172","0.9090909090909091","0.9090909090909091","0.9090909090909091","172","172","172","0.9090909090909091","0.9090909090909091","0.9090909090909091","172","172","172","0.9090909090909091","0.9090909090909091","0.9090909090909091","172","172","172","0.9090909090909091","0.9090909090909091","0.9090909090909091","172","172","172","0.9090909090909091","0.9090909090909091","0.9090909090909091","172","172","172","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"139200","174","174","174","0.8181818181818182","0.8181818181818182","0.8181818181818182","174","174","174","0.9090909090909091","0.9090909090909091","0.9090909090909091","174","174","174","0.7878787878787877","0.7878787878787877","0.7878787878787877","174","174","174","0.9090909090909091","0.9090909090909091","0.9090909090909091","174","174","174","0.9090909090909091","0.9090909090909091","0.9090909090909091","174","174","174","0.9090909090909091","0.9090909090909091","0.9090909090909091","174","174","174","0.8787878787878788","0.8787878787878788","0.8787878787878788","174","174","174","0.8181818181818182","0.8181818181818182","0.8181818181818182","174","174","174","0.8181818181818182","0.8181818181818182","0.8181818181818182","174","174","174","0.8484848484848485","0.8484848484848485","0.8484848484848485"
"140800","176","176","176","0.9090909090909091","0.9090909090909091","0.9090909090909091","176","176","176","0.8181818181818182","0.8181818181818182","0.8181818181818182","176","176","176","0.8181818181818182","0.8181818181818182","0.8181818181818182","176","176","176","0.787878787878788","0.787878787878788","0.787878787878788","176","176","176","0.9090909090909091","0.9090909090909091","0.9090909090909091","176","176","176","0.9090909090909091","0.9090909090909091","0.9090909090909091","176","176","176","0.9090909090909091","0.9090909090909091","0.9090909090909091","176","176","176","0.9090909090909091","0.9090909090909091","0.9090909090909091","176","176","176","0.6969696969696969","0.6969696969696969","0.6969696969696969","176","176","176","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"142400","178","178","178","0.8181818181818182","0.8181818181818182","0.8181818181818182","178","178","178","0.9090909090909091","0.9090909090909091","0.9090909090909091","178","178","178","0.9090909090909091","0.9090909090909091","0.9090909090909091","178","178","178","0.9090909090909091","0.9090909090909091","0.9090909090909091","178","178","178","0.9090909090909091","0.9090909090909091","0.9090909090909091","178","178","178","0.9090909090909091","0.9090909090909091","0.9090909090909091","178","178","178","0.9090909090909091","0.9090909090909091","0.9090909090909091","178","178","178","0.9090909090909091","0.9090909090909091","0.9090909090909091","178","178","178","0.8181818181818182","0.8181818181818182","0.8181818181818182","178","178","178","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"144000","180","180","180","0.8181818181818182","0.8181818181818182","0.8181818181818182","180","180","180","0.9090909090909091","0.9090909090909091","0.9090909090909091","180","180","180","0.9090909090909091","0.9090909090909091","0.9090909090909091","180","180","180","0.9090909090909091","0.9090909090909091","0.9090909090909091","180","180","180","0.8181818181818182","0.8181818181818182","0.8181818181818182","180","180","180","0.9090909090909091","0.9090909090909091","0.9090909090909091","180","180","180","0.9090909090909091","0.9090909090909091","0.9090909090909091","180","180","180","0.7272727272727272","0.7272727272727272","0.7272727272727272","180","180","180","0.9090909090909091","0.9090909090909091","0.9090909090909091","180","180","180","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"145600","182","182","182","0.8181818181818182","0.8181818181818182","0.8181818181818182","182","182","182","0.8181818181818182","0.8181818181818182","0.8181818181818182","182","182","182","0.8484848484848485","0.8484848484848485","0.8484848484848485","182","182","182","0.9090909090909091","0.9090909090909091","0.9090909090909091","182","182","182","0.9090909090909091","0.9090909090909091","0.9090909090909091","182","182","182","0.9090909090909091","0.9090909090909091","0.9090909090909091","182","182","182","0.9090909090909091","0.9090909090909091","0.9090909090909091","182","182","182","0.9090909090909091","0.9090909090909091","0.9090909090909091","182","182","182","0.7272727272727272","0.7272727272727272","0.7272727272727272","182","182","182","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"147200","184","184","184","0.9090909090909091","0.9090909090909091","0.9090909090909091","184","184","184","0.9090909090909091","0.9090909090909091","0.9090909090909091","184","184","184","0.9090909090909091","0.9090909090909091","0.9090909090909091","184","184","184","0.9090909090909091","0.9090909090909091","0.9090909090909091","184","184","184","0.8181818181818182","0.8181818181818182","0.8181818181818182","184","184","184","0.9090909090909091","0.9090909090909091","0.9090909090909091","184","184","184","0.9090909090909091","0.9090909090909091","0.9090909090909091","184","184","184","0.9090909090909091","0.9090909090909091","0.9090909090909091","184","184","184","0.8181818181818182","0.8181818181818182","0.8181818181818182","184","184","184","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"148800","186","186","186","0.9090909090909091","0.9090909090909091","0.9090909090909091","186","186","186","0.9393939393939394","0.9393939393939394","0.9393939393939394","186","186","186","0.6363636363636364","0.6363636363636364","0.6363636363636364","186","186","186","0.9090909090909091","0.9090909090909091","0.9090909090909091","186","186","186","0.9090909090909091","0.9090909090909091","0.9090909090909091","186","186","186","0.9090909090909091","0.9090909090909091","0.9090909090909091","186","186","186","0.9090909090909091","0.9090909090909091","0.9090909090909091","186","186","186","0.9090909090909091","0.9090909090909091","0.9090909090909091","186","186","186","0.8181818181818182","0.8181818181818182","0.8181818181818182","186","186","186","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"150400","188","188","188","0.8181818181818182","0.8181818181818182","0.8181818181818182","188","188","188","0.9090909090909091","0.9090909090909091","0.9090909090909091","188","188","188","0.7272727272727272","0.7272727272727272","0.7272727272727272","188","188","188","0.9090909090909091","0.9090909090909091","0.9090909090909091","188","188","188","0.9090909090909091","0.9090909090909091","0.9090909090909091","188","188","188","0.9090909090909091","0.9090909090909091","0.9090909090909091","188","188","188","0.9090909090909091","0.9090909090909091","0.9090909090909091","188","188","188","0.7272727272727272","0.7272727272727272","0.7272727272727272","188","188","188","0.9090909090909091","0.9090909090909091","0.9090909090909091","188","188","188","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"152000","190","190","190","0.9090909090909091","0.9090909090909091","0.9090909090909091","190","190","190","0.9090909090909091","0.9090909090909091","0.9090909090909091","190","190","190","0.9090909090909091","0.9090909090909091","0.9090909090909091","190","190","190","0.9090909090909091","0.9090909090909091","0.9090909090909091","190","190","190","0.9090909090909091","0.9090909090909091","0.9090909090909091","190","190","190","0.9090909090909091","0.9090909090909091","0.9090909090909091","190","190","190","0.8181818181818182","0.8181818181818182","0.8181818181818182","190","190","190","0.9090909090909091","0.9090909090909091","0.9090909090909091","190","190","190","0.9090909090909091","0.9090909090909091","0.9090909090909091","190","190","190","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"153600","192","192","192","0.9090909090909091","0.9090909090909091","0.9090909090909091","192","192","192","0.9090909090909091","0.9090909090909091","0.9090909090909091","192","192","192","0.9090909090909091","0.9090909090909091","0.9090909090909091","192","192","192","0.8181818181818182","0.8181818181818182","0.8181818181818182","192","192","192","0.9090909090909091","0.9090909090909091","0.9090909090909091","192","192","192","0.9090909090909091","0.9090909090909091","0.9090909090909091","192","192","192","0.9090909090909091","0.9090909090909091","0.9090909090909091","192","192","192","0.9090909090909091","0.9090909090909091","0.9090909090909091","192","192","192","0.787878787878788","0.787878787878788","0.787878787878788","192","192","192","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"155200","194","194","194","0.9090909090909091","0.9090909090909091","0.9090909090909091","194","194","194","0.9090909090909091","0.9090909090909091","0.9090909090909091","194","194","194","0.9090909090909091","0.9090909090909091","0.9090909090909091","194","194","194","0.9090909090909091","0.9090909090909091","0.9090909090909091","194","194","194","0.9090909090909091","0.9090909090909091","0.9090909090909091","194","194","194","0.9090909090909091","0.9090909090909091","0.9090909090909091","194","194","194","0.9090909090909091","0.9090909090909091","0.9090909090909091","194","194","194","0.9090909090909091","0.9090909090909091","0.9090909090909091","194","194","194","0.8181818181818182","0.8181818181818182","0.8181818181818182","194","194","194","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"156800","196","196","196","0.9090909090909091","0.9090909090909091","0.9090909090909091","196","196","196","0.9090909090909091","0.9090909090909091","0.9090909090909091","196","196","196","0.9090909090909091","0.9090909090909091","0.9090909090909091","196","196","196","0.8181818181818182","0.8181818181818182","0.8181818181818182","196","196","196","0.9090909090909091","0.9090909090909091","0.9090909090909091","196","196","196","0.9090909090909091","0.9090909090909091","0.9090909090909091","196","196","196","0.8484848484848485","0.8484848484848485","0.8484848484848485","196","196","196","0.9090909090909091","0.9090909090909091","0.9090909090909091","196","196","196","0.6969696969696969","0.6969696969696969","0.6969696969696969","196","196","196","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"158400","198","198","198","0.9090909090909091","0.9090909090909091","0.9090909090909091","198","198","198","0.9090909090909091","0.9090909090909091","0.9090909090909091","198","198","198","0.7575757575757575","0.7575757575757575","0.7575757575757575","198","198","198","0.9090909090909091","0.9090909090909091","0.9090909090909091","198","198","198","0.9090909090909091","0.9090909090909091","0.9090909090909091","198","198","198","0.9090909090909091","0.9090909090909091","0.9090909090909091","198","198","198","0.9090909090909091","0.9090909090909091","0.9090909090909091","198","198","198","0.8181818181818182","0.8181818181818182","0.8181818181818182","198","198","198","0.9090909090909091","0.9090909090909091","0.9090909090909091","198","198","198","0.9090909090909091","0.9090909090909091","0.9090909090909091"
