"time_steps","wandering-sweep-4 - _step","wandering-sweep-4 - _step__MIN","wandering-sweep-4 - _step__MAX","wandering-sweep-4 - agent_avg_eval_r_mean","wandering-sweep-4 - agent_avg_eval_r_mean__MIN","wandering-sweep-4 - agent_avg_eval_r_mean__MAX","sweet-sweep-3 - _step","sweet-sweep-3 - _step__MIN","sweet-sweep-3 - _step__MAX","sweet-sweep-3 - agent_avg_eval_r_mean","sweet-sweep-3 - agent_avg_eval_r_mean__MIN","sweet-sweep-3 - agent_avg_eval_r_mean__MAX","lucky-sweep-2 - _step","lucky-sweep-2 - _step__MIN","lucky-sweep-2 - _step__MAX","lucky-sweep-2 - agent_avg_eval_r_mean","lucky-sweep-2 - agent_avg_eval_r_mean__MIN","lucky-sweep-2 - agent_avg_eval_r_mean__MAX","clear-sweep-1 - _step","clear-sweep-1 - _step__MIN","clear-sweep-1 - _step__MAX","clear-sweep-1 - agent_avg_eval_r_mean","clear-sweep-1 - agent_avg_eval_r_mean__MIN","clear-sweep-1 - agent_avg_eval_r_mean__MAX","playful-sweep-10 - _step","playful-sweep-10 - _step__MIN","playful-sweep-10 - _step__MAX","playful-sweep-10 - agent_avg_eval_r_mean","playful-sweep-10 - agent_avg_eval_r_mean__MIN","playful-sweep-10 - agent_avg_eval_r_mean__MAX","fresh-sweep-8 - _step","fresh-sweep-8 - _step__MIN","fresh-sweep-8 - _step__MAX","fresh-sweep-8 - agent_avg_eval_r_mean","fresh-sweep-8 - agent_avg_eval_r_mean__MIN","fresh-sweep-8 - agent_avg_eval_r_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - agent_avg_eval_r_mean","jumping-sweep-5 - agent_avg_eval_r_mean__MIN","jumping-sweep-5 - agent_avg_eval_r_mean__MAX","good-sweep-4 - _step","good-sweep-4 - _step__MIN","good-sweep-4 - _step__MAX","good-sweep-4 - agent_avg_eval_r_mean","good-sweep-4 - agent_avg_eval_r_mean__MIN","good-sweep-4 - agent_avg_eval_r_mean__MAX","sandy-sweep-3 - _step","sandy-sweep-3 - _step__MIN","sandy-sweep-3 - _step__MAX","sandy-sweep-3 - agent_avg_eval_r_mean","sandy-sweep-3 - agent_avg_eval_r_mean__MIN","sandy-sweep-3 - agent_avg_eval_r_mean__MAX","youthful-sweep-1 - _step","youthful-sweep-1 - _step__MIN","youthful-sweep-1 - _step__MAX","youthful-sweep-1 - agent_avg_eval_r_mean","youthful-sweep-1 - agent_avg_eval_r_mean__MIN","youthful-sweep-1 - agent_avg_eval_r_mean__MAX"
"84000","280","280","280","20.62962404755278","20.62962404755278","20.62962404755278","280","280","280","24.907101552035204","24.907101552035204","24.907101552035204","280","280","280","25.560476282643013","25.560476282643013","25.560476282643013","280","280","280","18.43328212993497","18.43328212993497","18.43328212993497","280","280","280","19.330388565364203","19.330388565364203","19.330388565364203","280","280","280","25.026989624140015","25.026989624140015","25.026989624140015","280","280","280","20.524817338686177","20.524817338686177","20.524817338686177","280","280","280","21.586697730963103","21.586697730963103","21.586697730963103","280","280","280","21.39795668919745","21.39795668919745","21.39795668919745","280","280","280","25.820062623279938","25.820062623279938","25.820062623279938"
"85500","285","285","285","20.85870247903607","20.85870247903607","20.85870247903607","285","285","285","25.140255178143796","25.140255178143796","25.140255178143796","285","285","285","25.374654636201225","25.374654636201225","25.374654636201225","285","285","285","18.867795447391824","18.867795447391824","18.867795447391824","285","285","285","19.622675072422588","19.622675072422588","19.622675072422588","285","285","285","24.48865771633875","24.48865771633875","24.48865771633875","285","285","285","20.940148563199823","20.940148563199823","20.940148563199823","285","285","285","21.28867364733828","21.28867364733828","21.28867364733828","285","285","285","21.40130668899211","21.40130668899211","21.40130668899211","285","285","285","25.335783612130072","25.335783612130072","25.335783612130072"
"87000","290","290","290","20.83570298326613","20.83570298326613","20.83570298326613","290","290","290","25.29905918667431","25.29905918667431","25.29905918667431","290","290","290","25.920523385116212","25.920523385116212","25.920523385116212","290","290","290","19.174579895639994","19.174579895639994","19.174579895639994","290","290","290","19.924843468858928","19.924843468858928","19.924843468858928","290","290","290","24.746556983737264","24.746556983737264","24.746556983737264","290","290","290","21.371777877622772","21.371777877622772","21.371777877622772","290","290","290","20.91268080619031","20.91268080619031","20.91268080619031","290","290","290","21.101216721104155","21.101216721104155","21.101216721104155","290","290","290","24.992915885734828","24.992915885734828","24.992915885734828"
"88500","295","295","295","20.946618580058487","20.946618580058487","20.946618580058487","295","295","295","24.945570490759504","24.945570490759504","24.945570490759504","295","295","295","25.75313690417127","25.75313690417127","25.75313690417127","295","295","295","18.902429122890865","18.902429122890865","18.902429122890865","295","295","295","20.093789725031414","20.093789725031414","20.093789725031414","295","295","295","24.821276166252865","24.821276166252865","24.821276166252865","295","295","295","21.347111289179896","21.347111289179896","21.347111289179896","295","295","295","20.890746913511986","20.890746913511986","20.890746913511986","295","295","295","21.6829650885314","21.6829650885314","21.6829650885314","295","295","295","24.435013315467735","24.435013315467735","24.435013315467735"
"90000","300","300","300","21.128996677117833","21.128996677117833","21.128996677117833","300","300","300","24.996923536401013","24.996923536401013","24.996923536401013","300","300","300","25.43639103436823","25.43639103436823","25.43639103436823","300","300","300","18.602002761227965","18.602002761227965","18.602002761227965","300","300","300","20.118617475631694","20.118617475631694","20.118617475631694","300","300","300","24.419192395564192","24.419192395564192","24.419192395564192","300","300","300","21.069397316794348","21.069397316794348","21.069397316794348","300","300","300","20.68113227632493","20.68113227632493","20.68113227632493","300","300","300","21.289541810177607","21.289541810177607","21.289541810177607","300","300","300","23.67572856251974","23.67572856251974","23.67572856251974"
"91500","305","305","305","21.274974028724923","21.274974028724923","21.274974028724923","305","305","305","25.252698091018193","25.252698091018193","25.252698091018193","305","305","305","24.856881443263973","24.856881443263973","24.856881443263973","305","305","305","18.531234515084712","18.531234515084712","18.531234515084712","305","305","305","20.164248015737243","20.164248015737243","20.164248015737243","305","305","305","24.23099859356931","24.23099859356931","24.23099859356931","305","305","305","21.227765307970618","21.227765307970618","21.227765307970618","305","305","305","20.374584824453176","20.374584824453176","20.374584824453176","305","305","305","21.488497663126186","21.488497663126186","21.488497663126186","305","305","305","23.698515476366257","23.698515476366257","23.698515476366257"
"93000","310","310","310","21.605425226316797","21.605425226316797","21.605425226316797","310","310","310","25.522297945130017","25.522297945130017","25.522297945130017","310","310","310","24.721318669984697","24.721318669984697","24.721318669984697","310","310","310","18.77720952093697","18.77720952093697","18.77720952093697","310","310","310","20.163939180751772","20.163939180751772","20.163939180751772","310","310","310","23.605508083649315","23.605508083649315","23.605508083649315","310","310","310","21.274620513193177","21.274620513193177","21.274620513193177","310","310","310","20.86462465826967","20.86462465826967","20.86462465826967","310","310","310","21.591255398386924","21.591255398386924","21.591255398386924","310","310","310","24.03253589311266","24.03253589311266","24.03253589311266"
"94500","315","315","315","21.729693091815683","21.729693091815683","21.729693091815683","315","315","315","25.437350705720092","25.437350705720092","25.437350705720092","315","315","315","24.547151397221974","24.547151397221974","24.547151397221974","315","315","315","18.701838010906844","18.701838010906844","18.701838010906844","315","315","315","20.229858290341237","20.229858290341237","20.229858290341237","315","315","315","23.85574485905218","23.85574485905218","23.85574485905218","315","315","315","21.364688158533774","21.364688158533774","21.364688158533774","315","315","315","21.503907452679826","21.503907452679826","21.503907452679826","315","315","315","21.699013959565004","21.699013959565004","21.699013959565004","315","315","315","23.53390270465942","23.53390270465942","23.53390270465942"
"96000","320","320","320","21.29029514879507","21.29029514879507","21.29029514879507","320","320","320","25.368148850639244","25.368148850639244","25.368148850639244","320","320","320","24.08629590697324","24.08629590697324","24.08629590697324","320","320","320","18.959661751864864","18.959661751864864","18.959661751864864","320","320","320","20.415279290989805","20.415279290989805","20.415279290989805","320","320","320","23.297507752135353","23.297507752135353","23.297507752135353","320","320","320","21.797178358362927","21.797178358362927","21.797178358362927","320","320","320","21.949053843091775","21.949053843091775","21.949053843091775","320","320","320","21.044165376207793","21.044165376207793","21.044165376207793","320","320","320","23.66804023942747","23.66804023942747","23.66804023942747"
"97500","325","325","325","20.87148733291458","20.87148733291458","20.87148733291458","325","325","325","25.379569261330253","25.379569261330253","25.379569261330253","325","325","325","23.731690765362455","23.731690765362455","23.731690765362455","325","325","325","18.74981355598041","18.74981355598041","18.74981355598041","325","325","325","20.319705727757007","20.319705727757007","20.319705727757007","325","325","325","23.35326727342774","23.35326727342774","23.35326727342774","325","325","325","22.6154712232567","22.6154712232567","22.6154712232567","325","325","325","22.157283972350342","22.157283972350342","22.157283972350342","325","325","325","20.97075351582963","20.97075351582963","20.97075351582963","325","325","325","23.349722784652457","23.349722784652457","23.349722784652457"
"99000","330","330","330","21.358010521212353","21.358010521212353","21.358010521212353","330","330","330","25.17780612332986","25.17780612332986","25.17780612332986","330","330","330","22.967388943457166","22.967388943457166","22.967388943457166","330","330","330","18.913246529088664","18.913246529088664","18.913246529088664","330","330","330","20.454433020725293","20.454433020725293","20.454433020725293","330","330","330","23.72230798998814","23.72230798998814","23.72230798998814","330","330","330","22.457710034554665","22.457710034554665","22.457710034554665","330","330","330","22.481572048993403","22.481572048993403","22.481572048993403","330","330","330","21.3962758178367","21.3962758178367","21.3962758178367","330","330","330","22.996943295173388","22.996943295173388","22.996943295173388"
"100500","335","335","335","21.856221696494185","21.856221696494185","21.856221696494185","335","335","335","25.22903631478191","25.22903631478191","25.22903631478191","335","335","335","22.65367181416959","22.65367181416959","22.65367181416959","335","335","335","19.099362978510026","19.099362978510026","19.099362978510026","335","335","335","20.66967660341634","20.66967660341634","20.66967660341634","335","335","335","23.871966329642202","23.871966329642202","23.871966329642202","335","335","335","22.286739680222002","22.286739680222002","22.286739680222002","335","335","335","22.713364718109343","22.713364718109343","22.713364718109343","335","335","335","21.594949310343942","21.594949310343942","21.594949310343942","335","335","335","23.30154914890061","23.30154914890061","23.30154914890061"
"102000","340","340","340","21.517731855607757","21.517731855607757","21.517731855607757","340","340","340","24.420005956944525","24.420005956944525","24.420005956944525","340","340","340","22.872129873002212","22.872129873002212","22.872129873002212","340","340","340","19.00874255752869","19.00874255752869","19.00874255752869","340","340","340","20.13941012259579","20.13941012259579","20.13941012259579","340","340","340","24.120788194536463","24.120788194536463","24.120788194536463","340","340","340","22.573481168101022","22.573481168101022","22.573481168101022","340","340","340","22.81498915886865","22.81498915886865","22.81498915886865","340","340","340","21.383329510679854","21.383329510679854","21.383329510679854","340","340","340","23.19124137477826","23.19124137477826","23.19124137477826"
"103500","345","345","345","21.542959242128013","21.542959242128013","21.542959242128013","345","345","345","23.76127656019423","23.76127656019423","23.76127656019423","345","345","345","22.95530910792658","22.95530910792658","22.95530910792658","345","345","345","19.561284099316914","19.561284099316914","19.561284099316914","345","345","345","20.294012759523252","20.294012759523252","20.294012759523252","345","345","345","24.125964890163097","24.125964890163097","24.125964890163097","345","345","345","23.227052390614045","23.227052390614045","23.227052390614045","345","345","345","22.909895891890265","22.909895891890265","22.909895891890265","345","345","345","21.592544872536642","21.592544872536642","21.592544872536642","345","345","345","23.715489689138312","23.715489689138312","23.715489689138312"
"105000","350","350","350","22.09536928704868","22.09536928704868","22.09536928704868","350","350","350","24.168597316870624","24.168597316870624","24.168597316870624","350","350","350","22.43377295692586","22.43377295692586","22.43377295692586","350","350","350","19.848219508620044","19.848219508620044","19.848219508620044","350","350","350","20.82534996731373","20.82534996731373","20.82534996731373","350","350","350","24.85506911210713","24.85506911210713","24.85506911210713","350","350","350","23.20673369182799","23.20673369182799","23.20673369182799","350","350","350","22.949063153510664","22.949063153510664","22.949063153510664","350","350","350","21.65452097724609","21.65452097724609","21.65452097724609","350","350","350","24.145137167436346","24.145137167436346","24.145137167436346"
"106500","355","355","355","22.59940360476942","22.59940360476942","22.59940360476942","355","355","355","24.209188946425094","24.209188946425094","24.209188946425094","355","355","355","23.24851793665607","23.24851793665607","23.24851793665607","355","355","355","20.168419888112798","20.168419888112798","20.168419888112798","355","355","355","20.890987758696493","20.890987758696493","20.890987758696493","355","355","355","25.38840361718188","25.38840361718188","25.38840361718188","355","355","355","23.434388176341514","23.434388176341514","23.434388176341514","355","355","355","23.301041082278516","23.301041082278516","23.301041082278516","355","355","355","21.403368807867864","21.403368807867864","21.403368807867864","355","355","355","24.54229441772009","24.54229441772009","24.54229441772009"
"108000","360","360","360","22.228820838435905","22.228820838435905","22.228820838435905","360","360","360","23.943187795167624","23.943187795167624","23.943187795167624","360","360","360","23.284678445913414","23.284678445913414","23.284678445913414","360","360","360","20.438048999294942","20.438048999294942","20.438048999294942","360","360","360","20.914313011312387","20.914313011312387","20.914313011312387","360","360","360","25.44964946790346","25.44964946790346","25.44964946790346","360","360","360","24.279363745386934","24.279363745386934","24.279363745386934","360","360","360","22.97888013616892","22.97888013616892","22.97888013616892","360","360","360","21.335941531328835","21.335941531328835","21.335941531328835","360","360","360","24.697666386039554","24.697666386039554","24.697666386039554"
"109500","365","365","365","22.22424447168149","22.22424447168149","22.22424447168149","365","365","365","24.23332649656678","24.23332649656678","24.23332649656678","365","365","365","23.7040982911032","23.7040982911032","23.7040982911032","365","365","365","20.528071004905495","20.528071004905495","20.528071004905495","365","365","365","20.853368942475157","20.853368942475157","20.853368942475157","365","365","365","25.701147783078813","25.701147783078813","25.701147783078813","365","365","365","24.09993505025247","24.09993505025247","24.09993505025247","365","365","365","23.421273054519585","23.421273054519585","23.421273054519585","365","365","365","21.468639880842183","21.468639880842183","21.468639880842183","365","365","365","24.061112121642847","24.061112121642847","24.061112121642847"
"111000","370","370","370","22.539089254747896","22.539089254747896","22.539089254747896","370","370","370","24.21834397368621","24.21834397368621","24.21834397368621","370","370","370","23.988111297170327","23.988111297170327","23.988111297170327","370","370","370","20.989924073143246","20.989924073143246","20.989924073143246","370","370","370","20.866865123424862","20.866865123424862","20.866865123424862","370","370","370","25.483387545435527","25.483387545435527","25.483387545435527","370","370","370","23.883015740949418","23.883015740949418","23.883015740949418","370","370","370","23.130417319568064","23.130417319568064","23.130417319568064","370","370","370","21.519826228537635","21.519826228537635","21.519826228537635","370","370","370","24.586534620168063","24.586534620168063","24.586534620168063"
"112500","375","375","375","22.705540190087845","22.705540190087845","22.705540190087845","375","375","375","24.303670247758276","24.303670247758276","24.303670247758276","375","375","375","24.146199650593015","24.146199650593015","24.146199650593015","375","375","375","21.557472933105906","21.557472933105906","21.557472933105906","375","375","375","20.731386739688432","20.731386739688432","20.731386739688432","375","375","375","25.385486543387792","25.385486543387792","25.385486543387792","375","375","375","24.137912934007964","24.137912934007964","24.137912934007964","375","375","375","23.342038547213676","23.342038547213676","23.342038547213676","375","375","375","21.73393787011141","21.73393787011141","21.73393787011141","375","375","375","24.292511769869666","24.292511769869666","24.292511769869666"
"114000","380","380","380","22.980984174159406","22.980984174159406","22.980984174159406","380","380","380","24.030052839408135","24.030052839408135","24.030052839408135","380","380","380","24.27606300219612","24.27606300219612","24.27606300219612","380","380","380","21.577483350455665","21.577483350455665","21.577483350455665","380","380","380","20.6183311569764","20.6183311569764","20.6183311569764","380","380","380","25.236209758202662","25.236209758202662","25.236209758202662","380","380","380","23.880802819259475","23.880802819259475","23.880802819259475","380","380","380","23.58654771189283","23.58654771189283","23.58654771189283","380","380","380","21.60638097489206","21.60638097489206","21.60638097489206","380","380","380","24.22746191813165","24.22746191813165","24.22746191813165"
"115500","385","385","385","22.981118020934588","22.981118020934588","22.981118020934588","385","385","385","23.300915472406295","23.300915472406295","23.300915472406295","385","385","385","24.361183770063235","24.361183770063235","24.361183770063235","385","385","385","21.863747225403515","21.863747225403515","21.863747225403515","385","385","385","20.606917751146415","20.606917751146415","20.606917751146415","385","385","385","25.220389733884808","25.220389733884808","25.220389733884808","385","385","385","24.259672637332507","24.259672637332507","24.259672637332507","385","385","385","23.60880941695879","23.60880941695879","23.60880941695879","385","385","385","21.98555236317631","21.98555236317631","21.98555236317631","385","385","385","24.443555236841803","24.443555236841803","24.443555236841803"
"117000","390","390","390","23.180756078471457","23.180756078471457","23.180756078471457","390","390","390","22.93312051168622","22.93312051168622","22.93312051168622","390","390","390","24.698965710552","24.698965710552","24.698965710552","390","390","390","22.04053283823712","22.04053283823712","22.04053283823712","390","390","390","20.60713722730192","20.60713722730192","20.60713722730192","390","390","390","24.919799353451182","24.919799353451182","24.919799353451182","390","390","390","24.622427126237245","24.622427126237245","24.622427126237245","390","390","390","23.686203595155344","23.686203595155344","23.686203595155344","390","390","390","22.071761906612778","22.071761906612778","22.071761906612778","390","390","390","24.539574183982907","24.539574183982907","24.539574183982907"
"118500","395","395","395","23.238692822944618","23.238692822944618","23.238692822944618","395","395","395","22.424125457138913","22.424125457138913","22.424125457138913","395","395","395","24.766616906586023","24.766616906586023","24.766616906586023","395","395","395","21.64558995893898","21.64558995893898","21.64558995893898","395","395","395","20.720010374676804","20.720010374676804","20.720010374676804","395","395","395","24.353364860441744","24.353364860441744","24.353364860441744","395","395","395","24.724137141032053","24.724137141032053","24.724137141032053","395","395","395","23.796649172417414","23.796649172417414","23.796649172417414","395","395","395","22.19448367572754","22.19448367572754","22.19448367572754","395","395","395","24.891969993032006","24.891969993032006","24.891969993032006"
"120000","400","400","400","23.534714882973702","23.534714882973702","23.534714882973702","400","400","400","22.78939118225136","22.78939118225136","22.78939118225136","400","400","400","24.87927670938677","24.87927670938677","24.87927670938677","400","400","400","21.88391601747485","21.88391601747485","21.88391601747485","400","400","400","20.362669494446262","20.362669494446262","20.362669494446262","400","400","400","24.776691789340234","24.776691789340234","24.776691789340234","400","400","400","24.305355846196235","24.305355846196235","24.305355846196235","400","400","400","23.66896702142888","23.66896702142888","23.66896702142888","400","400","400","22.25635148158145","22.25635148158145","22.25635148158145","400","400","400","24.821220361595564","24.821220361595564","24.821220361595564"
"121500","405","405","405","23.74893643121033","23.74893643121033","23.74893643121033","405","405","405","23.47810926505067","23.47810926505067","23.47810926505067","405","405","405","24.97583654204626","24.97583654204626","24.97583654204626","405","405","405","22.058302313634737","22.058302313634737","22.058302313634737","405","405","405","20.160366174475783","20.160366174475783","20.160366174475783","405","405","405","24.52940595067689","24.52940595067689","24.52940595067689","405","405","405","24.89839258758877","24.89839258758877","24.89839258758877","405","405","405","23.89839655669475","23.89839655669475","23.89839655669475","405","405","405","22.62919005037478","22.62919005037478","22.62919005037478","405","405","405","25.288647588890495","25.288647588890495","25.288647588890495"
"123000","410","410","410","23.286259688073542","23.286259688073542","23.286259688073542","410","410","410","23.018372422869934","23.018372422869934","23.018372422869934","410","410","410","24.94372902314946","24.94372902314946","24.94372902314946","410","410","410","22.16945294747973","22.16945294747973","22.16945294747973","410","410","410","19.982255232933536","19.982255232933536","19.982255232933536","410","410","410","24.712062343092374","24.712062343092374","24.712062343092374","410","410","410","24.995173503228433","24.995173503228433","24.995173503228433","410","410","410","23.944795487102677","23.944795487102677","23.944795487102677","410","410","410","22.905733059960554","22.905733059960554","22.905733059960554","410","410","410","25.429169431876385","25.429169431876385","25.429169431876385"
"124500","415","415","415","23.92044331219535","23.92044331219535","23.92044331219535","415","415","415","22.829162322104686","22.829162322104686","22.829162322104686","415","415","415","25.113465258832452","25.113465258832452","25.113465258832452","415","415","415","22.067367110881815","22.067367110881815","22.067367110881815","415","415","415","19.908471012925748","19.908471012925748","19.908471012925748","415","415","415","24.59029927984285","24.59029927984285","24.59029927984285","415","415","415","24.71062132186885","24.71062132186885","24.71062132186885","415","415","415","24.295536781908677","24.295536781908677","24.295536781908677","415","415","415","23.069602523507147","23.069602523507147","23.069602523507147","415","415","415","25.913453481075923","25.913453481075923","25.913453481075923"
"126000","420","420","420","24.024457083727373","24.024457083727373","24.024457083727373","420","420","420","22.894889564144066","22.894889564144066","22.894889564144066","420","420","420","25.185464647528583","25.185464647528583","25.185464647528583","420","420","420","22.145157526930774","22.145157526930774","22.145157526930774","420","420","420","20.065782326116167","20.065782326116167","20.065782326116167","420","420","420","24.496195424621078","24.496195424621078","24.496195424621078","420","420","420","24.94341553763659","24.94341553763659","24.94341553763659","420","420","420","24.466681753734274","24.466681753734274","24.466681753734274","420","420","420","23.15665335628442","23.15665335628442","23.15665335628442","420","420","420","26.144412977277597","26.144412977277597","26.144412977277597"
"127500","425","425","425","24.09986391722545","24.09986391722545","24.09986391722545","425","425","425","22.843971098694603","22.843971098694603","22.843971098694603","425","425","425","25.407866584955723","25.407866584955723","25.407866584955723","425","425","425","22.715571774972567","22.715571774972567","22.715571774972567","425","425","425","20.04951241751788","20.04951241751788","20.04951241751788","425","425","425","24.934898269411587","24.934898269411587","24.934898269411587","425","425","425","25.232374145098156","25.232374145098156","25.232374145098156","425","425","425","24.419827156467417","24.419827156467417","24.419827156467417","425","425","425","23.702691103580396","23.702691103580396","23.702691103580396","425","425","425","26.677874192225907","26.677874192225907","26.677874192225907"
"129000","430","430","430","24.221256590794592","24.221256590794592","24.221256590794592","430","430","430","23.137802990296773","23.137802990296773","23.137802990296773","430","430","430","25.24995810892272","25.24995810892272","25.24995810892272","430","430","430","23.00354897483008","23.00354897483008","23.00354897483008","430","430","430","21.0009006695565","21.0009006695565","21.0009006695565","430","430","430","25.007309849731698","25.007309849731698","25.007309849731698","430","430","430","25.096621705254957","25.096621705254957","25.096621705254957","430","430","430","24.764259625062824","24.764259625062824","24.764259625062824","430","430","430","23.508944919121312","23.508944919121312","23.508944919121312","430","430","430","26.73935590494159","26.73935590494159","26.73935590494159"
"130500","435","435","435","24.456207744896446","24.456207744896446","24.456207744896446","435","435","435","23.41081891638908","23.41081891638908","23.41081891638908","435","435","435","24.907646146708075","24.907646146708075","24.907646146708075","435","435","435","22.846639352398487","22.846639352398487","22.846639352398487","435","435","435","21.321915428429534","21.321915428429534","21.321915428429534","435","435","435","25.562685384817893","25.562685384817893","25.562685384817893","435","435","435","25.35466496424513","25.35466496424513","25.35466496424513","435","435","435","24.751435265281398","24.751435265281398","24.751435265281398","435","435","435","23.475930959895734","23.475930959895734","23.475930959895734","435","435","435","26.310929345464572","26.310929345464572","26.310929345464572"
"132000","440","440","440","24.650223442660007","24.650223442660007","24.650223442660007","440","440","440","23.362857999160237","23.362857999160237","23.362857999160237","440","440","440","25.24265707765536","25.24265707765536","25.24265707765536","440","440","440","22.716337609147075","22.716337609147075","22.716337609147075","440","440","440","21.482232400837102","21.482232400837102","21.482232400837102","440","440","440","25.63714091254747","25.63714091254747","25.63714091254747","440","440","440","25.638518668312553","25.638518668312553","25.638518668312553","440","440","440","24.419663659780404","24.419663659780404","24.419663659780404","440","440","440","24.20794896394377","24.20794896394377","24.20794896394377","440","440","440","26.765747736714275","26.765747736714275","26.765747736714275"
"133500","445","445","445","24.705106805992536","24.705106805992536","24.705106805992536","445","445","445","23.60731192753984","23.60731192753984","23.60731192753984","445","445","445","25.423076220616423","25.423076220616423","25.423076220616423","445","445","445","22.718381565144192","22.718381565144192","22.718381565144192","445","445","445","21.37491357380306","21.37491357380306","21.37491357380306","445","445","445","26.339246006050736","26.339246006050736","26.339246006050736","445","445","445","25.71380975928203","25.71380975928203","25.71380975928203","445","445","445","24.651106452911627","24.651106452911627","24.651106452911627","445","445","445","25.287715781582406","25.287715781582406","25.287715781582406","445","445","445","26.699574680200435","26.699574680200435","26.699574680200435"
"135000","450","450","450","24.720617784668033","24.720617784668033","24.720617784668033","450","450","450","23.707865449707878","23.707865449707878","23.707865449707878","450","450","450","25.433020137173262","25.433020137173262","25.433020137173262","450","450","450","23.205035448340315","23.205035448340315","23.205035448340315","450","450","450","21.46330702736249","21.46330702736249","21.46330702736249","450","450","450","27.051586003375167","27.051586003375167","27.051586003375167","450","450","450","24.865235157152878","24.865235157152878","24.865235157152878","450","450","450","24.32726670437055","24.32726670437055","24.32726670437055","450","450","450","25.332595319423504","25.332595319423504","25.332595319423504","450","450","450","27.6181351408655","27.6181351408655","27.6181351408655"
"136500","455","455","455","24.87996642240245","24.87996642240245","24.87996642240245","455","455","455","24.026523552985573","24.026523552985573","24.026523552985573","455","455","455","25.946056849031507","25.946056849031507","25.946056849031507","455","455","455","23.228649841721836","23.228649841721836","23.228649841721836","455","455","455","21.579110727410992","21.579110727410992","21.579110727410992","455","455","455","26.864398028719567","26.864398028719567","26.864398028719567","455","455","455","25.22660729814608","25.22660729814608","25.22660729814608","455","455","455","24.762779112106223","24.762779112106223","24.762779112106223","455","455","455","25.01225877704251","25.01225877704251","25.01225877704251","455","455","455","28.10897000967399","28.10897000967399","28.10897000967399"
"138000","460","460","460","24.68164028154128","24.68164028154128","24.68164028154128","460","460","460","24.24247654570654","24.24247654570654","24.24247654570654","460","460","460","25.96356969207377","25.96356969207377","25.96356969207377","460","460","460","23.246014683746726","23.246014683746726","23.246014683746726","460","460","460","22.070105967682988","22.070105967682988","22.070105967682988","460","460","460","26.424056477006076","26.424056477006076","26.424056477006076","460","460","460","25.76924860711782","25.76924860711782","25.76924860711782","460","460","460","24.80297367290845","24.80297367290845","24.80297367290845","460","460","460","24.730912298446967","24.730912298446967","24.730912298446967","460","460","460","27.9487413586903","27.9487413586903","27.9487413586903"
"139500","465","465","465","25.11286791598043","25.11286791598043","25.11286791598043","465","465","465","24.68159063334242","24.68159063334242","24.68159063334242","465","465","465","26.052907096255975","26.052907096255975","26.052907096255975","465","465","465","23.421416447167175","23.421416447167175","23.421416447167175","465","465","465","22.294755831206977","22.294755831206977","22.294755831206977","465","465","465","26.71470815749412","26.71470815749412","26.71470815749412","465","465","465","25.413266062316808","25.413266062316808","25.413266062316808","465","465","465","24.86933571357068","24.86933571357068","24.86933571357068","465","465","465","25.440320080040202","25.440320080040202","25.440320080040202","465","465","465","28.187904500798957","28.187904500798957","28.187904500798957"
"141000","470","470","470","25.136713623501834","25.136713623501834","25.136713623501834","470","470","470","24.85794372282057","24.85794372282057","24.85794372282057","470","470","470","25.68752329217021","25.68752329217021","25.68752329217021","470","470","470","23.473960578538218","23.473960578538218","23.473960578538218","470","470","470","22.23357914860058","22.23357914860058","22.23357914860058","470","470","470","27.188600374039","27.188600374039","27.188600374039","470","470","470","25.056405349048326","25.056405349048326","25.056405349048326","470","470","470","25.59084705167853","25.59084705167853","25.59084705167853","470","470","470","25.119260575321213","25.119260575321213","25.119260575321213","470","470","470","27.732842585472792","27.732842585472792","27.732842585472792"
"142500","475","475","475","24.852032287074177","24.852032287074177","24.852032287074177","475","475","475","24.695855611972785","24.695855611972785","24.695855611972785","475","475","475","25.45457819177156","25.45457819177156","25.45457819177156","475","475","475","23.44665758723348","23.44665758723348","23.44665758723348","475","475","475","22.3644624529186","22.3644624529186","22.3644624529186","475","475","475","26.580818012757653","26.580818012757653","26.580818012757653","475","475","475","25.22266589543438","25.22266589543438","25.22266589543438","475","475","475","25.82622982181476","25.82622982181476","25.82622982181476","475","475","475","24.90498836928914","24.90498836928914","24.90498836928914","475","475","475","27.14163485205861","27.14163485205861","27.14163485205861"
"144000","480","480","480","24.51599999838246","24.51599999838246","24.51599999838246","480","480","480","25.508666687862544","25.508666687862544","25.508666687862544","480","480","480","25.39882416615423","25.39882416615423","25.39882416615423","480","480","480","23.324893303479122","23.324893303479122","23.324893303479122","480","480","480","22.732645941965107","22.732645941965107","22.732645941965107","480","480","480","26.277137465211933","26.277137465211933","26.277137465211933","480","480","480","25.308257677213874","25.308257677213874","25.308257677213874","480","480","480","25.89460787592148","25.89460787592148","25.89460787592148","480","480","480","25.380581545325917","25.380581545325917","25.380581545325917","480","480","480","26.2660135109734","26.2660135109734","26.2660135109734"
