"time_steps","wandering-sweep-4 - _step","wandering-sweep-4 - _step__MIN","wandering-sweep-4 - _step__MAX","wandering-sweep-4 - agent_eval_episode_waypoints_percent_mean","wandering-sweep-4 - agent_eval_episode_waypoints_percent_mean__MIN","wandering-sweep-4 - agent_eval_episode_waypoints_percent_mean__MAX","sweet-sweep-3 - _step","sweet-sweep-3 - _step__MIN","sweet-sweep-3 - _step__MAX","sweet-sweep-3 - agent_eval_episode_waypoints_percent_mean","sweet-sweep-3 - agent_eval_episode_waypoints_percent_mean__MIN","sweet-sweep-3 - agent_eval_episode_waypoints_percent_mean__MAX","lucky-sweep-2 - _step","lucky-sweep-2 - _step__MIN","lucky-sweep-2 - _step__MAX","lucky-sweep-2 - agent_eval_episode_waypoints_percent_mean","lucky-sweep-2 - agent_eval_episode_waypoints_percent_mean__MIN","lucky-sweep-2 - agent_eval_episode_waypoints_percent_mean__MAX","clear-sweep-1 - _step","clear-sweep-1 - _step__MIN","clear-sweep-1 - _step__MAX","clear-sweep-1 - agent_eval_episode_waypoints_percent_mean","clear-sweep-1 - agent_eval_episode_waypoints_percent_mean__MIN","clear-sweep-1 - agent_eval_episode_waypoints_percent_mean__MAX","playful-sweep-10 - _step","playful-sweep-10 - _step__MIN","playful-sweep-10 - _step__MAX","playful-sweep-10 - agent_eval_episode_waypoints_percent_mean","playful-sweep-10 - agent_eval_episode_waypoints_percent_mean__MIN","playful-sweep-10 - agent_eval_episode_waypoints_percent_mean__MAX","fresh-sweep-8 - _step","fresh-sweep-8 - _step__MIN","fresh-sweep-8 - _step__MAX","fresh-sweep-8 - agent_eval_episode_waypoints_percent_mean","fresh-sweep-8 - agent_eval_episode_waypoints_percent_mean__MIN","fresh-sweep-8 - agent_eval_episode_waypoints_percent_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - agent_eval_episode_waypoints_percent_mean","jumping-sweep-5 - agent_eval_episode_waypoints_percent_mean__MIN","jumping-sweep-5 - agent_eval_episode_waypoints_percent_mean__MAX","good-sweep-4 - _step","good-sweep-4 - _step__MIN","good-sweep-4 - _step__MAX","good-sweep-4 - agent_eval_episode_waypoints_percent_mean","good-sweep-4 - agent_eval_episode_waypoints_percent_mean__MIN","good-sweep-4 - agent_eval_episode_waypoints_percent_mean__MAX","sandy-sweep-3 - _step","sandy-sweep-3 - _step__MIN","sandy-sweep-3 - _step__MAX","sandy-sweep-3 - agent_eval_episode_waypoints_percent_mean","sandy-sweep-3 - agent_eval_episode_waypoints_percent_mean__MIN","sandy-sweep-3 - agent_eval_episode_waypoints_percent_mean__MAX","youthful-sweep-1 - _step","youthful-sweep-1 - _step__MIN","youthful-sweep-1 - _step__MAX","youthful-sweep-1 - agent_eval_episode_waypoints_percent_mean","youthful-sweep-1 - agent_eval_episode_waypoints_percent_mean__MIN","youthful-sweep-1 - agent_eval_episode_waypoints_percent_mean__MAX"
"93000","310","310","310","0.48484848484848486","0.48484848484848486","0.48484848484848486","310","310","310","0.4545454545454546","0.4545454545454546","0.4545454545454546","310","310","310","0.6363636363636364","0.6363636363636364","0.6363636363636364","310","310","310","0.5151515151515151","0.5151515151515151","0.5151515151515151","310","310","310","0.3333333333333333","0.3333333333333333","0.3333333333333333","310","310","310","0.39393939393939387","0.39393939393939387","0.39393939393939387","310","310","310","0.42424242424242425","0.42424242424242425","0.42424242424242425","310","310","310","0.4545454545454546","0.4545454545454546","0.4545454545454546","310","310","310","0.5454545454545454","0.5454545454545454","0.5454545454545454","310","310","310","0.5757575757575758","0.5757575757575758","0.5757575757575758"
"94500","315","315","315","0.5454545454545454","0.5454545454545454","0.5454545454545454","315","315","315","0.7272727272727272","0.7272727272727272","0.7272727272727272","315","315","315","0.4545454545454546","0.4545454545454546","0.4545454545454546","315","315","315","0.45454545454545453","0.45454545454545453","0.45454545454545453","315","315","315","0.5454545454545454","0.5454545454545454","0.5454545454545454","315","315","315","0.6363636363636364","0.6363636363636364","0.6363636363636364","315","315","315","0.42424242424242425","0.42424242424242425","0.42424242424242425","315","315","315","0.6363636363636364","0.6363636363636364","0.6363636363636364","315","315","315","0.3333333333333333","0.3333333333333333","0.3333333333333333","315","315","315","0.3636363636363636","0.3636363636363636","0.3636363636363636"
"96000","320","320","320","0.393939393939394","0.393939393939394","0.393939393939394","320","320","320","0.3636363636363636","0.3636363636363636","0.3636363636363636","320","320","320","0.3333333333333333","0.3333333333333333","0.3333333333333333","320","320","320","0.3636363636363636","0.3636363636363636","0.3636363636363636","320","320","320","0.393939393939394","0.393939393939394","0.393939393939394","320","320","320","0.21212121212121213","0.21212121212121213","0.21212121212121213","320","320","320","0.5757575757575758","0.5757575757575758","0.5757575757575758","320","320","320","0.45454545454545453","0.45454545454545453","0.45454545454545453","320","320","320","0.0909090909090909","0.0909090909090909","0.0909090909090909","320","320","320","0.6363636363636364","0.6363636363636364","0.6363636363636364"
"97500","325","325","325","0.30303030303030304","0.30303030303030304","0.30303030303030304","325","325","325","0.3333333333333333","0.3333333333333333","0.3333333333333333","325","325","325","0.5454545454545454","0.5454545454545454","0.5454545454545454","325","325","325","0.4545454545454546","0.4545454545454546","0.4545454545454546","325","325","325","0.45454545454545453","0.45454545454545453","0.45454545454545453","325","325","325","0.5454545454545454","0.5454545454545454","0.5454545454545454","325","325","325","0.9090909090909091","0.9090909090909091","0.9090909090909091","325","325","325","0.5454545454545454","0.5454545454545454","0.5454545454545454","325","325","325","0.42424242424242425","0.42424242424242425","0.42424242424242425","325","325","325","0.27272727272727276","0.27272727272727276","0.27272727272727276"
"99000","330","330","330","0.4545454545454546","0.4545454545454546","0.4545454545454546","330","330","330","0.3333333333333333","0.3333333333333333","0.3333333333333333","330","330","330","0.48484848484848486","0.48484848484848486","0.48484848484848486","330","330","330","0.3636363636363636","0.3636363636363636","0.3636363636363636","330","330","330","0.48484848484848486","0.48484848484848486","0.48484848484848486","330","330","330","0.5757575757575757","0.5757575757575757","0.5757575757575757","330","330","330","0.24242424242424243","0.24242424242424243","0.24242424242424243","330","330","330","0.6060606060606061","0.6060606060606061","0.6060606060606061","330","330","330","0.7272727272727272","0.7272727272727272","0.7272727272727272","330","330","330","0.48484848484848486","0.48484848484848486","0.48484848484848486"
"100500","335","335","335","0.6666666666666666","0.6666666666666666","0.6666666666666666","335","335","335","0.48484848484848486","0.48484848484848486","0.48484848484848486","335","335","335","0.30303030303030304","0.30303030303030304","0.30303030303030304","335","335","335","0.393939393939394","0.393939393939394","0.393939393939394","335","335","335","0.3333333333333333","0.3333333333333333","0.3333333333333333","335","335","335","0.5757575757575758","0.5757575757575758","0.5757575757575758","335","335","335","0.1818181818181818","0.1818181818181818","0.1818181818181818","335","335","335","0.48484848484848486","0.48484848484848486","0.48484848484848486","335","335","335","0.6363636363636364","0.6363636363636364","0.6363636363636364","335","335","335","0.5454545454545454","0.5454545454545454","0.5454545454545454"
"102000","340","340","340","0.15151515151515152","0.15151515151515152","0.15151515151515152","340","340","340","0.27272727272727276","0.27272727272727276","0.27272727272727276","340","340","340","0.5757575757575757","0.5757575757575757","0.5757575757575757","340","340","340","0.30303030303030304","0.30303030303030304","0.30303030303030304","340","340","340","0.21212121212121213","0.21212121212121213","0.21212121212121213","340","340","340","0.5151515151515151","0.5151515151515151","0.5151515151515151","340","340","340","0.6666666666666666","0.6666666666666666","0.6666666666666666","340","340","340","0.6363636363636364","0.6363636363636364","0.6363636363636364","340","340","340","0.4545454545454546","0.4545454545454546","0.4545454545454546","340","340","340","0.42424242424242425","0.42424242424242425","0.42424242424242425"
"103500","345","345","345","0.5151515151515151","0.5151515151515151","0.5151515151515151","345","345","345","0.393939393939394","0.393939393939394","0.393939393939394","345","345","345","0.606060606060606","0.606060606060606","0.606060606060606","345","345","345","0.5757575757575757","0.5757575757575757","0.5757575757575757","345","345","345","0.5454545454545454","0.5454545454545454","0.5454545454545454","345","345","345","0.5454545454545454","0.5454545454545454","0.5454545454545454","345","345","345","0.7272727272727272","0.7272727272727272","0.7272727272727272","345","345","345","0.3333333333333333","0.3333333333333333","0.3333333333333333","345","345","345","0.5757575757575758","0.5757575757575758","0.5757575757575758","345","345","345","0.8181818181818182","0.8181818181818182","0.8181818181818182"
"105000","350","350","350","0.606060606060606","0.606060606060606","0.606060606060606","350","350","350","0.5151515151515151","0.5151515151515151","0.5151515151515151","350","350","350","0.39393939393939387","0.39393939393939387","0.39393939393939387","350","350","350","0.5757575757575757","0.5757575757575757","0.5757575757575757","350","350","350","0.6060606060606061","0.6060606060606061","0.6060606060606061","350","350","350","0.8181818181818182","0.8181818181818182","0.8181818181818182","350","350","350","0.5151515151515151","0.5151515151515151","0.5151515151515151","350","350","350","0.4242424242424243","0.4242424242424243","0.4242424242424243","350","350","350","0.5151515151515151","0.5151515151515151","0.5151515151515151","350","350","350","0.6969696969696969","0.6969696969696969","0.6969696969696969"
"106500","355","355","355","0.7272727272727272","0.7272727272727272","0.7272727272727272","355","355","355","0.2727272727272727","0.2727272727272727","0.2727272727272727","355","355","355","0.7272727272727272","0.7272727272727272","0.7272727272727272","355","355","355","0.5454545454545454","0.5454545454545454","0.5454545454545454","355","355","355","0.30303030303030304","0.30303030303030304","0.30303030303030304","355","355","355","0.6363636363636364","0.6363636363636364","0.6363636363636364","355","355","355","0.3333333333333333","0.3333333333333333","0.3333333333333333","355","355","355","0.48484848484848486","0.48484848484848486","0.48484848484848486","355","355","355","0.4545454545454546","0.4545454545454546","0.4545454545454546","355","355","355","0.8484848484848485","0.8484848484848485","0.8484848484848485"
"108000","360","360","360","0.24242424242424243","0.24242424242424243","0.24242424242424243","360","360","360","0.42424242424242425","0.42424242424242425","0.42424242424242425","360","360","360","0.5454545454545454","0.5454545454545454","0.5454545454545454","360","360","360","0.45454545454545453","0.45454545454545453","0.45454545454545453","360","360","360","0.45454545454545453","0.45454545454545453","0.45454545454545453","360","360","360","0.393939393939394","0.393939393939394","0.393939393939394","360","360","360","0.7575757575757575","0.7575757575757575","0.7575757575757575","360","360","360","0.30303030303030304","0.30303030303030304","0.30303030303030304","360","360","360","0.3333333333333333","0.3333333333333333","0.3333333333333333","360","360","360","0.42424242424242425","0.42424242424242425","0.42424242424242425"
"109500","365","365","365","0.48484848484848486","0.48484848484848486","0.48484848484848486","365","365","365","0.4545454545454546","0.4545454545454546","0.4545454545454546","365","365","365","0.8181818181818182","0.8181818181818182","0.8181818181818182","365","365","365","0.3636363636363636","0.3636363636363636","0.3636363636363636","365","365","365","0.48484848484848486","0.48484848484848486","0.48484848484848486","365","365","365","0.48484848484848486","0.48484848484848486","0.48484848484848486","365","365","365","0.3636363636363636","0.3636363636363636","0.3636363636363636","365","365","365","0.6666666666666666","0.6666666666666666","0.6666666666666666","365","365","365","0.5454545454545454","0.5454545454545454","0.5454545454545454","365","365","365","0.30303030303030304","0.30303030303030304","0.30303030303030304"
"111000","370","370","370","0.5454545454545454","0.5454545454545454","0.5454545454545454","370","370","370","0.42424242424242425","0.42424242424242425","0.42424242424242425","370","370","370","0.6666666666666666","0.6666666666666666","0.6666666666666666","370","370","370","0.5151515151515151","0.5151515151515151","0.5151515151515151","370","370","370","0.5151515151515151","0.5151515151515151","0.5151515151515151","370","370","370","0.393939393939394","0.393939393939394","0.393939393939394","370","370","370","0.393939393939394","0.393939393939394","0.393939393939394","370","370","370","0.48484848484848486","0.48484848484848486","0.48484848484848486","370","370","370","0.5151515151515151","0.5151515151515151","0.5151515151515151","370","370","370","0.6969696969696969","0.6969696969696969","0.6969696969696969"
"112500","375","375","375","0.5151515151515151","0.5151515151515151","0.5151515151515151","375","375","375","0.5757575757575758","0.5757575757575758","0.5757575757575758","375","375","375","0.48484848484848486","0.48484848484848486","0.48484848484848486","375","375","375","0.7575757575757575","0.7575757575757575","0.7575757575757575","375","375","375","0.42424242424242414","0.42424242424242414","0.42424242424242414","375","375","375","0.7575757575757577","0.7575757575757577","0.7575757575757577","375","375","375","0.393939393939394","0.393939393939394","0.393939393939394","375","375","375","0.6363636363636364","0.6363636363636364","0.6363636363636364","375","375","375","0.6363636363636364","0.6363636363636364","0.6363636363636364","375","375","375","0.3636363636363636","0.3636363636363636","0.3636363636363636"
"114000","380","380","380","0.5454545454545454","0.5454545454545454","0.5454545454545454","380","380","380","0.5454545454545454","0.5454545454545454","0.5454545454545454","380","380","380","0.5454545454545455","0.5454545454545455","0.5454545454545455","380","380","380","0.5757575757575758","0.5757575757575758","0.5757575757575758","380","380","380","0.4545454545454546","0.4545454545454546","0.4545454545454546","380","380","380","0.5757575757575758","0.5757575757575758","0.5757575757575758","380","380","380","0.1818181818181818","0.1818181818181818","0.1818181818181818","380","380","380","0.45454545454545453","0.45454545454545453","0.45454545454545453","380","380","380","0.393939393939394","0.393939393939394","0.393939393939394","380","380","380","0.3636363636363636","0.3636363636363636","0.3636363636363636"
"115500","385","385","385","0.4545454545454546","0.4545454545454546","0.4545454545454546","385","385","385","0.2727272727272727","0.2727272727272727","0.2727272727272727","385","385","385","0.42424242424242425","0.42424242424242425","0.42424242424242425","385","385","385","0.393939393939394","0.393939393939394","0.393939393939394","385","385","385","0.2727272727272727","0.2727272727272727","0.2727272727272727","385","385","385","0.3333333333333333","0.3333333333333333","0.3333333333333333","385","385","385","0.7272727272727272","0.7272727272727272","0.7272727272727272","385","385","385","0.42424242424242425","0.42424242424242425","0.42424242424242425","385","385","385","0.6969696969696969","0.6969696969696969","0.6969696969696969","385","385","385","0.6060606060606061","0.6060606060606061","0.6060606060606061"
"117000","390","390","390","0.7272727272727272","0.7272727272727272","0.7272727272727272","390","390","390","0.6969696969696969","0.6969696969696969","0.6969696969696969","390","390","390","0.5757575757575757","0.5757575757575757","0.5757575757575757","390","390","390","0.45454545454545453","0.45454545454545453","0.45454545454545453","390","390","390","0.3636363636363636","0.3636363636363636","0.3636363636363636","390","390","390","0.48484848484848486","0.48484848484848486","0.48484848484848486","390","390","390","0.5151515151515151","0.5151515151515151","0.5151515151515151","390","390","390","0.5454545454545454","0.5454545454545454","0.5454545454545454","390","390","390","0.42424242424242414","0.42424242424242414","0.42424242424242414","390","390","390","0.6969696969696969","0.6969696969696969","0.6969696969696969"
"118500","395","395","395","0.42424242424242425","0.42424242424242425","0.42424242424242425","395","395","395","0.5151515151515151","0.5151515151515151","0.5151515151515151","395","395","395","0.48484848484848486","0.48484848484848486","0.48484848484848486","395","395","395","0.42424242424242425","0.42424242424242425","0.42424242424242425","395","395","395","0.6363636363636364","0.6363636363636364","0.6363636363636364","395","395","395","0.30303030303030304","0.30303030303030304","0.30303030303030304","395","395","395","0.48484848484848486","0.48484848484848486","0.48484848484848486","395","395","395","0.5151515151515151","0.5151515151515151","0.5151515151515151","395","395","395","0.42424242424242425","0.42424242424242425","0.42424242424242425","395","395","395","0.6060606060606061","0.6060606060606061","0.6060606060606061"
"120000","400","400","400","0.5757575757575757","0.5757575757575757","0.5757575757575757","400","400","400","0.7272727272727272","0.7272727272727272","0.7272727272727272","400","400","400","0.5151515151515151","0.5151515151515151","0.5151515151515151","400","400","400","0.42424242424242425","0.42424242424242425","0.42424242424242425","400","400","400","0.30303030303030304","0.30303030303030304","0.30303030303030304","400","400","400","0.5757575757575757","0.5757575757575757","0.5757575757575757","400","400","400","0.39393939393939387","0.39393939393939387","0.39393939393939387","400","400","400","0.4545454545454546","0.4545454545454546","0.4545454545454546","400","400","400","0.48484848484848486","0.48484848484848486","0.48484848484848486","400","400","400","0.6060606060606061","0.6060606060606061","0.6060606060606061"
"121500","405","405","405","0.6666666666666666","0.6666666666666666","0.6666666666666666","405","405","405","0.7272727272727272","0.7272727272727272","0.7272727272727272","405","405","405","0.6666666666666666","0.6666666666666666","0.6666666666666666","405","405","405","0.48484848484848486","0.48484848484848486","0.48484848484848486","405","405","405","0.3333333333333333","0.3333333333333333","0.3333333333333333","405","405","405","0.48484848484848486","0.48484848484848486","0.48484848484848486","405","405","405","0.9090909090909091","0.9090909090909091","0.9090909090909091","405","405","405","0.6666666666666666","0.6666666666666666","0.6666666666666666","405","405","405","0.6060606060606061","0.6060606060606061","0.6060606060606061","405","405","405","0.5151515151515151","0.5151515151515151","0.5151515151515151"
"123000","410","410","410","0.30303030303030304","0.30303030303030304","0.30303030303030304","410","410","410","0.3636363636363636","0.3636363636363636","0.3636363636363636","410","410","410","0.42424242424242425","0.42424242424242425","0.42424242424242425","410","410","410","0.5454545454545454","0.5454545454545454","0.5454545454545454","410","410","410","0.3333333333333333","0.3333333333333333","0.3333333333333333","410","410","410","0.5454545454545454","0.5454545454545454","0.5454545454545454","410","410","410","0.6060606060606061","0.6060606060606061","0.6060606060606061","410","410","410","0.5151515151515151","0.5151515151515151","0.5151515151515151","410","410","410","0.5151515151515151","0.5151515151515151","0.5151515151515151","410","410","410","0.5151515151515151","0.5151515151515151","0.5151515151515151"
"124500","415","415","415","0.8181818181818182","0.8181818181818182","0.8181818181818182","415","415","415","0.6060606060606061","0.6060606060606061","0.6060606060606061","415","415","415","0.5757575757575757","0.5757575757575757","0.5757575757575757","415","415","415","0.42424242424242425","0.42424242424242425","0.42424242424242425","415","415","415","0.3333333333333333","0.3333333333333333","0.3333333333333333","415","415","415","0.45454545454545453","0.45454545454545453","0.45454545454545453","415","415","415","0.48484848484848486","0.48484848484848486","0.48484848484848486","415","415","415","0.5151515151515151","0.5151515151515151","0.5151515151515151","415","415","415","0.48484848484848486","0.48484848484848486","0.48484848484848486","415","415","415","0.6060606060606061","0.6060606060606061","0.6060606060606061"
"126000","420","420","420","0.5151515151515151","0.5151515151515151","0.5151515151515151","420","420","420","0.3636363636363636","0.3636363636363636","0.3636363636363636","420","420","420","0.4545454545454546","0.4545454545454546","0.4545454545454546","420","420","420","0.2727272727272727","0.2727272727272727","0.2727272727272727","420","420","420","0.4545454545454546","0.4545454545454546","0.4545454545454546","420","420","420","0.42424242424242425","0.42424242424242425","0.42424242424242425","420","420","420","0.6666666666666666","0.6666666666666666","0.6666666666666666","420","420","420","0.6060606060606061","0.6060606060606061","0.6060606060606061","420","420","420","0.7272727272727272","0.7272727272727272","0.7272727272727272","420","420","420","0.5151515151515151","0.5151515151515151","0.5151515151515151"
"127500","425","425","425","0.48484848484848486","0.48484848484848486","0.48484848484848486","425","425","425","0.3636363636363636","0.3636363636363636","0.3636363636363636","425","425","425","0.5454545454545454","0.5454545454545454","0.5454545454545454","425","425","425","0.6666666666666666","0.6666666666666666","0.6666666666666666","425","425","425","0.30303030303030304","0.30303030303030304","0.30303030303030304","425","425","425","0.6969696969696969","0.6969696969696969","0.6969696969696969","425","425","425","0.5454545454545455","0.5454545454545455","0.5454545454545455","425","425","425","0.42424242424242425","0.42424242424242425","0.42424242424242425","425","425","425","0.5151515151515151","0.5151515151515151","0.5151515151515151","425","425","425","0.787878787878788","0.787878787878788","0.787878787878788"
"129000","430","430","430","0.5151515151515151","0.5151515151515151","0.5151515151515151","430","430","430","0.6060606060606061","0.6060606060606061","0.6060606060606061","430","430","430","0.30303030303030304","0.30303030303030304","0.30303030303030304","430","430","430","0.5151515151515151","0.5151515151515151","0.5151515151515151","430","430","430","0.8181818181818182","0.8181818181818182","0.8181818181818182","430","430","430","0.42424242424242425","0.42424242424242425","0.42424242424242425","430","430","430","0.48484848484848486","0.48484848484848486","0.48484848484848486","430","430","430","0.5757575757575758","0.5757575757575758","0.5757575757575758","430","430","430","0.42424242424242425","0.42424242424242425","0.42424242424242425","430","430","430","0.48484848484848486","0.48484848484848486","0.48484848484848486"
"130500","435","435","435","0.6363636363636364","0.6363636363636364","0.6363636363636364","435","435","435","0.5757575757575757","0.5757575757575757","0.5757575757575757","435","435","435","0.48484848484848486","0.48484848484848486","0.48484848484848486","435","435","435","0.3333333333333333","0.3333333333333333","0.3333333333333333","435","435","435","0.606060606060606","0.606060606060606","0.606060606060606","435","435","435","0.6969696969696969","0.6969696969696969","0.6969696969696969","435","435","435","0.6060606060606061","0.6060606060606061","0.6060606060606061","435","435","435","0.48484848484848486","0.48484848484848486","0.48484848484848486","435","435","435","0.5454545454545454","0.5454545454545454","0.5454545454545454","435","435","435","0.1818181818181818","0.1818181818181818","0.1818181818181818"
"132000","440","440","440","0.6969696969696969","0.6969696969696969","0.6969696969696969","440","440","440","0.6363636363636364","0.6363636363636364","0.6363636363636364","440","440","440","0.5454545454545454","0.5454545454545454","0.5454545454545454","440","440","440","0.3636363636363636","0.3636363636363636","0.3636363636363636","440","440","440","0.6666666666666666","0.6666666666666666","0.6666666666666666","440","440","440","0.6969696969696969","0.6969696969696969","0.6969696969696969","440","440","440","0.6060606060606061","0.6060606060606061","0.6060606060606061","440","440","440","0.48484848484848486","0.48484848484848486","0.48484848484848486","440","440","440","0.7272727272727272","0.7272727272727272","0.7272727272727272","440","440","440","0.5151515151515151","0.5151515151515151","0.5151515151515151"
"133500","445","445","445","0.4242424242424243","0.4242424242424243","0.4242424242424243","445","445","445","0.606060606060606","0.606060606060606","0.606060606060606","445","445","445","0.5757575757575758","0.5757575757575758","0.5757575757575758","445","445","445","0.3636363636363636","0.3636363636363636","0.3636363636363636","445","445","445","0.2727272727272727","0.2727272727272727","0.2727272727272727","445","445","445","0.6363636363636364","0.6363636363636364","0.6363636363636364","445","445","445","0.7575757575757577","0.7575757575757577","0.7575757575757577","445","445","445","0.7272727272727274","0.7272727272727274","0.7272727272727274","445","445","445","0.8484848484848485","0.8484848484848485","0.8484848484848485","445","445","445","0.7272727272727272","0.7272727272727272","0.7272727272727272"
"135000","450","450","450","0.3333333333333333","0.3333333333333333","0.3333333333333333","450","450","450","0.39393939393939387","0.39393939393939387","0.39393939393939387","450","450","450","0.5757575757575758","0.5757575757575758","0.5757575757575758","450","450","450","0.6969696969696969","0.6969696969696969","0.6969696969696969","450","450","450","0.48484848484848486","0.48484848484848486","0.48484848484848486","450","450","450","0.8181818181818182","0.8181818181818182","0.8181818181818182","450","450","450","0.39393939393939387","0.39393939393939387","0.39393939393939387","450","450","450","0.30303030303030304","0.30303030303030304","0.30303030303030304","450","450","450","0.42424242424242425","0.42424242424242425","0.42424242424242425","450","450","450","0.7575757575757575","0.7575757575757575","0.7575757575757575"
"136500","455","455","455","0.5151515151515151","0.5151515151515151","0.5151515151515151","455","455","455","0.48484848484848486","0.48484848484848486","0.48484848484848486","455","455","455","0.6969696969696969","0.6969696969696969","0.6969696969696969","455","455","455","0.39393939393939387","0.39393939393939387","0.39393939393939387","455","455","455","0.5454545454545454","0.5454545454545454","0.5454545454545454","455","455","455","0.393939393939394","0.393939393939394","0.393939393939394","455","455","455","0.5454545454545454","0.5454545454545454","0.5454545454545454","455","455","455","0.8181818181818182","0.8181818181818182","0.8181818181818182","455","455","455","0.48484848484848486","0.48484848484848486","0.48484848484848486","455","455","455","0.7575757575757575","0.7575757575757575","0.7575757575757575"
"138000","460","460","460","0.5454545454545454","0.5454545454545454","0.5454545454545454","460","460","460","0.5454545454545454","0.5454545454545454","0.5454545454545454","460","460","460","0.3333333333333333","0.3333333333333333","0.3333333333333333","460","460","460","0.39393939393939387","0.39393939393939387","0.39393939393939387","460","460","460","0.7272727272727272","0.7272727272727272","0.7272727272727272","460","460","460","0.2727272727272727","0.2727272727272727","0.2727272727272727","460","460","460","0.6363636363636364","0.6363636363636364","0.6363636363636364","460","460","460","0.5454545454545454","0.5454545454545454","0.5454545454545454","460","460","460","0.3333333333333333","0.3333333333333333","0.3333333333333333","460","460","460","0.5454545454545454","0.5454545454545454","0.5454545454545454"
"139500","465","465","465","0.5454545454545454","0.5454545454545454","0.5454545454545454","465","465","465","0.5454545454545454","0.5454545454545454","0.5454545454545454","465","465","465","0.6363636363636364","0.6363636363636364","0.6363636363636364","465","465","465","0.45454545454545453","0.45454545454545453","0.45454545454545453","465","465","465","0.39393939393939387","0.39393939393939387","0.39393939393939387","465","465","465","0.6060606060606061","0.6060606060606061","0.6060606060606061","465","465","465","0.48484848484848486","0.48484848484848486","0.48484848484848486","465","465","465","0.6363636363636364","0.6363636363636364","0.6363636363636364","465","465","465","0.8181818181818182","0.8181818181818182","0.8181818181818182","465","465","465","0.6363636363636364","0.6363636363636364","0.6363636363636364"
"141000","470","470","470","0.5454545454545454","0.5454545454545454","0.5454545454545454","470","470","470","0.5757575757575758","0.5757575757575758","0.5757575757575758","470","470","470","0.42424242424242425","0.42424242424242425","0.42424242424242425","470","470","470","0.5757575757575758","0.5757575757575758","0.5757575757575758","470","470","470","0.5454545454545454","0.5454545454545454","0.5454545454545454","470","470","470","0.6969696969696969","0.6969696969696969","0.6969696969696969","470","470","470","0.45454545454545453","0.45454545454545453","0.45454545454545453","470","470","470","0.7272727272727272","0.7272727272727272","0.7272727272727272","470","470","470","0.42424242424242414","0.42424242424242414","0.42424242424242414","470","470","470","0.42424242424242425","0.42424242424242425","0.42424242424242425"
"142500","475","475","475","0.3333333333333333","0.3333333333333333","0.3333333333333333","475","475","475","0.48484848484848486","0.48484848484848486","0.48484848484848486","475","475","475","0.21212121212121213","0.21212121212121213","0.21212121212121213","475","475","475","0.6060606060606061","0.6060606060606061","0.6060606060606061","475","475","475","0.6060606060606061","0.6060606060606061","0.6060606060606061","475","475","475","0.42424242424242425","0.42424242424242425","0.42424242424242425","475","475","475","0.6969696969696969","0.6969696969696969","0.6969696969696969","475","475","475","0.5757575757575757","0.5757575757575757","0.5757575757575757","475","475","475","0.42424242424242425","0.42424242424242425","0.42424242424242425","475","475","475","0.30303030303030304","0.30303030303030304","0.30303030303030304"
"144000","480","480","480","0.5757575757575757","0.5757575757575757","0.5757575757575757","480","480","480","0.6363636363636364","0.6363636363636364","0.6363636363636364","480","480","480","0.6969696969696969","0.6969696969696969","0.6969696969696969","480","480","480","0.5454545454545454","0.5454545454545454","0.5454545454545454","480","480","480","0.5757575757575757","0.5757575757575757","0.5757575757575757","480","480","480","0.42424242424242425","0.42424242424242425","0.42424242424242425","480","480","480","0.42424242424242425","0.42424242424242425","0.42424242424242425","480","480","480","0.5454545454545454","0.5454545454545454","0.5454545454545454","480","480","480","0.7272727272727272","0.7272727272727272","0.7272727272727272","480","480","480","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"145500","485","485","485","0.5454545454545454","0.5454545454545454","0.5454545454545454","485","485","485","0.393939393939394","0.393939393939394","0.393939393939394","485","485","485","0.30303030303030304","0.30303030303030304","0.30303030303030304","485","485","485","0.4242424242424243","0.4242424242424243","0.4242424242424243","485","485","485","0.3636363636363636","0.3636363636363636","0.3636363636363636","485","485","485","0.6060606060606061","0.6060606060606061","0.6060606060606061","485","485","485","0.48484848484848486","0.48484848484848486","0.48484848484848486","485","485","485","0.6969696969696969","0.6969696969696969","0.6969696969696969","485","485","485","0.5757575757575758","0.5757575757575758","0.5757575757575758","485","485","485","0.6060606060606061","0.6060606060606061","0.6060606060606061"
"147000","490","490","490","0.7575757575757575","0.7575757575757575","0.7575757575757575","490","490","490","0.48484848484848486","0.48484848484848486","0.48484848484848486","490","490","490","0.6060606060606061","0.6060606060606061","0.6060606060606061","490","490","490","0.8787878787878788","0.8787878787878788","0.8787878787878788","490","490","490","0.6969696969696969","0.6969696969696969","0.6969696969696969","490","490","490","0.8484848484848485","0.8484848484848485","0.8484848484848485","490","490","490","0.5757575757575757","0.5757575757575757","0.5757575757575757","490","490","490","0.6060606060606061","0.6060606060606061","0.6060606060606061","490","490","490","0.3333333333333333","0.3333333333333333","0.3333333333333333","490","490","490","0.5151515151515151","0.5151515151515151","0.5151515151515151"
