"time_steps","silvery-sweep-6 - _step","silvery-sweep-6 - _step__MIN","silvery-sweep-6 - _step__MAX","silvery-sweep-6 - episode_waypoints_percent_mean","silvery-sweep-6 - episode_waypoints_percent_mean__MIN","silvery-sweep-6 - episode_waypoints_percent_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - episode_waypoints_percent_mean","jumping-sweep-5 - episode_waypoints_percent_mean__MIN","jumping-sweep-5 - episode_waypoints_percent_mean__MAX","zany-sweep-4 - _step","zany-sweep-4 - _step__MIN","zany-sweep-4 - _step__MAX","zany-sweep-4 - episode_waypoints_percent_mean","zany-sweep-4 - episode_waypoints_percent_mean__MIN","zany-sweep-4 - episode_waypoints_percent_mean__MAX","visionary-sweep-3 - _step","visionary-sweep-3 - _step__MIN","visionary-sweep-3 - _step__MAX","visionary-sweep-3 - episode_waypoints_percent_mean","visionary-sweep-3 - episode_waypoints_percent_mean__MIN","visionary-sweep-3 - episode_waypoints_percent_mean__MAX","wandering-sweep-2 - _step","wandering-sweep-2 - _step__MIN","wandering-sweep-2 - _step__MAX","wandering-sweep-2 - episode_waypoints_percent_mean","wandering-sweep-2 - episode_waypoints_percent_mean__MIN","wandering-sweep-2 - episode_waypoints_percent_mean__MAX","eager-sweep-5 - _step","eager-sweep-5 - _step__MIN","eager-sweep-5 - _step__MAX","eager-sweep-5 - episode_waypoints_percent_mean","eager-sweep-5 - episode_waypoints_percent_mean__MIN","eager-sweep-5 - episode_waypoints_percent_mean__MAX","wild-sweep-3 - _step","wild-sweep-3 - _step__MIN","wild-sweep-3 - _step__MAX","wild-sweep-3 - episode_waypoints_percent_mean","wild-sweep-3 - episode_waypoints_percent_mean__MIN","wild-sweep-3 - episode_waypoints_percent_mean__MAX","blooming-sweep-4 - _step","blooming-sweep-4 - _step__MIN","blooming-sweep-4 - _step__MAX","blooming-sweep-4 - episode_waypoints_percent_mean","blooming-sweep-4 - episode_waypoints_percent_mean__MIN","blooming-sweep-4 - episode_waypoints_percent_mean__MAX","worldly-sweep-2 - _step","worldly-sweep-2 - _step__MIN","worldly-sweep-2 - _step__MAX","worldly-sweep-2 - episode_waypoints_percent_mean","worldly-sweep-2 - episode_waypoints_percent_mean__MIN","worldly-sweep-2 - episode_waypoints_percent_mean__MAX","eager-sweep-1 - _step","eager-sweep-1 - _step__MIN","eager-sweep-1 - _step__MAX","eager-sweep-1 - episode_waypoints_percent_mean","eager-sweep-1 - episode_waypoints_percent_mean__MIN","eager-sweep-1 - episode_waypoints_percent_mean__MAX"
"104000","5175","5175","5175","0.9090909090909091","0.9090909090909091","0.9090909090909091","5175","5175","5175","0.9090909090909091","0.9090909090909091","0.9090909090909091","5175","5175","5175","0.9090909090909091","0.9090909090909091","0.9090909090909091","5175","5175","5175","0.9090909090909091","0.9090909090909091","0.9090909090909091","5175","5175","5175","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104500","5200","5200","5200","0.9090909090909091","0.9090909090909091","0.9090909090909091","5200","5200","5200","0.9090909090909091","0.9090909090909091","0.9090909090909091","5200","5200","5200","0.9090909090909091","0.9090909090909091","0.9090909090909091","5200","5200","5200","0.9090909090909091","0.9090909090909091","0.9090909090909091","5200","5200","5200","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"105000","5225","5225","5225","0.9090909090909091","0.9090909090909091","0.9090909090909091","5225","5225","5225","0.9090909090909091","0.9090909090909091","0.9090909090909091","5225","5225","5225","0.9090909090909091","0.9090909090909091","0.9090909090909091","5225","5225","5225","0.9090909090909091","0.9090909090909091","0.9090909090909091","5225","5225","5225","0.9090909090909091","0.9090909090909091","0.9090909090909091","1725","1725","1725","0.9090909090909091","0.9090909090909091","0.9090909090909091","1725","1725","1725","0.9090909090909091","0.9090909090909091","0.9090909090909091","1725","1725","1725","0.9090909090909091","0.9090909090909091","0.9090909090909091","1725","1725","1725","0.9090909090909091","0.9090909090909091","0.9090909090909091","1725","1725","1725","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"105500","5250","5250","5250","0.9090909090909091","0.9090909090909091","0.9090909090909091","5250","5250","5250","0.9090909090909091","0.9090909090909091","0.9090909090909091","5250","5250","5250","0.9090909090909091","0.9090909090909091","0.9090909090909091","5250","5250","5250","0.9127272727272726","0.9127272727272726","0.9127272727272726","5250","5250","5250","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"106000","5275","5275","5275","0.9090909090909091","0.9090909090909091","0.9090909090909091","5275","5275","5275","0.9090909090909091","0.9090909090909091","0.9090909090909091","5275","5275","5275","0.9090909090909091","0.9090909090909091","0.9090909090909091","5275","5275","5275","0.9127272727272726","0.9127272727272726","0.9127272727272726","5275","5275","5275","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"106500","5300","5300","5300","0.9090909090909091","0.9090909090909091","0.9090909090909091","5300","5300","5300","0.9090909090909091","0.9090909090909091","0.9090909090909091","5300","5300","5300","0.9090909090909091","0.9090909090909091","0.9090909090909091","5300","5300","5300","0.9127272727272726","0.9127272727272726","0.9127272727272726","5300","5300","5300","0.9090909090909091","0.9090909090909091","0.9090909090909091","1750","1750","1750","0.9018181818181817","0.9018181818181817","0.9018181818181817","1750","1750","1750","0.9090909090909091","0.9090909090909091","0.9090909090909091","1750","1750","1750","0.9090909090909091","0.9090909090909091","0.9090909090909091","1750","1750","1750","0.8909090909090908","0.8909090909090908","0.8909090909090908","1750","1750","1750","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"107000","5325","5325","5325","0.9090909090909091","0.9090909090909091","0.9090909090909091","5325","5325","5325","0.9090909090909091","0.9090909090909091","0.9090909090909091","5325","5325","5325","0.9090909090909091","0.9090909090909091","0.9090909090909091","5325","5325","5325","0.9090909090909091","0.9090909090909091","0.9090909090909091","5325","5325","5325","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"107500","5350","5350","5350","0.9090909090909091","0.9090909090909091","0.9090909090909091","5350","5350","5350","0.9090909090909091","0.9090909090909091","0.9090909090909091","5350","5350","5350","0.9090909090909091","0.9090909090909091","0.9090909090909091","5350","5350","5350","0.9090909090909091","0.9090909090909091","0.9090909090909091","5350","5350","5350","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"108000","5375","5375","5375","0.9090909090909091","0.9090909090909091","0.9090909090909091","5375","5375","5375","0.9090909090909091","0.9090909090909091","0.9090909090909091","5375","5375","5375","0.9090909090909091","0.9090909090909091","0.9090909090909091","5375","5375","5375","0.9090909090909091","0.9090909090909091","0.9090909090909091","5375","5375","5375","0.9090909090909091","0.9090909090909091","0.9090909090909091","1775","1775","1775","0.9090909090909091","0.9090909090909091","0.9090909090909091","1775","1775","1775","0.9090909090909091","0.9090909090909091","0.9090909090909091","1775","1775","1775","0.9090909090909091","0.9090909090909091","0.9090909090909091","1775","1775","1775","0.9090909090909091","0.9090909090909091","0.9090909090909091","1775","1775","1775","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"108500","5400","5400","5400","0.9090909090909091","0.9090909090909091","0.9090909090909091","5400","5400","5400","0.9090909090909091","0.9090909090909091","0.9090909090909091","5400","5400","5400","0.9090909090909091","0.9090909090909091","0.9090909090909091","5400","5400","5400","0.9090909090909091","0.9090909090909091","0.9090909090909091","5400","5400","5400","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109000","5425","5425","5425","0.9090909090909091","0.9090909090909091","0.9090909090909091","5425","5425","5425","0.9090909090909091","0.9090909090909091","0.9090909090909091","5425","5425","5425","0.9090909090909091","0.9090909090909091","0.9090909090909091","5425","5425","5425","0.9090909090909091","0.9090909090909091","0.9090909090909091","5425","5425","5425","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109500","5450","5450","5450","0.8981818181818183","0.8981818181818183","0.8981818181818183","5450","5450","5450","0.9090909090909091","0.9090909090909091","0.9090909090909091","5450","5450","5450","0.9090909090909091","0.9090909090909091","0.9090909090909091","5450","5450","5450","0.9090909090909091","0.9090909090909091","0.9090909090909091","5450","5450","5450","0.9090909090909091","0.9090909090909091","0.9090909090909091","1800","1800","1800","0.8981818181818183","0.8981818181818183","0.8981818181818183","1800","1800","1800","0.9090909090909091","0.9090909090909091","0.9090909090909091","1800","1800","1800","0.9090909090909091","0.9090909090909091","0.9090909090909091","1800","1800","1800","0.9090909090909091","0.9090909090909091","0.9090909090909091","1800","1800","1800","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"110000","5475","5475","5475","0.8981818181818183","0.8981818181818183","0.8981818181818183","5475","5475","5475","0.9090909090909091","0.9090909090909091","0.9090909090909091","5475","5475","5475","0.9090909090909091","0.9090909090909091","0.9090909090909091","5475","5475","5475","0.9090909090909091","0.9090909090909091","0.9090909090909091","5475","5475","5475","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"110500","5500","5500","5500","0.8981818181818183","0.8981818181818183","0.8981818181818183","5500","5500","5500","0.9090909090909091","0.9090909090909091","0.9090909090909091","5500","5500","5500","0.9090909090909091","0.9090909090909091","0.9090909090909091","5500","5500","5500","0.9090909090909091","0.9090909090909091","0.9090909090909091","5500","5500","5500","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"111000","5525","5525","5525","0.9090909090909091","0.9090909090909091","0.9090909090909091","5525","5525","5525","0.9090909090909091","0.9090909090909091","0.9090909090909091","5525","5525","5525","0.9090909090909091","0.9090909090909091","0.9090909090909091","5525","5525","5525","0.9090909090909091","0.9090909090909091","0.9090909090909091","5525","5525","5525","0.9090909090909091","0.9090909090909091","0.9090909090909091","1825","1825","1825","0.9090909090909091","0.9090909090909091","0.9090909090909091","1825","1825","1825","0.9090909090909091","0.9090909090909091","0.9090909090909091","1825","1825","1825","0.9090909090909091","0.9090909090909091","0.9090909090909091","1825","1825","1825","0.9090909090909091","0.9090909090909091","0.9090909090909091","1825","1825","1825","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"111500","5550","5550","5550","0.9090909090909091","0.9090909090909091","0.9090909090909091","5550","5550","5550","0.9090909090909091","0.9090909090909091","0.9090909090909091","5550","5550","5550","0.9090909090909091","0.9090909090909091","0.9090909090909091","5550","5550","5550","0.9090909090909091","0.9090909090909091","0.9090909090909091","5550","5550","5550","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"112000","5575","5575","5575","0.9090909090909091","0.9090909090909091","0.9090909090909091","5575","5575","5575","0.9090909090909091","0.9090909090909091","0.9090909090909091","5575","5575","5575","0.9090909090909091","0.9090909090909091","0.9090909090909091","5575","5575","5575","0.9090909090909091","0.9090909090909091","0.9090909090909091","5575","5575","5575","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"112500","5600","5600","5600","0.9090909090909091","0.9090909090909091","0.9090909090909091","5600","5600","5600","0.9090909090909091","0.9090909090909091","0.9090909090909091","5600","5600","5600","0.9090909090909091","0.9090909090909091","0.9090909090909091","5600","5600","5600","0.9090909090909091","0.9090909090909091","0.9090909090909091","5600","5600","5600","0.9090909090909091","0.9090909090909091","0.9090909090909091","1850","1850","1850","0.9090909090909091","0.9090909090909091","0.9090909090909091","1850","1850","1850","0.9090909090909091","0.9090909090909091","0.9090909090909091","1850","1850","1850","0.9090909090909091","0.9090909090909091","0.9090909090909091","1850","1850","1850","0.9090909090909091","0.9090909090909091","0.9090909090909091","1850","1850","1850","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"113000","5625","5625","5625","0.9090909090909091","0.9090909090909091","0.9090909090909091","5625","5625","5625","0.9090909090909091","0.9090909090909091","0.9090909090909091","5625","5625","5625","0.9090909090909091","0.9090909090909091","0.9090909090909091","5625","5625","5625","0.9090909090909091","0.9090909090909091","0.9090909090909091","5625","5625","5625","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"113500","5650","5650","5650","0.9090909090909091","0.9090909090909091","0.9090909090909091","5650","5650","5650","0.9090909090909091","0.9090909090909091","0.9090909090909091","5650","5650","5650","0.9090909090909091","0.9090909090909091","0.9090909090909091","5650","5650","5650","0.9090909090909091","0.9090909090909091","0.9090909090909091","5650","5650","5650","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"114000","5675","5675","5675","0.9090909090909091","0.9090909090909091","0.9090909090909091","5675","5675","5675","0.9090909090909091","0.9090909090909091","0.9090909090909091","5675","5675","5675","0.9090909090909091","0.9090909090909091","0.9090909090909091","5675","5675","5675","0.9090909090909091","0.9090909090909091","0.9090909090909091","5675","5675","5675","0.9090909090909091","0.9090909090909091","0.9090909090909091","1875","1875","1875","0.9090909090909091","0.9090909090909091","0.9090909090909091","1875","1875","1875","0.9090909090909091","0.9090909090909091","0.9090909090909091","1875","1875","1875","0.9090909090909091","0.9090909090909091","0.9090909090909091","1875","1875","1875","0.9090909090909091","0.9090909090909091","0.9090909090909091","1875","1875","1875","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"114500","5700","5700","5700","0.9090909090909091","0.9090909090909091","0.9090909090909091","5700","5700","5700","0.9090909090909091","0.9090909090909091","0.9090909090909091","5700","5700","5700","0.9090909090909091","0.9090909090909091","0.9090909090909091","5700","5700","5700","0.9090909090909091","0.9090909090909091","0.9090909090909091","5700","5700","5700","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115000","5725","5725","5725","0.9090909090909091","0.9090909090909091","0.9090909090909091","5725","5725","5725","0.9090909090909091","0.9090909090909091","0.9090909090909091","5725","5725","5725","0.9090909090909091","0.9090909090909091","0.9090909090909091","5725","5725","5725","0.9090909090909091","0.9090909090909091","0.9090909090909091","5725","5725","5725","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115500","5750","5750","5750","0.9090909090909091","0.9090909090909091","0.9090909090909091","5750","5750","5750","0.9090909090909091","0.9090909090909091","0.9090909090909091","5750","5750","5750","0.9090909090909091","0.9090909090909091","0.9090909090909091","5750","5750","5750","0.9090909090909091","0.9090909090909091","0.9090909090909091","5750","5750","5750","0.9090909090909091","0.9090909090909091","0.9090909090909091","1900","1900","1900","0.9054545454545455","0.9054545454545455","0.9054545454545455","1900","1900","1900","0.9090909090909091","0.9090909090909091","0.9090909090909091","1900","1900","1900","0.9090909090909091","0.9090909090909091","0.9090909090909091","1900","1900","1900","0.9018181818181817","0.9018181818181817","0.9018181818181817","1900","1900","1900","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"116000","5775","5775","5775","0.9090909090909091","0.9090909090909091","0.9090909090909091","5775","5775","5775","0.9090909090909091","0.9090909090909091","0.9090909090909091","5775","5775","5775","0.9090909090909091","0.9090909090909091","0.9090909090909091","5775","5775","5775","0.9090909090909091","0.9090909090909091","0.9090909090909091","5775","5775","5775","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116500","5800","5800","5800","0.9090909090909091","0.9090909090909091","0.9090909090909091","5800","5800","5800","0.9090909090909091","0.9090909090909091","0.9090909090909091","5800","5800","5800","0.9090909090909091","0.9090909090909091","0.9090909090909091","5800","5800","5800","0.9090909090909091","0.9090909090909091","0.9090909090909091","5800","5800","5800","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117000","5825","5825","5825","0.9090909090909091","0.9090909090909091","0.9090909090909091","5825","5825","5825","0.9090909090909091","0.9090909090909091","0.9090909090909091","5825","5825","5825","0.9090909090909091","0.9090909090909091","0.9090909090909091","5825","5825","5825","0.9090909090909091","0.9090909090909091","0.9090909090909091","5825","5825","5825","0.9090909090909091","0.9090909090909091","0.9090909090909091","1925","1925","1925","0.9090909090909091","0.9090909090909091","0.9090909090909091","1925","1925","1925","0.9090909090909091","0.9090909090909091","0.9090909090909091","1925","1925","1925","0.9090909090909091","0.9090909090909091","0.9090909090909091","1925","1925","1925","0.9090909090909091","0.9090909090909091","0.9090909090909091","1925","1925","1925","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"117500","5850","5850","5850","0.9090909090909091","0.9090909090909091","0.9090909090909091","5850","5850","5850","0.9090909090909091","0.9090909090909091","0.9090909090909091","5850","5850","5850","0.9090909090909091","0.9090909090909091","0.9090909090909091","5850","5850","5850","0.9090909090909091","0.9090909090909091","0.9090909090909091","5850","5850","5850","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"118000","5875","5875","5875","0.9090909090909091","0.9090909090909091","0.9090909090909091","5875","5875","5875","0.9090909090909091","0.9090909090909091","0.9090909090909091","5875","5875","5875","0.9090909090909091","0.9090909090909091","0.9090909090909091","5875","5875","5875","0.9090909090909091","0.9090909090909091","0.9090909090909091","5875","5875","5875","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"118500","5900","5900","5900","0.9090909090909091","0.9090909090909091","0.9090909090909091","5900","5900","5900","0.9090909090909091","0.9090909090909091","0.9090909090909091","5900","5900","5900","0.9090909090909091","0.9090909090909091","0.9090909090909091","5900","5900","5900","0.9090909090909091","0.9090909090909091","0.9090909090909091","5900","5900","5900","0.9090909090909091","0.9090909090909091","0.9090909090909091","1950","1950","1950","0.9090909090909091","0.9090909090909091","0.9090909090909091","1950","1950","1950","0.9090909090909091","0.9090909090909091","0.9090909090909091","1950","1950","1950","0.9090909090909091","0.9090909090909091","0.9090909090909091","1950","1950","1950","0.9090909090909091","0.9090909090909091","0.9090909090909091","1950","1950","1950","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"119000","5925","5925","5925","0.9090909090909091","0.9090909090909091","0.9090909090909091","5925","5925","5925","0.9090909090909091","0.9090909090909091","0.9090909090909091","5925","5925","5925","0.9090909090909091","0.9090909090909091","0.9090909090909091","5925","5925","5925","0.9090909090909091","0.9090909090909091","0.9090909090909091","5925","5925","5925","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"119500","5950","5950","5950","0.9090909090909091","0.9090909090909091","0.9090909090909091","5950","5950","5950","0.9090909090909091","0.9090909090909091","0.9090909090909091","5950","5950","5950","0.9090909090909091","0.9090909090909091","0.9090909090909091","5950","5950","5950","0.9090909090909091","0.9090909090909091","0.9090909090909091","5950","5950","5950","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"120000","5975","5975","5975","0.9090909090909091","0.9090909090909091","0.9090909090909091","5975","5975","5975","0.9090909090909091","0.9090909090909091","0.9090909090909091","5975","5975","5975","0.9090909090909091","0.9090909090909091","0.9090909090909091","5975","5975","5975","0.9090909090909091","0.9090909090909091","0.9090909090909091","5975","5975","5975","0.9090909090909091","0.9090909090909091","0.9090909090909091","1975","1975","1975","0.9090909090909091","0.9090909090909091","0.9090909090909091","1975","1975","1975","0.9090909090909091","0.9090909090909091","0.9090909090909091","1975","1975","1975","0.9090909090909091","0.9090909090909091","0.9090909090909091","1975","1975","1975","0.9090909090909091","0.9090909090909091","0.9090909090909091","1975","1975","1975","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"120500","6000","6000","6000","0.9090909090909091","0.9090909090909091","0.9090909090909091","6000","6000","6000","0.9090909090909091","0.9090909090909091","0.9090909090909091","6000","6000","6000","0.9090909090909091","0.9090909090909091","0.9090909090909091","6000","6000","6000","0.9090909090909091","0.9090909090909091","0.9090909090909091","6000","6000","6000","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"121000","6025","6025","6025","0.9090909090909091","0.9090909090909091","0.9090909090909091","6025","6025","6025","0.9090909090909091","0.9090909090909091","0.9090909090909091","6025","6025","6025","0.9090909090909091","0.9090909090909091","0.9090909090909091","6025","6025","6025","0.9090909090909091","0.9090909090909091","0.9090909090909091","6025","6025","6025","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"121500","6050","6050","6050","0.9090909090909091","0.9090909090909091","0.9090909090909091","6050","6050","6050","0.9090909090909091","0.9090909090909091","0.9090909090909091","6050","6050","6050","0.9090909090909091","0.9090909090909091","0.9090909090909091","6050","6050","6050","0.9090909090909091","0.9090909090909091","0.9090909090909091","6050","6050","6050","0.9090909090909091","0.9090909090909091","0.9090909090909091","2000","2000","2000","0.9090909090909091","0.9090909090909091","0.9090909090909091","2000","2000","2000","0.9090909090909091","0.9090909090909091","0.9090909090909091","2000","2000","2000","0.9090909090909091","0.9090909090909091","0.9090909090909091","2000","2000","2000","0.9090909090909091","0.9090909090909091","0.9090909090909091","2000","2000","2000","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"122000","6075","6075","6075","0.8763636363636365","0.8763636363636365","0.8763636363636365","6075","6075","6075","0.9090909090909091","0.9090909090909091","0.9090909090909091","6075","6075","6075","0.9090909090909091","0.9090909090909091","0.9090909090909091","6075","6075","6075","0.8981818181818183","0.8981818181818183","0.8981818181818183","6075","6075","6075","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"122500","6100","6100","6100","0.8763636363636365","0.8763636363636365","0.8763636363636365","6100","6100","6100","0.9090909090909091","0.9090909090909091","0.9090909090909091","6100","6100","6100","0.9090909090909091","0.9090909090909091","0.9090909090909091","6100","6100","6100","0.8981818181818183","0.8981818181818183","0.8981818181818183","6100","6100","6100","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"123000","6125","6125","6125","0.8763636363636365","0.8763636363636365","0.8763636363636365","6125","6125","6125","0.9090909090909091","0.9090909090909091","0.9090909090909091","6125","6125","6125","0.9090909090909091","0.9090909090909091","0.9090909090909091","6125","6125","6125","0.8981818181818183","0.8981818181818183","0.8981818181818183","6125","6125","6125","0.9090909090909091","0.9090909090909091","0.9090909090909091","2025","2025","2025","0.9090909090909091","0.9090909090909091","0.9090909090909091","2025","2025","2025","0.9090909090909091","0.9090909090909091","0.9090909090909091","2025","2025","2025","0.9090909090909091","0.9090909090909091","0.9090909090909091","2025","2025","2025","0.869090909090909","0.869090909090909","0.869090909090909","2025","2025","2025","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"123500","6150","6150","6150","0.9090909090909091","0.9090909090909091","0.9090909090909091","6150","6150","6150","0.9090909090909091","0.9090909090909091","0.9090909090909091","6150","6150","6150","0.9090909090909091","0.9090909090909091","0.9090909090909091","6150","6150","6150","0.9090909090909091","0.9090909090909091","0.9090909090909091","6150","6150","6150","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"124000","6175","6175","6175","0.9090909090909091","0.9090909090909091","0.9090909090909091","6175","6175","6175","0.9090909090909091","0.9090909090909091","0.9090909090909091","6175","6175","6175","0.9090909090909091","0.9090909090909091","0.9090909090909091","6175","6175","6175","0.9090909090909091","0.9090909090909091","0.9090909090909091","6175","6175","6175","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"124500","6200","6200","6200","0.9090909090909091","0.9090909090909091","0.9090909090909091","6200","6200","6200","0.9090909090909091","0.9090909090909091","0.9090909090909091","6200","6200","6200","0.9090909090909091","0.9090909090909091","0.9090909090909091","6200","6200","6200","0.9090909090909091","0.9090909090909091","0.9090909090909091","6200","6200","6200","0.9090909090909091","0.9090909090909091","0.9090909090909091","2050","2050","2050","0.9090909090909091","0.9090909090909091","0.9090909090909091","2050","2050","2050","0.9090909090909091","0.9090909090909091","0.9090909090909091","2050","2050","2050","0.9090909090909091","0.9090909090909091","0.9090909090909091","2050","2050","2050","0.9090909090909091","0.9090909090909091","0.9090909090909091","2050","2050","2050","0.8618181818181817","0.8618181818181817","0.8618181818181817"
"125000","6225","6225","6225","0.9090909090909091","0.9090909090909091","0.9090909090909091","6225","6225","6225","0.9090909090909091","0.9090909090909091","0.9090909090909091","6225","6225","6225","0.9090909090909091","0.9090909090909091","0.9090909090909091","6225","6225","6225","0.9090909090909091","0.9090909090909091","0.9090909090909091","6225","6225","6225","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"125500","6250","6250","6250","0.9090909090909091","0.9090909090909091","0.9090909090909091","6250","6250","6250","0.9090909090909091","0.9090909090909091","0.9090909090909091","6250","6250","6250","0.9090909090909091","0.9090909090909091","0.9090909090909091","6250","6250","6250","0.9090909090909091","0.9090909090909091","0.9090909090909091","6250","6250","6250","0.9090909090909091","0.9090909090909091","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"126000","6275","6275","6275","0.9090909090909091","0.9090909090909091","0.9090909090909091","6275","6275","6275","0.9090909090909091","0.9090909090909091","0.9090909090909091","6275","6275","6275","0.9090909090909091","0.9090909090909091","0.9090909090909091","6275","6275","6275","0.9090909090909091","0.9090909090909091","0.9090909090909091","6275","6275","6275","0.9090909090909091","0.9090909090909091","0.9090909090909091","2075","2075","2075","0.9090909090909091","0.9090909090909091","0.9090909090909091","2075","2075","2075","0.9090909090909091","0.9090909090909091","0.9090909090909091","2075","2075","2075","0.9090909090909091","0.9090909090909091","0.9090909090909091","2075","2075","2075","0.9090909090909091","0.9090909090909091","0.9090909090909091","2075","2075","2075","0.9090909090909091","0.9090909090909091","0.9090909090909091"
"126500","6300","6300","6300","0.9090909090909091","0.9090909090909091","0.9090909090909091","6300","6300","6300","0.9090909090909091","0.9090909090909091","0.9090909090909091","6300","6300","6300","0.9090909090909091","0.9090909090909091","0.9090909090909091","6300","6300","6300","0.9090909090909091","0.9090909090909091","0.9090909090909091","6300","6300","6300","0.8981818181818183","0.8981818181818183","0.8981818181818183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"127000","6325","6325","6325","0.9090909090909091","0.9090909090909091","0.9090909090909091","6325","6325","6325","0.9090909090909091","0.9090909090909091","0.9090909090909091","6325","6325","6325","0.9090909090909091","0.9090909090909091","0.9090909090909091","6325","6325","6325","0.9090909090909091","0.9090909090909091","0.9090909090909091","6325","6325","6325","0.8981818181818183","0.8981818181818183","0.8981818181818183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
