"time_steps","silvery-sweep-6 - _step","silvery-sweep-6 - _step__MIN","silvery-sweep-6 - _step__MAX","silvery-sweep-6 - r_mean","silvery-sweep-6 - r_mean__MIN","silvery-sweep-6 - r_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - r_mean","jumping-sweep-5 - r_mean__MIN","jumping-sweep-5 - r_mean__MAX","zany-sweep-4 - _step","zany-sweep-4 - _step__MIN","zany-sweep-4 - _step__MAX","zany-sweep-4 - r_mean","zany-sweep-4 - r_mean__MIN","zany-sweep-4 - r_mean__MAX","visionary-sweep-3 - _step","visionary-sweep-3 - _step__MIN","visionary-sweep-3 - _step__MAX","visionary-sweep-3 - r_mean","visionary-sweep-3 - r_mean__MIN","visionary-sweep-3 - r_mean__MAX","wandering-sweep-2 - _step","wandering-sweep-2 - _step__MIN","wandering-sweep-2 - _step__MAX","wandering-sweep-2 - r_mean","wandering-sweep-2 - r_mean__MIN","wandering-sweep-2 - r_mean__MAX","eager-sweep-5 - _step","eager-sweep-5 - _step__MIN","eager-sweep-5 - _step__MAX","eager-sweep-5 - r_mean","eager-sweep-5 - r_mean__MIN","eager-sweep-5 - r_mean__MAX","wild-sweep-3 - _step","wild-sweep-3 - _step__MIN","wild-sweep-3 - _step__MAX","wild-sweep-3 - r_mean","wild-sweep-3 - r_mean__MIN","wild-sweep-3 - r_mean__MAX","blooming-sweep-4 - _step","blooming-sweep-4 - _step__MIN","blooming-sweep-4 - _step__MAX","blooming-sweep-4 - r_mean","blooming-sweep-4 - r_mean__MIN","blooming-sweep-4 - r_mean__MAX","worldly-sweep-2 - _step","worldly-sweep-2 - _step__MIN","worldly-sweep-2 - _step__MAX","worldly-sweep-2 - r_mean","worldly-sweep-2 - r_mean__MIN","worldly-sweep-2 - r_mean__MAX","eager-sweep-1 - _step","eager-sweep-1 - _step__MIN","eager-sweep-1 - _step__MAX","eager-sweep-1 - r_mean","eager-sweep-1 - r_mean__MIN","eager-sweep-1 - r_mean__MAX"
"110000","5475","5475","5475","65.55799045056469","65.55799045056469","65.55799045056469","5475","5475","5475","65.48031658974428","65.48031658974428","65.48031658974428","5475","5475","5475","56.80259013960189","56.80259013960189","56.80259013960189","5475","5475","5475","61.46704788504642","61.46704788504642","61.46704788504642","5475","5475","5475","67.73718625310586","67.73718625310586","67.73718625310586","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"110500","5500","5500","5500","63.883614443385255","63.883614443385255","63.883614443385255","5500","5500","5500","62.515727729951635","62.515727729951635","62.515727729951635","5500","5500","5500","61.00828841961873","61.00828841961873","61.00828841961873","5500","5500","5500","68.5717654228311","68.5717654228311","68.5717654228311","5500","5500","5500","67.68534816976512","67.68534816976512","67.68534816976512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"111000","5525","5525","5525","64.22319055004597","64.22319055004597","64.22319055004597","5525","5525","5525","63.86770548100304","63.86770548100304","63.86770548100304","5525","5525","5525","66.72216241176076","66.72216241176076","66.72216241176076","5525","5525","5525","70.33862825502463","70.33862825502463","70.33862825502463","5525","5525","5525","64.02454668555356","64.02454668555356","64.02454668555356","1825","1825","1825","65.57848182255366","65.57848182255366","65.57848182255366","1825","1825","1825","66.27400106508777","66.27400106508777","66.27400106508777","1825","1825","1825","64.55453220481712","64.55453220481712","64.55453220481712","1825","1825","1825","66.51248028686015","66.51248028686015","66.51248028686015","1825","1825","1825","61.905651473989","61.905651473989","61.905651473989"
"111500","5550","5550","5550","64.48421261500862","64.48421261500862","64.48421261500862","5550","5550","5550","61.811786066496865","61.811786066496865","61.811786066496865","5550","5550","5550","68.9924104423988","68.9924104423988","68.9924104423988","5550","5550","5550","66.68501366639998","66.68501366639998","66.68501366639998","5550","5550","5550","61.86654613769386","61.86654613769386","61.86654613769386","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"112000","5575","5575","5575","66.94937811096122","66.94937811096122","66.94937811096122","5575","5575","5575","65.96819554452607","65.96819554452607","65.96819554452607","5575","5575","5575","71.52863490997336","71.52863490997336","71.52863490997336","5575","5575","5575","64.23550501973942","64.23550501973942","64.23550501973942","5575","5575","5575","61.972323872842374","61.972323872842374","61.972323872842374","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"112500","5600","5600","5600","68.71714549942385","68.71714549942385","68.71714549942385","5600","5600","5600","65.34375310001697","65.34375310001697","65.34375310001697","5600","5600","5600","65.57499936254831","65.57499936254831","65.57499936254831","5600","5600","5600","63.77694726601121","63.77694726601121","63.77694726601121","5600","5600","5600","64.14329696484668","64.14329696484668","64.14329696484668","1850","1850","1850","64.06400641666518","64.06400641666518","64.06400641666518","1850","1850","1850","68.01425932594142","68.01425932594142","68.01425932594142","1850","1850","1850","65.51678567620809","65.51678567620809","65.51678567620809","1850","1850","1850","71.62585064597803","71.62585064597803","71.62585064597803","1850","1850","1850","64.6240462051652","64.6240462051652","64.6240462051652"
"113000","5625","5625","5625","69.5974084019302","69.5974084019302","69.5974084019302","5625","5625","5625","66.67271655598911","66.67271655598911","66.67271655598911","5625","5625","5625","66.7979227031891","66.7979227031891","66.7979227031891","5625","5625","5625","64.39879298069648","64.39879298069648","64.39879298069648","5625","5625","5625","64.51854772045199","64.51854772045199","64.51854772045199","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"113500","5650","5650","5650","70.59877945511026","70.59877945511026","70.59877945511026","5650","5650","5650","67.89032772177686","67.89032772177686","67.89032772177686","5650","5650","5650","65.40083822893291","65.40083822893291","65.40083822893291","5650","5650","5650","66.82974345827964","66.82974345827964","66.82974345827964","5650","5650","5650","65.57100689632871","65.57100689632871","65.57100689632871","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"114000","5675","5675","5675","69.0673799505296","69.0673799505296","69.0673799505296","5675","5675","5675","68.95522930136474","68.95522930136474","68.95522930136474","5675","5675","5675","66.58851715452646","66.58851715452646","66.58851715452646","5675","5675","5675","64.60713233841838","64.60713233841838","64.60713233841838","5675","5675","5675","63.46074674820757","63.46074674820757","63.46074674820757","1875","1875","1875","64.69196594673943","64.69196594673943","64.69196594673943","1875","1875","1875","67.14485855472098","67.14485855472098","67.14485855472098","1875","1875","1875","63.46274331940047","63.46274331940047","63.46274331940047","1875","1875","1875","68.55477372510042","68.55477372510042","68.55477372510042","1875","1875","1875","62.7553297458076","62.7553297458076","62.7553297458076"
"114500","5700","5700","5700","66.9762915339485","66.9762915339485","66.9762915339485","5700","5700","5700","64.51234550760644","64.51234550760644","64.51234550760644","5700","5700","5700","66.4451542802626","66.4451542802626","66.4451542802626","5700","5700","5700","62.54187402556591","62.54187402556591","62.54187402556591","5700","5700","5700","60.46262369444137","60.46262369444137","60.46262369444137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115000","5725","5725","5725","66.79655690079693","66.79655690079693","66.79655690079693","5725","5725","5725","62.47587366190828","62.47587366190828","62.47587366190828","5725","5725","5725","65.5889788898037","65.5889788898037","65.5889788898037","5725","5725","5725","64.06239988972035","64.06239988972035","64.06239988972035","5725","5725","5725","63.7553886454997","63.7553886454997","63.7553886454997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115500","5750","5750","5750","64.4482157377312","64.4482157377312","64.4482157377312","5750","5750","5750","64.49261904127937","64.49261904127937","64.49261904127937","5750","5750","5750","63.47802598421896","63.47802598421896","63.47802598421896","5750","5750","5750","63.73337432038508","63.73337432038508","63.73337432038508","5750","5750","5750","67.66681910580957","67.66681910580957","67.66681910580957","1900","1900","1900","67.24028602162355","67.24028602162355","67.24028602162355","1900","1900","1900","66.0777423482723","66.0777423482723","66.0777423482723","1900","1900","1900","63.19138435783541","63.19138435783541","63.19138435783541","1900","1900","1900","65.56912427795035","65.56912427795035","65.56912427795035","1900","1900","1900","67.80627633654207","67.80627633654207","67.80627633654207"
"116000","5775","5775","5775","64.88914639681884","64.88914639681884","64.88914639681884","5775","5775","5775","66.59466337141865","66.59466337141865","66.59466337141865","5775","5775","5775","61.6934067368644","61.6934067368644","61.6934067368644","5775","5775","5775","64.44240007476414","64.44240007476414","64.44240007476414","5775","5775","5775","69.78275167110101","69.78275167110101","69.78275167110101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116500","5800","5800","5800","64.61417500590177","64.61417500590177","64.61417500590177","5800","5800","5800","65.29136921016894","65.29136921016894","65.29136921016894","5800","5800","5800","63.28561630423098","63.28561630423098","63.28561630423098","5800","5800","5800","70.03778730925454","70.03778730925454","70.03778730925454","5800","5800","5800","70.98552145102425","70.98552145102425","70.98552145102425","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117000","5825","5825","5825","65.53348664715048","65.53348664715048","65.53348664715048","5825","5825","5825","65.27581631402944","65.27581631402944","65.27581631402944","5825","5825","5825","65.58183106155062","65.58183106155062","65.58183106155062","5825","5825","5825","69.88630475773195","69.88630475773195","69.88630475773195","5825","5825","5825","64.88055830515877","64.88055830515877","64.88055830515877","1925","1925","1925","67.54297165921322","67.54297165921322","67.54297165921322","1925","1925","1925","69.06017191095148","69.06017191095148","69.06017191095148","1925","1925","1925","70.11432176752082","70.11432176752082","70.11432176752082","1925","1925","1925","61.34672954830638","61.34672954830638","61.34672954830638","1925","1925","1925","67.07044120846784","67.07044120846784","67.07044120846784"
"117500","5850","5850","5850","67.6281217417393","67.6281217417393","67.6281217417393","5850","5850","5850","65.5931409223267","65.5931409223267","65.5931409223267","5850","5850","5850","68.25375895976413","68.25375895976413","68.25375895976413","5850","5850","5850","66.75345403301681","66.75345403301681","66.75345403301681","5850","5850","5850","62.13186335498731","62.13186335498731","62.13186335498731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"118000","5875","5875","5875","68.91209000014628","68.91209000014628","68.91209000014628","5875","5875","5875","67.74860791565258","67.74860791565258","67.74860791565258","5875","5875","5875","67.4314112690005","67.4314112690005","67.4314112690005","5875","5875","5875","65.546449631714","65.546449631714","65.546449631714","5875","5875","5875","63.61226592797916","63.61226592797916","63.61226592797916","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"118500","5900","5900","5900","65.7906016311003","65.7906016311003","65.7906016311003","5900","5900","5900","65.26741798820898","65.26741798820898","65.26741798820898","5900","5900","5900","63.38728879256443","63.38728879256443","63.38728879256443","5900","5900","5900","63.43129362921572","63.43129362921572","63.43129362921572","5900","5900","5900","62.17992437287974","62.17992437287974","62.17992437287974","1950","1950","1950","66.5680947679259","66.5680947679259","66.5680947679259","1950","1950","1950","64.91331532029896","64.91331532029896","64.91331532029896","1950","1950","1950","69.07956113335767","69.07956113335767","69.07956113335767","1950","1950","1950","62.048969225041155","62.048969225041155","62.048969225041155","1950","1950","1950","65.78927320942601","65.78927320942601","65.78927320942601"
"119000","5925","5925","5925","65.77794772801377","65.77794772801377","65.77794772801377","5925","5925","5925","64.2690549692893","64.2690549692893","64.2690549692893","5925","5925","5925","60.03623161953896","60.03623161953896","60.03623161953896","5925","5925","5925","68.06293522955882","68.06293522955882","68.06293522955882","5925","5925","5925","65.53885096755404","65.53885096755404","65.53885096755404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"119500","5950","5950","5950","65.011209877562","65.011209877562","65.011209877562","5950","5950","5950","64.34564536869837","64.34564536869837","64.34564536869837","5950","5950","5950","64.46018289504308","64.46018289504308","64.46018289504308","5950","5950","5950","69.10350138814772","69.10350138814772","69.10350138814772","5950","5950","5950","65.19308200794686","65.19308200794686","65.19308200794686","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"120000","5975","5975","5975","62.62900480454845","62.62900480454845","62.62900480454845","5975","5975","5975","66.18468004307564","66.18468004307564","66.18468004307564","5975","5975","5975","68.36498796291521","68.36498796291521","68.36498796291521","5975","5975","5975","69.9692176207391","69.9692176207391","69.9692176207391","5975","5975","5975","65.24967027257665","65.24967027257665","65.24967027257665","1975","1975","1975","64.27031645483495","64.27031645483495","64.27031645483495","1975","1975","1975","64.75410795323928","64.75410795323928","64.75410795323928","1975","1975","1975","69.3938166961114","69.3938166961114","69.3938166961114","1975","1975","1975","69.60736188937804","69.60736188937804","69.60736188937804","1975","1975","1975","63.435642661108666","63.435642661108666","63.435642661108666"
"120500","6000","6000","6000","62.65668646682937","62.65668646682937","62.65668646682937","6000","6000","6000","66.27490570445806","66.27490570445806","66.27490570445806","6000","6000","6000","71.25217062657282","71.25217062657282","71.25217062657282","6000","6000","6000","68.11898620165839","68.11898620165839","68.11898620165839","6000","6000","6000","66.3306890579264","66.3306890579264","66.3306890579264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"121000","6025","6025","6025","62.93459864199492","62.93459864199492","62.93459864199492","6025","6025","6025","62.5291184872014","62.5291184872014","62.5291184872014","6025","6025","6025","65.83718068774742","65.83718068774742","65.83718068774742","6025","6025","6025","67.24916301470518","67.24916301470518","67.24916301470518","6025","6025","6025","69.66888510077682","69.66888510077682","69.66888510077682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"121500","6050","6050","6050","69.34253963661666","69.34253963661666","69.34253963661666","6050","6050","6050","63.394031784870606","63.394031784870606","63.394031784870606","6050","6050","6050","62.194092303075415","62.194092303075415","62.194092303075415","6050","6050","6050","69.58596720429628","69.58596720429628","69.58596720429628","6050","6050","6050","68.54071533597109","68.54071533597109","68.54071533597109","2000","2000","2000","68.56117917438199","68.56117917438199","68.56117917438199","2000","2000","2000","65.93337461377014","65.93337461377014","65.93337461377014","2000","2000","2000","65.74982790426422","65.74982790426422","65.74982790426422","2000","2000","2000","62.75028790517442","62.75028790517442","62.75028790517442","2000","2000","2000","66.07073440264125","66.07073440264125","66.07073440264125"
"122000","6075","6075","6075","66.03644280412286","66.03644280412286","66.03644280412286","6075","6075","6075","63.43696780819675","63.43696780819675","63.43696780819675","6075","6075","6075","63.01961324167786","63.01961324167786","63.01961324167786","6075","6075","6075","68.25595126386818","68.25595126386818","68.25595126386818","6075","6075","6075","66.2048127017494","66.2048127017494","66.2048127017494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"122500","6100","6100","6100","65.48538251144925","65.48538251144925","65.48538251144925","6100","6100","6100","65.31493867474785","65.31493867474785","65.31493867474785","6100","6100","6100","65.04779594063326","65.04779594063326","65.04779594063326","6100","6100","6100","67.77125196103592","67.77125196103592","67.77125196103592","6100","6100","6100","65.62835147112676","65.62835147112676","65.62835147112676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"123000","6125","6125","6125","64.9061721871775","64.9061721871775","64.9061721871775","6125","6125","6125","65.63289414241952","65.63289414241952","65.63289414241952","6125","6125","6125","64.26693795939471","64.26693795939471","64.26693795939471","6125","6125","6125","67.12811122287145","67.12811122287145","67.12811122287145","6125","6125","6125","65.85273130831524","65.85273130831524","65.85273130831524","2025","2025","2025","67.9274397934232","67.9274397934232","67.9274397934232","2025","2025","2025","56.08487539151462","56.08487539151462","56.08487539151462","2025","2025","2025","59.85059653018389","59.85059653018389","59.85059653018389","2025","2025","2025","69.0184745176509","69.0184745176509","69.0184745176509","2025","2025","2025","65.55194927120438","65.55194927120438","65.55194927120438"
"123500","6150","6150","6150","69.7302452679675","69.7302452679675","69.7302452679675","6150","6150","6150","65.55989391806368","65.55989391806368","65.55989391806368","6150","6150","6150","63.779434910716624","63.779434910716624","63.779434910716624","6150","6150","6150","70.61592432031806","70.61592432031806","70.61592432031806","6150","6150","6150","64.69573308174827","64.69573308174827","64.69573308174827","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"124000","6175","6175","6175","72.39497507606377","72.39497507606377","72.39497507606377","6175","6175","6175","63.632070861021305","63.632070861021305","63.632070861021305","6175","6175","6175","68.42950660733271","68.42950660733271","68.42950660733271","6175","6175","6175","71.76388426309877","71.76388426309877","71.76388426309877","6175","6175","6175","66.50313025337587","66.50313025337587","66.50313025337587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"124500","6200","6200","6200","69.51063703078667","69.51063703078667","69.51063703078667","6200","6200","6200","66.79419826732486","66.79419826732486","66.79419826732486","6200","6200","6200","66.83427409763381","66.83427409763381","66.83427409763381","6200","6200","6200","69.97442327706104","69.97442327706104","69.97442327706104","6200","6200","6200","67.46663520469382","67.46663520469382","67.46663520469382","2050","2050","2050","71.00211293598471","71.00211293598471","71.00211293598471","2050","2050","2050","65.48018216381998","65.48018216381998","65.48018216381998","2050","2050","2050","61.396646394403334","61.396646394403334","61.396646394403334","2050","2050","2050","64.59244403247884","64.59244403247884","64.59244403247884","2050","2050","2050","64.20421858320097","64.20421858320097","64.20421858320097"
"125000","6225","6225","6225","66.82872101052413","66.82872101052413","66.82872101052413","6225","6225","6225","69.79239760017366","69.79239760017366","69.79239760017366","6225","6225","6225","67.52421818632214","67.52421818632214","67.52421818632214","6225","6225","6225","65.47887721191077","65.47887721191077","65.47887721191077","6225","6225","6225","70.59670484470188","70.59670484470188","70.59670484470188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"125500","6250","6250","6250","63.65981415072471","63.65981415072471","63.65981415072471","6250","6250","6250","69.88712883850229","69.88712883850229","69.88712883850229","6250","6250","6250","66.78760927894949","66.78760927894949","66.78760927894949","6250","6250","6250","65.4573974987253","65.4573974987253","65.4573974987253","6250","6250","6250","66.69275420349997","66.69275420349997","66.69275420349997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"126000","6275","6275","6275","62.10564075482435","62.10564075482435","62.10564075482435","6275","6275","6275","69.75703134105142","69.75703134105142","69.75703134105142","6275","6275","6275","65.74833208557176","65.74833208557176","65.74833208557176","6275","6275","6275","67.93663084549094","67.93663084549094","67.93663084549094","6275","6275","6275","70.52929115370162","70.52929115370162","70.52929115370162","2075","2075","2075","68.09193085544516","68.09193085544516","68.09193085544516","2075","2075","2075","65.1107954937673","65.1107954937673","65.1107954937673","2075","2075","2075","64.99834715474502","64.99834715474502","64.99834715474502","2075","2075","2075","67.49883981919132","67.49883981919132","67.49883981919132","2075","2075","2075","67.30640027057707","67.30640027057707","67.30640027057707"
"126500","6300","6300","6300","62.97197525162016","62.97197525162016","62.97197525162016","6300","6300","6300","69.65281269835859","69.65281269835859","69.65281269835859","6300","6300","6300","62.33667675280568","62.33667675280568","62.33667675280568","6300","6300","6300","70.50237913015003","70.50237913015003","70.50237913015003","6300","6300","6300","66.75858701217939","66.75858701217939","66.75858701217939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"127000","6325","6325","6325","67.02176411722479","67.02176411722479","67.02176411722479","6325","6325","6325","69.45038419341508","69.45038419341508","69.45038419341508","6325","6325","6325","60.07505582591035","60.07505582591035","60.07505582591035","6325","6325","6325","68.3219020478612","68.3219020478612","68.3219020478612","6325","6325","6325","65.47650465517617","65.47650465517617","65.47650465517617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"127500","6350","6350","6350","68.9899783593476","68.9899783593476","68.9899783593476","6350","6350","6350","67.70606503844179","67.70606503844179","67.70606503844179","6350","6350","6350","60.64198395302098","60.64198395302098","60.64198395302098","6350","6350","6350","65.1294116443507","65.1294116443507","65.1294116443507","6350","6350","6350","60.86386734388751","60.86386734388751","60.86386734388751","2100","2100","2100","67.66370066219059","67.66370066219059","67.66370066219059","2100","2100","2100","63.946244158698185","63.946244158698185","63.946244158698185","2100","2100","2100","69.44645294270097","69.44645294270097","69.44645294270097","2100","2100","2100","63.262481690557","63.262481690557","63.262481690557","2100","2100","2100","68.55234089931658","68.55234089931658","68.55234089931658"
"128000","6375","6375","6375","68.50083253059525","68.50083253059525","68.50083253059525","6375","6375","6375","65.79369099767045","65.79369099767045","65.79369099767045","6375","6375","6375","63.384524663587875","63.384524663587875","63.384524663587875","6375","6375","6375","63.769990542908054","63.769990542908054","63.769990542908054","6375","6375","6375","63.324471333546825","63.324471333546825","63.324471333546825","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"128500","6400","6400","6400","66.7345075810265","66.7345075810265","66.7345075810265","6400","6400","6400","65.88610648392934","65.88610648392934","65.88610648392934","6400","6400","6400","61.18044265966667","61.18044265966667","61.18044265966667","6400","6400","6400","67.82481927311215","67.82481927311215","67.82481927311215","6400","6400","6400","65.6470967926243","65.6470967926243","65.6470967926243","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"129000","6425","6425","6425","67.21271596187778","67.21271596187778","67.21271596187778","6425","6425","6425","66.95011660991574","66.95011660991574","66.95011660991574","6425","6425","6425","63.99416612755255","63.99416612755255","63.99416612755255","6425","6425","6425","68.96767603975593","68.96767603975593","68.96767603975593","6425","6425","6425","67.37606339546049","67.37606339546049","67.37606339546049","2125","2125","2125","63.78073189562816","63.78073189562816","63.78073189562816","2125","2125","2125","67.38213071935952","67.38213071935952","67.38213071935952","2125","2125","2125","61.809618849286515","61.809618849286515","61.809618849286515","2125","2125","2125","66.28006511829784","66.28006511829784","66.28006511829784","2125","2125","2125","69.84601116192451","69.84601116192451","69.84601116192451"
"129500","6450","6450","6450","67.55070169841682","67.55070169841682","67.55070169841682","6450","6450","6450","68.33128589411234","68.33128589411234","68.33128589411234","6450","6450","6450","62.73252204533745","62.73252204533745","62.73252204533745","6450","6450","6450","68.34310169211","68.34310169211","68.34310169211","6450","6450","6450","69.99518569495446","69.99518569495446","69.99518569495446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"130000","6475","6475","6475","66.11967390545186","66.11967390545186","66.11967390545186","6475","6475","6475","63.89196991056754","63.89196991056754","63.89196991056754","6475","6475","6475","63.42905559240241","63.42905559240241","63.42905559240241","6475","6475","6475","65.59643129872161","65.59643129872161","65.59643129872161","6475","6475","6475","66.31719058405339","66.31719058405339","66.31719058405339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"130500","6500","6500","6500","58.02735221109749","58.02735221109749","58.02735221109749","6500","6500","6500","60.34745671235497","60.34745671235497","60.34745671235497","6500","6500","6500","62.15790731214604","62.15790731214604","62.15790731214604","6500","6500","6500","64.69484042807781","64.69484042807781","64.69484042807781","6500","6500","6500","63.97598734329372","63.97598734329372","63.97598734329372","2150","2150","2150","65.44511077311296","65.44511077311296","65.44511077311296","2150","2150","2150","66.03790256081227","66.03790256081227","66.03790256081227","2150","2150","2150","63.06763569075377","63.06763569075377","63.06763569075377","2150","2150","2150","69.1791838762009","69.1791838762009","69.1791838762009","2150","2150","2150","63.82820974213847","63.82820974213847","63.82820974213847"
"131000","6525","6525","6525","57.64214063649036","57.64214063649036","57.64214063649036","6525","6525","6525","63.62961992521569","63.62961992521569","63.62961992521569","6525","6525","6525","61.107592137611135","61.107592137611135","61.107592137611135","6525","6525","6525","64.06467717756932","64.06467717756932","64.06467717756932","6525","6525","6525","62.928451338859105","62.928451338859105","62.928451338859105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131500","6550","6550","6550","60.9545092984088","60.9545092984088","60.9545092984088","6550","6550","6550","67.4138175807833","67.4138175807833","67.4138175807833","6550","6550","6550","60.750923653926684","60.750923653926684","60.750923653926684","6550","6550","6550","65.99011935337771","65.99011935337771","65.99011935337771","6550","6550","6550","64.24564957514929","64.24564957514929","64.24564957514929","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132000","6575","6575","6575","63.987458318948555","63.987458318948555","63.987458318948555","6575","6575","6575","69.04611146333222","69.04611146333222","69.04611146333222","6575","6575","6575","61.22530334867764","61.22530334867764","61.22530334867764","6575","6575","6575","68.04234375063228","68.04234375063228","68.04234375063228","6575","6575","6575","68.66194243572586","68.66194243572586","68.66194243572586","2175","2175","2175","71.8200206556163","71.8200206556163","71.8200206556163","2175","2175","2175","69.70704118061468","69.70704118061468","69.70704118061468","2175","2175","2175","71.73331218325491","71.73331218325491","71.73331218325491","2175","2175","2175","66.3454578449377","66.3454578449377","66.3454578449377","2175","2175","2175","66.13020245043674","66.13020245043674","66.13020245043674"
"132500","6600","6600","6600","64.42378185288887","64.42378185288887","64.42378185288887","6600","6600","6600","71.41525364975615","71.41525364975615","71.41525364975615","6600","6600","6600","62.507951345103976","62.507951345103976","62.507951345103976","6600","6600","6600","65.93114922805384","65.93114922805384","65.93114922805384","6600","6600","6600","67.8635566368901","67.8635566368901","67.8635566368901","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"133000","6625","6625","6625","65.35113453770987","65.35113453770987","65.35113453770987","6625","6625","6625","69.33221952729895","69.33221952729895","69.33221952729895","6625","6625","6625","59.973697588834156","59.973697588834156","59.973697588834156","6625","6625","6625","70.06087167279709","70.06087167279709","70.06087167279709","6625","6625","6625","70.4736486512264","70.4736486512264","70.4736486512264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"133500","6650","6650","6650","66.83725879251996","66.83725879251996","66.83725879251996","6650","6650","6650","68.90267057569785","68.90267057569785","68.90267057569785","6650","6650","6650","62.37193122226017","62.37193122226017","62.37193122226017","6650","6650","6650","69.62313906278764","69.62313906278764","69.62313906278764","6650","6650","6650","68.44039486982831","68.44039486982831","68.44039486982831","2200","2200","2200","64.57831938101782","64.57831938101782","64.57831938101782","2200","2200","2200","63.99968864777843","63.99968864777843","63.99968864777843","2200","2200","2200","64.46560734717829","64.46560734717829","64.46560734717829","2200","2200","2200","65.81385808349593","65.81385808349593","65.81385808349593","2200","2200","2200","66.03674337040613","66.03674337040613","66.03674337040613"
"134000","6675","6675","6675","69.1676489775642","69.1676489775642","69.1676489775642","6675","6675","6675","63.6449959401589","63.6449959401589","63.6449959401589","6675","6675","6675","63.73388516529067","63.73388516529067","63.73388516529067","6675","6675","6675","70.39125558235091","70.39125558235091","70.39125558235091","6675","6675","6675","70.21096562832929","70.21096562832929","70.21096562832929","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"134500","6700","6700","6700","68.40272383092315","68.40272383092315","68.40272383092315","6700","6700","6700","63.90337175079931","63.90337175079931","63.90337175079931","6700","6700","6700","64.09976440163642","64.09976440163642","64.09976440163642","6700","6700","6700","72.22550466009142","72.22550466009142","72.22550466009142","6700","6700","6700","68.62611787295346","68.62611787295346","68.62611787295346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"135000","6725","6725","6725","62.67436926088687","62.67436926088687","62.67436926088687","6725","6725","6725","61.26870935131579","61.26870935131579","61.26870935131579","6725","6725","6725","60.50130064697543","60.50130064697543","60.50130064697543","6725","6725","6725","70.11861361511393","70.11861361511393","70.11861361511393","6725","6725","6725","66.6195584679743","66.6195584679743","66.6195584679743","2225","2225","2225","67.37347421987641","67.37347421987641","67.37347421987641","2225","2225","2225","66.9720656612421","66.9720656612421","66.9720656612421","2225","2225","2225","65.14935156620348","65.14935156620348","65.14935156620348","2225","2225","2225","66.38021589094421","66.38021589094421","66.38021589094421","2225","2225","2225","65.32773342481136","65.32773342481136","65.32773342481136"
"135500","6750","6750","6750","63.598489303366385","63.598489303366385","63.598489303366385","6750","6750","6750","61.2924380617621","61.2924380617621","61.2924380617621","6750","6750","6750","63.38662081612216","63.38662081612216","63.38662081612216","6750","6750","6750","66.80602385358868","66.80602385358868","66.80602385358868","6750","6750","6750","62.60735943711757","62.60735943711757","62.60735943711757","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"136000","6775","6775","6775","63.262128550979185","63.262128550979185","63.262128550979185","6775","6775","6775","60.78649392942793","60.78649392942793","60.78649392942793","6775","6775","6775","67.58611176699725","67.58611176699725","67.58611176699725","6775","6775","6775","65.80564066409619","65.80564066409619","65.80564066409619","6775","6775","6775","62.860180434087596","62.860180434087596","62.860180434087596","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
